pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2-pangenome.S_global.k_9.d_na	sars-cov-2-pangenome	global	9	na	0.97	0.01	0.91	95%	9744	0	0	0.975128
sars-cov-2-pangenome.S_local.k_9.d_1	sars-cov-2-pangenome	local	9	1	0.77	0.01	0.73	95%	6424	0	0	0.782725
sars-cov-2-pangenome.S_local.k_9.d_2	sars-cov-2-pangenome	local	9	2	0.83	0.00	0.79	95%	6920	0	0	0.843758
sars-cov-2-pangenome.S_local.k_9.d_3	sars-cov-2-pangenome	local	9	3	0.78	0.02	0.72	94%	8956	0	0	0.793929
sars-cov-2-pangenome.S_local.k_9.d_4	sars-cov-2-pangenome	local	9	4	0.93	0.01	0.87	95%	8732	0	0	0.937058
sars-cov-2-pangenome.S_local.k_9.d_5	sars-cov-2-pangenome	local	9	5	1.15	0.01	1.07	94%	10492	0	0	1.158864
sars-cov-2-pangenome.S_global.k_10.d_na	sars-cov-2-pangenome	global	10	na	1.99	0.02	1.69	86%	26356	0	0	1.999413
sars-cov-2-pangenome.S_local.k_10.d_1	sars-cov-2-pangenome	local	10	1	1.67	0.01	1.38	83%	12720	0	0	1.676507
sars-cov-2-pangenome.S_local.k_10.d_2	sars-cov-2-pangenome	local	10	2	2.15	0.07	1.69	81%	14476	0	0	2.163962
sars-cov-2-pangenome.S_local.k_10.d_3	sars-cov-2-pangenome	local	10	3	1.65	0.01	1.27	78%	17936	0	0	1.654939
sars-cov-2-pangenome.S_local.k_10.d_4	sars-cov-2-pangenome	local	10	4	1.52	0.02	1.08	73%	26412	0	0	1.526161
sars-cov-2-pangenome.S_local.k_10.d_5	sars-cov-2-pangenome	local	10	5	2.16	0.04	1.65	78%	27196	0	0	2.171923
sars-cov-2-pangenome.S_global.k_11.d_na	sars-cov-2-pangenome	global	11	na	4.30	0.03	3.81	89%	65304	0	0	4.314118
sars-cov-2-pangenome.S_local.k_11.d_1	sars-cov-2-pangenome	local	11	1	2.80	0.06	2.00	73%	21160	0	0	2.811542
sars-cov-2-pangenome.S_local.k_11.d_2	sars-cov-2-pangenome	local	11	2	3.22	0.04	2.66	83%	22180	0	0	3.223761
sars-cov-2-pangenome.S_local.k_11.d_3	sars-cov-2-pangenome	local	11	3	3.62	0.03	2.89	80%	28252	0	0	3.624372
sars-cov-2-pangenome.S_local.k_11.d_4	sars-cov-2-pangenome	local	11	4	4.00	0.03	3.03	76%	38800	0	0	4.012378
sars-cov-2-pangenome.S_local.k_11.d_5	sars-cov-2-pangenome	local	11	5	4.31	0.04	3.20	75%	64408	0	0	4.313388
sars-cov-2-pangenome.S_global.k_12.d_na	sars-cov-2-pangenome	global	12	na	8.43	0.13	6.91	83%	120852	0	0	8.439075
sars-cov-2-pangenome.S_local.k_12.d_1	sars-cov-2-pangenome	local	12	1	5.63	0.13	4.46	81%	38056	0	0	5.643499
sars-cov-2-pangenome.S_local.k_12.d_2	sars-cov-2-pangenome	local	12	2	4.77	0.06	4.02	85%	39100	0	0	4.777622
sars-cov-2-pangenome.S_local.k_12.d_3	sars-cov-2-pangenome	local	12	3	6.37	0.07	5.90	93%	41952	0	0	6.376695
sars-cov-2-pangenome.S_local.k_12.d_4	sars-cov-2-pangenome	local	12	4	8.05	0.09	6.66	83%	69936	0	0	8.055062
sars-cov-2-pangenome.S_local.k_12.d_5	sars-cov-2-pangenome	local	12	5	12.38	0.16	10.84	88%	77220	0	0	12.382937
sars-cov-2-pangenome.S_global.k_13.d_na	sars-cov-2-pangenome	global	13	na	11.88	0.10	9.98	84%	172928	0	0	11.891837
sars-cov-2-pangenome.S_local.k_13.d_1	sars-cov-2-pangenome	local	13	1	8.11	0.22	5.89	75%	72316	0	0	8.116855
sars-cov-2-pangenome.S_local.k_13.d_2	sars-cov-2-pangenome	local	13	2	8.44	0.12	7.08	85%	72316	0	0	8.454187
sars-cov-2-pangenome.S_local.k_13.d_3	sars-cov-2-pangenome	local	13	3	7.64	0.09	7.09	94%	73980	0	0	7.649253
sars-cov-2-pangenome.S_local.k_13.d_4	sars-cov-2-pangenome	local	13	4	10.73	0.07	9.49	89%	82636	0	0	10.737808
sars-cov-2-pangenome.S_local.k_13.d_5	sars-cov-2-pangenome	local	13	5	17.61	0.18	16.10	92%	98412	0	0	17.615189
sars-cov-2-pangenome.S_global.k_14.d_na	sars-cov-2-pangenome	global	14	na	15.94	0.11	13.51	85%	203120	0	0	15.948414
sars-cov-2-pangenome.S_local.k_14.d_1	sars-cov-2-pangenome	local	14	1	8.90	0.22	7.18	83%	72316	0	0	8.904863
sars-cov-2-pangenome.S_local.k_14.d_2	sars-cov-2-pangenome	local	14	2	8.17	0.08	7.35	91%	72316	0	0	8.177549
sars-cov-2-pangenome.S_local.k_14.d_3	sars-cov-2-pangenome	local	14	3	10.59	0.17	10.31	99%	72316	0	0	10.600362
sars-cov-2-pangenome.S_local.k_14.d_4	sars-cov-2-pangenome	local	14	4	16.19	0.22	15.39	96%	73600	0	0	16.195432
sars-cov-2-pangenome.S_local.k_14.d_5	sars-cov-2-pangenome	local	14	5	27.67	0.21	26.68	97%	90436	0	0	27.674969
sars-cov-2-pangenome.S_global.k_15.d_na	sars-cov-2-pangenome	global	15	na	18.49	0.11	15.59	84%	225100	0	0	18.498066
sars-cov-2-pangenome.S_local.k_15.d_1	sars-cov-2-pangenome	local	15	1	10.65	0.16	9.64	92%	72316	0	0	10.654561
sars-cov-2-pangenome.S_local.k_15.d_2	sars-cov-2-pangenome	local	15	2	11.31	0.27	10.84	98%	72316	0	0	11.321833
sars-cov-2-pangenome.S_local.k_15.d_3	sars-cov-2-pangenome	local	15	3	13.16	0.27	12.76	99%	72316	0	0	13.171327
sars-cov-2-pangenome.S_local.k_15.d_4	sars-cov-2-pangenome	local	15	4	21.74	0.26	21.32	99%	72336	0	0	21.743212
sars-cov-2-pangenome.S_local.k_15.d_5	sars-cov-2-pangenome	local	15	5	39.46	0.24	38.97	99%	74596	0	0	39.47192
sars-cov-2-pangenome.S_global.k_16.d_na	sars-cov-2-pangenome	global	16	na	23.86	0.23	21.44	90%	243620	0	0	23.870677
sars-cov-2-pangenome.S_local.k_16.d_1	sars-cov-2-pangenome	local	16	1	11.74	0.19	10.66	92%	72316	0	0	11.747535
sars-cov-2-pangenome.S_local.k_16.d_2	sars-cov-2-pangenome	local	16	2	12.64	0.18	12.22	98%	72316	0	0	12.649715
sars-cov-2-pangenome.S_local.k_16.d_3	sars-cov-2-pangenome	local	16	3	16.51	0.28	16.15	99%	72316	0	0	16.514577
sars-cov-2-pangenome.S_local.k_16.d_4	sars-cov-2-pangenome	local	16	4	28.17	0.27	27.80	99%	72316	0	0	28.174935
sars-cov-2-pangenome.S_local.k_16.d_5	sars-cov-2-pangenome	local	16	5	69.26	0.44	68.40	99%	72576	0	0	69.273599
sars-cov-2-pangenome.S_global.k_17.d_na	sars-cov-2-pangenome	global	17	na	22.42	0.15	19.21	86%	260888	0	0	22.430526
sars-cov-2-pangenome.S_local.k_17.d_1	sars-cov-2-pangenome	local	17	1	13.71	0.25	12.90	95%	72316	0	0	13.719981
sars-cov-2-pangenome.S_local.k_17.d_2	sars-cov-2-pangenome	local	17	2	13.75	0.14	13.45	98%	72316	0	0	13.75488
sars-cov-2-pangenome.S_local.k_17.d_3	sars-cov-2-pangenome	local	17	3	18.29	0.25	17.97	99%	72316	0	0	18.297345
sars-cov-2-pangenome.S_local.k_17.d_4	sars-cov-2-pangenome	local	17	4	31.93	0.28	31.58	99%	72316	0	0	31.936334
sars-cov-2-pangenome.S_local.k_17.d_5	sars-cov-2-pangenome	local	17	5	93.92	0.57	92.69	99%	72316	0	0	93.926215
sars-cov-2-pangenome.S_global.k_18.d_na	sars-cov-2-pangenome	global	18	na	24.02	0.14	20.32	85%	277740	0	0	24.028395
sars-cov-2-pangenome.S_local.k_18.d_1	sars-cov-2-pangenome	local	18	1	11.38	0.18	10.67	95%	72316	0	0	11.390438
sars-cov-2-pangenome.S_local.k_18.d_2	sars-cov-2-pangenome	local	18	2	14.30	0.22	13.94	99%	72316	0	0	14.308969
sars-cov-2-pangenome.S_local.k_18.d_3	sars-cov-2-pangenome	local	18	3	18.32	0.27	17.99	99%	72316	0	0	18.324266
sars-cov-2-pangenome.S_local.k_18.d_4	sars-cov-2-pangenome	local	18	4	44.56	0.44	43.92	99%	72316	0	0	44.566875
sars-cov-2-pangenome.S_local.k_18.d_5	sars-cov-2-pangenome	local	18	5	94.71	0.37	93.84	99%	72316	0	0	94.716575
sars-cov-2-pangenome.S_global.k_19.d_na	sars-cov-2-pangenome	global	19	na	23.43	0.13	19.60	84%	294468	0	0	23.443018
sars-cov-2-pangenome.S_local.k_19.d_1	sars-cov-2-pangenome	local	19	1	16.72	0.27	15.95	97%	72316	0	0	16.730113
sars-cov-2-pangenome.S_local.k_19.d_2	sars-cov-2-pangenome	local	19	2	17.02	0.27	16.60	99%	72316	0	0	17.027234
sars-cov-2-pangenome.S_local.k_19.d_3	sars-cov-2-pangenome	local	19	3	23.41	0.28	23.07	99%	72316	0	0	23.421602
sars-cov-2-pangenome.S_local.k_19.d_4	sars-cov-2-pangenome	local	19	4	56.31	0.49	55.63	99%	72316	0	0	56.316288
sars-cov-2-pangenome.S_local.k_19.d_5	sars-cov-2-pangenome	local	19	5	124.73	0.41	123.61	99%	72316	0	0	124.744239
sars-cov-2-pangenome.S_global.k_20.d_na	sars-cov-2-pangenome	global	20	na	25.28	0.15	21.90	87%	327812	0	0	25.29099
sars-cov-2-pangenome.S_local.k_20.d_1	sars-cov-2-pangenome	local	20	1	11.91	0.18	10.26	87%	141124	0	0	11.923645
sars-cov-2-pangenome.S_local.k_20.d_2	sars-cov-2-pangenome	local	20	2	11.52	0.18	10.13	89%	141124	0	0	11.529435
sars-cov-2-pangenome.S_local.k_20.d_3	sars-cov-2-pangenome	local	20	3	11.14	0.16	10.86	98%	141124	0	0	11.143657
sars-cov-2-pangenome.S_local.k_20.d_4	sars-cov-2-pangenome	local	20	4	23.02	0.34	22.62	99%	141124	0	0	23.023167
sars-cov-2-pangenome.S_local.k_20.d_5	sars-cov-2-pangenome	local	20	5	59.41	0.53	58.47	99%	141124	0	0	59.41894
sars-cov-2-pangenome.S_global.k_21.d_na	sars-cov-2-pangenome	global	21	na	25.15	0.08	21.85	87%	344540	0	0	25.153486
sars-cov-2-pangenome.S_local.k_21.d_1	sars-cov-2-pangenome	local	21	1	12.09	0.23	10.78	91%	141124	0	0	12.094149
sars-cov-2-pangenome.S_local.k_21.d_2	sars-cov-2-pangenome	local	21	2	11.42	0.23	10.53	94%	141124	0	0	11.42761
sars-cov-2-pangenome.S_local.k_21.d_3	sars-cov-2-pangenome	local	21	3	14.10	0.33	13.50	98%	141124	0	0	14.110014
sars-cov-2-pangenome.S_local.k_21.d_4	sars-cov-2-pangenome	local	21	4	22.82	0.34	22.39	99%	141124	0	0	22.828197
sars-cov-2-pangenome.S_local.k_21.d_5	sars-cov-2-pangenome	local	21	5	41.12	0.29	40.75	99%	141124	0	0	41.127268
sars-cov-2-pangenome.S_global.k_22.d_na	sars-cov-2-pangenome	global	22	na	28.69	0.19	24.76	86%	361348	0	0	28.700871
sars-cov-2-pangenome.S_local.k_22.d_1	sars-cov-2-pangenome	local	22	1	11.71	0.19	9.32	81%	141124	0	0	11.715307
sars-cov-2-pangenome.S_local.k_22.d_2	sars-cov-2-pangenome	local	22	2	12.09	0.27	10.80	91%	141124	0	0	12.10095
sars-cov-2-pangenome.S_local.k_22.d_3	sars-cov-2-pangenome	local	22	3	13.42	0.19	13.04	98%	141124	0	0	13.431374
sars-cov-2-pangenome.S_local.k_22.d_4	sars-cov-2-pangenome	local	22	4	18.06	0.22	17.80	99%	141124	0	0	18.072867
sars-cov-2-pangenome.S_local.k_22.d_5	sars-cov-2-pangenome	local	22	5	51.79	0.44	51.16	99%	141124	0	0	51.804123
sars-cov-2-pangenome.S_global.k_23.d_na	sars-cov-2-pangenome	global	23	na	29.62	0.28	25.65	87%	378212	0	0	29.627295
sars-cov-2-pangenome.S_local.k_23.d_1	sars-cov-2-pangenome	local	23	1	10.87	0.23	9.75	91%	141124	0	0	10.881217
sars-cov-2-pangenome.S_local.k_23.d_2	sars-cov-2-pangenome	local	23	2	12.03	0.16	10.46	88%	141124	0	0	12.037454
sars-cov-2-pangenome.S_local.k_23.d_3	sars-cov-2-pangenome	local	23	3	13.94	0.28	13.55	99%	141124	0	0	13.947406
sars-cov-2-pangenome.S_local.k_23.d_4	sars-cov-2-pangenome	local	23	4	21.04	0.32	20.67	99%	141116	0	0	21.048985
sars-cov-2-pangenome.S_local.k_23.d_5	sars-cov-2-pangenome	local	23	5	50.01	0.48	49.17	99%	141124	0	0	50.014151
sars-cov-2-pangenome.S_global.k_31.d_na	sars-cov-2-pangenome	global	31	na	50.20	0.28	44.95	90%	516472	0	0	50.212761
sars-cov-2-pangenome.S_local.k_31.d_1	sars-cov-2-pangenome	local	31	1	16.23	0.25	13.50	84%	141120	0	0	16.23793
sars-cov-2-pangenome.S_local.k_31.d_2	sars-cov-2-pangenome	local	31	2	15.69	0.25	14.59	94%	141120	0	0	15.69804
sars-cov-2-pangenome.S_local.k_31.d_3	sars-cov-2-pangenome	local	31	3	20.40	0.29	20.01	99%	141120	0	0	20.412571
sars-cov-2-pangenome.S_local.k_31.d_4	sars-cov-2-pangenome	local	31	4	27.91	0.31	27.52	99%	141120	0	0	27.915095
sars-cov-2-pangenome.S_local.k_31.d_5	sars-cov-2-pangenome	local	31	5	83.60	0.49	82.66	99%	141120	0	0	83.608547
sars-cov-2.590k.k63.S_global.k_8.d_na	sars-cov-2.590k.k63	global	8	na	0.25	0.00	0.25	99%	5544	0	0	0.2613
sars-cov-2.590k.k63.S_local.k_8.d_1	sars-cov-2.590k.k63	local	8	1	0.28	0.00	0.27	100%	4784	0	0	0.285169
sars-cov-2.590k.k63.S_local.k_8.d_2	sars-cov-2.590k.k63	local	8	2	0.24	0.00	0.24	99%	4908	0	0	0.25295
sars-cov-2.590k.k63.S_local.k_8.d_3	sars-cov-2.590k.k63	local	8	3	0.24	0.00	0.24	100%	5500	0	0	0.252594
sars-cov-2.590k.k63.S_local.k_8.d_4	sars-cov-2.590k.k63	local	8	4	0.27	0.00	0.27	99%	5576	0	0	0.280074
sars-cov-2.590k.k63.S_local.k_8.d_5	sars-cov-2.590k.k63	local	8	5	0.28	0.00	0.27	99%	5668	0	0	0.288011
sars-cov-2.590k.k63.S_global.k_9.d_na	sars-cov-2.590k.k63	global	9	na	0.31	0.00	0.30	99%	9112	0	0	0.321689
sars-cov-2.590k.k63.S_local.k_9.d_1	sars-cov-2.590k.k63	local	9	1	0.29	0.00	0.28	99%	6336	0	0	0.302072
sars-cov-2.590k.k63.S_local.k_9.d_2	sars-cov-2.590k.k63	local	9	2	0.27	0.00	0.26	99%	6592	0	0	0.278044
sars-cov-2.590k.k63.S_local.k_9.d_3	sars-cov-2.590k.k63	local	9	3	0.31	0.00	0.31	99%	8144	0	0	0.323841
sars-cov-2.590k.k63.S_local.k_9.d_4	sars-cov-2.590k.k63	local	9	4	0.31	0.01	0.30	99%	9916	0	0	0.321778
sars-cov-2.590k.k63.S_local.k_9.d_5	sars-cov-2.590k.k63	local	9	5	0.35	0.00	0.35	99%	10356	0	0	0.358099
sars-cov-2.590k.k63.S_global.k_10.d_na	sars-cov-2.590k.k63	global	10	na	0.48	0.00	0.47	99%	17536	0	0	0.487904
sars-cov-2.590k.k63.S_local.k_10.d_1	sars-cov-2.590k.k63	local	10	1	0.35	0.02	0.32	99%	8488	0	0	0.354916
sars-cov-2.590k.k63.S_local.k_10.d_2	sars-cov-2.590k.k63	local	10	2	0.39	0.01	0.37	99%	8648	0	0	0.399752
sars-cov-2.590k.k63.S_local.k_10.d_3	sars-cov-2.590k.k63	local	10	3	0.44	0.00	0.43	99%	9384	0	0	0.446553
sars-cov-2.590k.k63.S_local.k_10.d_4	sars-cov-2.590k.k63	local	10	4	0.52	0.00	0.51	99%	13788	0	0	0.530453
sars-cov-2.590k.k63.S_local.k_10.d_5	sars-cov-2.590k.k63	local	10	5	0.65	0.02	0.62	98%	17860	0	0	0.661838
sars-cov-2.590k.k63.S_global.k_11.d_na	sars-cov-2.590k.k63	global	11	na	0.76	0.00	0.76	99%	27584	0	0	0.770962
sars-cov-2.590k.k63.S_local.k_11.d_1	sars-cov-2.590k.k63	local	11	1	0.49	0.04	0.45	99%	12712	0	0	0.503161
sars-cov-2.590k.k63.S_local.k_11.d_2	sars-cov-2.590k.k63	local	11	2	0.51	0.01	0.49	99%	13020	0	0	0.51639
sars-cov-2.590k.k63.S_local.k_11.d_3	sars-cov-2.590k.k63	local	11	3	0.54	0.01	0.53	100%	13592	0	0	0.554242
sars-cov-2.590k.k63.S_local.k_11.d_4	sars-cov-2.590k.k63	local	11	4	0.83	0.03	0.80	99%	15580	0	0	0.842872
sars-cov-2.590k.k63.S_local.k_11.d_5	sars-cov-2.590k.k63	local	11	5	1.17	0.02	1.14	99%	22444	0	0	1.178507
sars-cov-2.590k.k63.S_global.k_12.d_na	sars-cov-2.590k.k63	global	12	na	0.86	0.01	0.84	99%	34204	0	0	0.869884
sars-cov-2.590k.k63.S_local.k_12.d_1	sars-cov-2.590k.k63	local	12	1	0.51	0.07	0.42	96%	12712	0	0	0.519216
sars-cov-2.590k.k63.S_local.k_12.d_2	sars-cov-2.590k.k63	local	12	2	0.56	0.03	0.53	99%	12836	0	0	0.573225
sars-cov-2.590k.k63.S_local.k_12.d_3	sars-cov-2.590k.k63	local	12	3	0.74	0.01	0.72	99%	13468	0	0	0.747558
sars-cov-2.590k.k63.S_local.k_12.d_4	sars-cov-2.590k.k63	local	12	4	1.05	0.01	1.04	99%	15188	0	0	1.056721
sars-cov-2.590k.k63.S_local.k_12.d_5	sars-cov-2.590k.k63	local	12	5	1.87	0.04	1.83	99%	17428	0	0	1.884073
sars-cov-2.590k.k63.S_global.k_13.d_na	sars-cov-2.590k.k63	global	13	na	1.02	0.02	1.00	100%	38540	0	0	1.033391
sars-cov-2.590k.k63.S_local.k_13.d_1	sars-cov-2.590k.k63	local	13	1	0.52	0.03	0.49	100%	12712	0	0	0.528722
sars-cov-2.590k.k63.S_local.k_13.d_2	sars-cov-2.590k.k63	local	13	2	0.57	0.03	0.54	99%	12756	0	0	0.57938
sars-cov-2.590k.k63.S_local.k_13.d_3	sars-cov-2.590k.k63	local	13	3	0.75	0.02	0.72	100%	12840	0	0	0.761634
sars-cov-2.590k.k63.S_local.k_13.d_4	sars-cov-2.590k.k63	local	13	4	1.30	0.02	1.27	99%	13260	0	0	1.307248
sars-cov-2.590k.k63.S_local.k_13.d_5	sars-cov-2.590k.k63	local	13	5	3.20	0.01	3.19	99%	16368	0	0	3.211501
sars-cov-2.590k.k63.S_global.k_14.d_na	sars-cov-2.590k.k63	global	14	na	1.07	0.01	1.05	99%	43600	0	0	1.078128
sars-cov-2.590k.k63.S_local.k_14.d_1	sars-cov-2.590k.k63	local	14	1	0.53	0.03	0.50	99%	21156	0	0	0.543643
sars-cov-2.590k.k63.S_local.k_14.d_2	sars-cov-2.590k.k63	local	14	2	0.62	0.03	0.58	99%	21176	0	0	0.625714
sars-cov-2.590k.k63.S_local.k_14.d_3	sars-cov-2.590k.k63	local	14	3	0.71	0.02	0.69	99%	21280	0	0	0.72182
sars-cov-2.590k.k63.S_local.k_14.d_4	sars-cov-2.590k.k63	local	14	4	1.10	0.03	1.07	99%	21384	0	0	1.111548
sars-cov-2.590k.k63.S_local.k_14.d_5	sars-cov-2.590k.k63	local	14	5	2.50	0.02	2.47	99%	22704	0	0	2.507125
sars-cov-2.590k.k63.S_global.k_15.d_na	sars-cov-2.590k.k63	global	15	na	1.30	0.03	1.27	99%	46464	0	0	1.313543
sars-cov-2.590k.k63.S_local.k_15.d_1	sars-cov-2.590k.k63	local	15	1	0.51	0.04	0.46	99%	21164	0	0	0.521685
sars-cov-2.590k.k63.S_local.k_15.d_2	sars-cov-2.590k.k63	local	15	2	0.63	0.04	0.59	99%	21252	0	0	0.637775
sars-cov-2.590k.k63.S_local.k_15.d_3	sars-cov-2.590k.k63	local	15	3	0.67	0.04	0.63	99%	21304	0	0	0.682605
sars-cov-2.590k.k63.S_local.k_15.d_4	sars-cov-2.590k.k63	local	15	4	1.10	0.02	1.08	99%	21596	0	0	1.10587
sars-cov-2.590k.k63.S_local.k_15.d_5	sars-cov-2.590k.k63	local	15	5	2.54	0.01	2.52	99%	22180	0	0	2.546575
sars-cov-2.590k.k63.S_global.k_16.d_na	sars-cov-2.590k.k63	global	16	na	1.34	0.02	1.31	99%	48900	0	0	1.346821
sars-cov-2.590k.k63.S_local.k_16.d_1	sars-cov-2.590k.k63	local	16	1	0.61	0.01	0.60	99%	21220	0	0	0.620935
sars-cov-2.590k.k63.S_local.k_16.d_2	sars-cov-2.590k.k63	local	16	2	0.57	0.01	0.55	99%	21356	0	0	0.580942
sars-cov-2.590k.k63.S_local.k_16.d_3	sars-cov-2.590k.k63	local	16	3	0.73	0.02	0.71	99%	21368	0	0	0.743842
sars-cov-2.590k.k63.S_local.k_16.d_4	sars-cov-2.590k.k63	local	16	4	1.13	0.05	1.07	99%	21424	0	0	1.136316
sars-cov-2.590k.k63.S_local.k_16.d_5	sars-cov-2.590k.k63	local	16	5	2.67	0.01	2.66	99%	21536	0	0	2.682434
sars-cov-2.590k.k63.S_global.k_17.d_na	sars-cov-2.590k.k63	global	17	na	1.56	0.02	1.53	99%	51196	0	0	1.56547
sars-cov-2.590k.k63.S_local.k_17.d_1	sars-cov-2.590k.k63	local	17	1	0.67	0.03	0.63	100%	21236	0	0	0.676773
sars-cov-2.590k.k63.S_local.k_17.d_2	sars-cov-2.590k.k63	local	17	2	0.69	0.03	0.65	99%	21360	0	0	0.694057
sars-cov-2.590k.k63.S_local.k_17.d_3	sars-cov-2.590k.k63	local	17	3	0.82	0.03	0.78	98%	21508	0	0	0.833365
sars-cov-2.590k.k63.S_local.k_17.d_4	sars-cov-2.590k.k63	local	17	4	1.19	0.02	1.16	99%	21508	0	0	1.195526
sars-cov-2.590k.k63.S_local.k_17.d_5	sars-cov-2.590k.k63	local	17	5	2.93	0.03	2.90	99%	21508	0	0	2.940575
sars-cov-2.590k.k63.S_global.k_18.d_na	sars-cov-2.590k.k63	global	18	na	1.70	0.02	1.68	99%	53620	0	0	1.710152
sars-cov-2.590k.k63.S_local.k_18.d_1	sars-cov-2.590k.k63	local	18	1	0.61	0.05	0.56	99%	21216	0	0	0.622181
sars-cov-2.590k.k63.S_local.k_18.d_2	sars-cov-2.590k.k63	local	18	2	0.67	0.03	0.64	99%	21344	0	0	0.67791
sars-cov-2.590k.k63.S_local.k_18.d_3	sars-cov-2.590k.k63	local	18	3	0.79	0.04	0.75	99%	21352	0	0	0.802133
sars-cov-2.590k.k63.S_local.k_18.d_4	sars-cov-2.590k.k63	local	18	4	1.28	0.02	1.26	99%	21364	0	0	1.292992
sars-cov-2.590k.k63.S_local.k_18.d_5	sars-cov-2.590k.k63	local	18	5	3.35	0.01	3.33	99%	21548	0	0	3.360578
sars-cov-2.590k.k63.S_global.k_19.d_na	sars-cov-2.590k.k63	global	19	na	1.84	0.02	1.81	99%	56180	0	0	1.847128
sars-cov-2.590k.k63.S_local.k_19.d_1	sars-cov-2.590k.k63	local	19	1	0.65	0.03	0.61	99%	21292	0	0	0.654459
sars-cov-2.590k.k63.S_local.k_19.d_2	sars-cov-2.590k.k63	local	19	2	0.66	0.02	0.63	99%	21360	0	0	0.66571
sars-cov-2.590k.k63.S_local.k_19.d_3	sars-cov-2.590k.k63	local	19	3	0.86	0.02	0.83	99%	21636	0	0	0.866502
sars-cov-2.590k.k63.S_local.k_19.d_4	sars-cov-2.590k.k63	local	19	4	1.50	0.02	1.47	99%	21572	0	0	1.510909
sars-cov-2.590k.k63.S_local.k_19.d_5	sars-cov-2.590k.k63	local	19	5	3.43	0.04	3.38	99%	21572	0	0	3.435913
sars-cov-2.590k.k63.S_global.k_20.d_na	sars-cov-2.590k.k63	global	20	na	1.78	0.01	1.76	99%	58672	0	0	1.784977
sars-cov-2.590k.k63.S_local.k_20.d_1	sars-cov-2.590k.k63	local	20	1	0.69	0.02	0.67	100%	21340	0	0	0.704363
sars-cov-2.590k.k63.S_local.k_20.d_2	sars-cov-2.590k.k63	local	20	2	0.73	0.02	0.70	99%	21356	0	0	0.7339
sars-cov-2.590k.k63.S_local.k_20.d_3	sars-cov-2.590k.k63	local	20	3	0.92	0.02	0.88	98%	21516	0	0	0.924906
sars-cov-2.590k.k63.S_local.k_20.d_4	sars-cov-2.590k.k63	local	20	4	1.41	0.04	1.37	99%	21524	0	0	1.421673
sars-cov-2.590k.k63.S_local.k_20.d_5	sars-cov-2.590k.k63	local	20	5	3.54	0.03	3.50	99%	21568	0	0	3.546819
sars-cov-2.590k.k63.S_global.k_21.d_na	sars-cov-2.590k.k63	global	21	na	2.07	0.03	2.03	99%	61168	0	0	2.078583
sars-cov-2.590k.k63.S_local.k_21.d_1	sars-cov-2.590k.k63	local	21	1	0.68	0.03	0.65	99%	21416	0	0	0.691856
sars-cov-2.590k.k63.S_local.k_21.d_2	sars-cov-2.590k.k63	local	21	2	0.73	0.03	0.69	99%	21432	0	0	0.736121
sars-cov-2.590k.k63.S_local.k_21.d_3	sars-cov-2.590k.k63	local	21	3	0.92	0.03	0.89	99%	21476	0	0	0.931701
sars-cov-2.590k.k63.S_local.k_21.d_4	sars-cov-2.590k.k63	local	21	4	1.57	0.03	1.53	99%	21552	0	0	1.576643
sars-cov-2.590k.k63.S_local.k_21.d_5	sars-cov-2.590k.k63	local	21	5	4.10	0.04	4.05	99%	21552	0	0	4.110071
sars-cov-2.590k.k63.S_global.k_22.d_na	sars-cov-2.590k.k63	global	22	na	2.06	0.02	2.03	99%	63532	0	0	2.066328
sars-cov-2.590k.k63.S_local.k_22.d_1	sars-cov-2.590k.k63	local	22	1	0.76	0.03	0.71	99%	21632	0	0	0.764439
sars-cov-2.590k.k63.S_local.k_22.d_2	sars-cov-2.590k.k63	local	22	2	0.76	0.02	0.74	99%	21632	0	0	0.771375
sars-cov-2.590k.k63.S_local.k_22.d_3	sars-cov-2.590k.k63	local	22	3	0.93	0.01	0.92	99%	21632	0	0	0.943599
sars-cov-2.590k.k63.S_local.k_22.d_4	sars-cov-2.590k.k63	local	22	4	1.59	0.03	1.56	99%	21632	0	0	1.600713
sars-cov-2.590k.k63.S_local.k_22.d_5	sars-cov-2.590k.k63	local	22	5	4.08	0.03	4.04	99%	21632	0	0	4.088411
sars-cov-2.590k.k63.S_global.k_23.d_na	sars-cov-2.590k.k63	global	23	na	2.20	0.02	2.16	99%	65972	0	0	2.211195
sars-cov-2.590k.k63.S_local.k_23.d_1	sars-cov-2.590k.k63	local	23	1	0.80	0.02	0.76	98%	21340	0	0	0.808029
sars-cov-2.590k.k63.S_local.k_23.d_2	sars-cov-2.590k.k63	local	23	2	0.86	0.03	0.82	99%	21380	0	0	0.866327
sars-cov-2.590k.k63.S_local.k_23.d_3	sars-cov-2.590k.k63	local	23	3	1.05	0.01	1.03	99%	21540	0	0	1.057967
sars-cov-2.590k.k63.S_local.k_23.d_4	sars-cov-2.590k.k63	local	23	4	1.68	0.02	1.66	99%	21540	0	0	1.687185
sars-cov-2.590k.k63.S_local.k_23.d_5	sars-cov-2.590k.k63	local	23	5	4.38	0.03	4.34	99%	21540	0	0	4.386215
sars-cov-2.590k.k63.S_global.k_31.d_na	sars-cov-2.590k.k63	global	31	na	3.90	0.05	3.84	99%	90688	0	0	3.908621
