genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
sars-cov-2-pangenome	local	15	2	ones	xz	4816455	8099039	5225746	2873293	380182	1909788	460200	2369988	2405060	sars-cov-2-pangenome.S_local.k_15.d_2.M_ones.C_xz
sars-cov-2-pangenome	local	15	2	runs	EliasFano	4816455	8099039	5096243	3002796	294304	1909796	422504	2332300	2319784	sars-cov-2-pangenome.S_local.k_15.d_2.M_runs.C_EliasFano
sars-cov-2-pangenome	local	15	2	runs	bzip	4816455	8099039	5096243	3002796	294304	1909796	304779	2214575	2319784	sars-cov-2-pangenome.S_local.k_15.d_2.M_runs.C_bzip
sars-cov-2-pangenome	local	15	2	runs	rrr	4816455	8099039	5096243	3002796	294304	1909796	824491	2734287	2319784	sars-cov-2-pangenome.S_local.k_15.d_2.M_runs.C_rrr
sars-cov-2-pangenome	local	15	2	runs	xz	4816455	8099039	5096243	3002796	294304	1909796	373192	2282988	2319784	sars-cov-2-pangenome.S_local.k_15.d_2.M_runs.C_xz
sars-cov-2-pangenome	local	15	2	runsapprox	EliasFano	4816455	8099039	5225746	2873293	380182	1909796	507352	2417148	2405068	sars-cov-2-pangenome.S_local.k_15.d_2.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	15	2	runsapprox	bzip	4816455	8099039	5225746	2873293	380182	1909796	404081	2313877	2405068	sars-cov-2-pangenome.S_local.k_15.d_2.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	15	2	runsapprox	rrr	4816455	8099039	5225746	2873293	380182	1909796	822243	2732039	2405068	sars-cov-2-pangenome.S_local.k_15.d_2.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	15	2	runsapprox	xz	4816455	8099039	5225746	2873293	380182	1909796	460208	2370004	2405068	sars-cov-2-pangenome.S_local.k_15.d_2.M_runsapprox.C_xz
sars-cov-2-pangenome	local	15	2	zeros	EliasFano	4816455	8099039	4816455	3282584	377528	1909788	504728	2414516	2385836	sars-cov-2-pangenome.S_local.k_15.d_2.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	15	2	zeros	bzip	4816455	8099039	4816455	3282584	377528	1909788	325649	2235437	2385836	sars-cov-2-pangenome.S_local.k_15.d_2.M_zeros.C_bzip
sars-cov-2-pangenome	local	15	2	zeros	rrr	4816455	8099039	4816455	3282584	377528	1909788	827467	2737255	2385836	sars-cov-2-pangenome.S_local.k_15.d_2.M_zeros.C_rrr
sars-cov-2-pangenome	local	15	2	zeros	xz	4816455	8099039	4816455	3282584	377528	1909788	397412	2307200	2385836	sars-cov-2-pangenome.S_local.k_15.d_2.M_zeros.C_xz
sars-cov-2-pangenome	local	15	3	default	EliasFano	4816455	7637662	4816455	2821207	406041	1803500	525392	2328892	2283628	sars-cov-2-pangenome.S_local.k_15.d_3.M_default.C_EliasFano
sars-cov-2-pangenome	local	15	3	default	bzip	4816455	7637662	4816455	2821207	406041	1803500	357493	2160993	2283628	sars-cov-2-pangenome.S_local.k_15.d_3.M_default.C_bzip
sars-cov-2-pangenome	local	15	3	default	rrr	4816455	7637662	4816455	2821207	406041	1803500	725635	2529135	2283628	sars-cov-2-pangenome.S_local.k_15.d_3.M_default.C_rrr
sars-cov-2-pangenome	local	15	3	default	xz	4816455	7637662	4816455	2821207	406041	1803500	408168	2211668	2283628	sars-cov-2-pangenome.S_local.k_15.d_3.M_default.C_xz
sars-cov-2-pangenome	local	15	3	ones	EliasFano	4816455	7637662	5195300	2442362	375862	1803500	495576	2299076	2275680	sars-cov-2-pangenome.S_local.k_15.d_3.M_ones.C_EliasFano
sars-cov-2-pangenome	local	15	3	ones	bzip	4816455	7637662	5195300	2442362	375862	1803500	411403	2214903	2275680	sars-cov-2-pangenome.S_local.k_15.d_3.M_ones.C_bzip
sars-cov-2-pangenome	local	15	3	ones	rrr	4816455	7637662	5195300	2442362	375862	1803500	708235	2511735	2275680	sars-cov-2-pangenome.S_local.k_15.d_3.M_ones.C_rrr
sars-cov-2-pangenome	local	15	3	ones	xz	4816455	7637662	5195300	2442362	375862	1803500	447844	2251344	2275680	sars-cov-2-pangenome.S_local.k_15.d_3.M_ones.C_xz
sars-cov-2-pangenome	local	15	3	runs	EliasFano	4816455	7637662	5112671	2524991	320086	1803508	440472	2243980	2224484	sars-cov-2-pangenome.S_local.k_15.d_3.M_runs.C_EliasFano
sars-cov-2-pangenome	local	15	3	runs	bzip	4816455	7637662	5112671	2524991	320086	1803508	345532	2149040	2224484	sars-cov-2-pangenome.S_local.k_15.d_3.M_runs.C_bzip
sars-cov-2-pangenome	local	15	3	runs	rrr	4816455	7637662	5112671	2524991	320086	1803508	707843	2511351	2224484	sars-cov-2-pangenome.S_local.k_15.d_3.M_runs.C_rrr
sars-cov-2-pangenome	local	15	3	runs	xz	4816455	7637662	5112671	2524991	320086	1803508	395500	2199008	2224484	sars-cov-2-pangenome.S_local.k_15.d_3.M_runs.C_xz
sars-cov-2-pangenome	local	15	3	runsapprox	EliasFano	4816455	7637662	5195300	2442362	375862	1803508	495576	2299084	2275688	sars-cov-2-pangenome.S_local.k_15.d_3.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	15	3	runsapprox	bzip	4816455	7637662	5195300	2442362	375862	1803508	411403	2214911	2275688	sars-cov-2-pangenome.S_local.k_15.d_3.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	15	3	runsapprox	rrr	4816455	7637662	5195300	2442362	375862	1803508	708235	2511743	2275688	sars-cov-2-pangenome.S_local.k_15.d_3.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	15	3	runsapprox	xz	4816455	7637662	5195300	2442362	375862	1803508	447852	2251360	2275688	sars-cov-2-pangenome.S_local.k_15.d_3.M_runsapprox.C_xz
sars-cov-2-pangenome	local	15	3	zeros	EliasFano	4816455	7637662	4816455	2821207	412861	1803500	532136	2335636	2292648	sars-cov-2-pangenome.S_local.k_15.d_3.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	15	3	zeros	bzip	4816455	7637662	4816455	2821207	412861	1803500	372226	2175726	2292648	sars-cov-2-pangenome.S_local.k_15.d_3.M_zeros.C_bzip
sars-cov-2-pangenome	local	15	3	zeros	rrr	4816455	7637662	4816455	2821207	412861	1803500	724827	2528327	2292648	sars-cov-2-pangenome.S_local.k_15.d_3.M_zeros.C_rrr
sars-cov-2-pangenome	local	15	3	zeros	xz	4816455	7637662	4816455	2821207	412861	1803500	419476	2222976	2292648	sars-cov-2-pangenome.S_local.k_15.d_3.M_zeros.C_xz
sars-cov-2-pangenome	local	15	4	default	EliasFano	4816455	7493123	4816455	2676668	472632	1774248	578040	2352288	2309756	sars-cov-2-pangenome.S_local.k_15.d_4.M_default.C_EliasFano
sars-cov-2-pangenome	local	15	4	default	bzip	4816455	7493123	4816455	2676668	472632	1774248	442466	2216714	2309756	sars-cov-2-pangenome.S_local.k_15.d_4.M_default.C_bzip
sars-cov-2-pangenome	local	15	4	default	rrr	4816455	7493123	4816455	2676668	472632	1774248	675499	2449747	2309756	sars-cov-2-pangenome.S_local.k_15.d_4.M_default.C_rrr
sars-cov-2-pangenome	local	15	4	default	xz	4816455	7493123	4816455	2676668	472632	1774248	459528	2233776	2309756	sars-cov-2-pangenome.S_local.k_15.d_4.M_default.C_xz
sars-cov-2-pangenome	local	15	4	ones	EliasFano	4816455	7493123	5221320	2271803	417320	1774248	538976	2313224	2276336	sars-cov-2-pangenome.S_local.k_15.d_4.M_ones.C_EliasFano
sars-cov-2-pangenome	local	15	4	ones	bzip	4816455	7493123	5221320	2271803	417320	1774248	463030	2237278	2276336	sars-cov-2-pangenome.S_local.k_15.d_4.M_ones.C_bzip
sars-cov-2-pangenome	local	15	4	ones	rrr	4816455	7493123	5221320	2271803	417320	1774248	649923	2424171	2276336	sars-cov-2-pangenome.S_local.k_15.d_4.M_ones.C_rrr
sars-cov-2-pangenome	local	15	4	ones	xz	4816455	7493123	5221320	2271803	417320	1774248	473140	2247388	2276336	sars-cov-2-pangenome.S_local.k_15.d_4.M_ones.C_xz
sars-cov-2-pangenome	local	15	4	runs	EliasFano	4816455	7493123	5155491	2337632	372205	1774256	489616	2263872	2239480	sars-cov-2-pangenome.S_local.k_15.d_4.M_runs.C_EliasFano
sars-cov-2-pangenome	local	15	4	runs	bzip	4816455	7493123	5155491	2337632	372205	1774256	414569	2188825	2239480	sars-cov-2-pangenome.S_local.k_15.d_4.M_runs.C_bzip
sars-cov-2-pangenome	local	15	4	runs	rrr	4816455	7493123	5155491	2337632	372205	1774256	648211	2422467	2239480	sars-cov-2-pangenome.S_local.k_15.d_4.M_runs.C_rrr
sars-cov-2-pangenome	local	15	4	runs	xz	4816455	7493123	5155491	2337632	372205	1774256	436620	2210876	2239480	sars-cov-2-pangenome.S_local.k_15.d_4.M_runs.C_xz
sars-cov-2-pangenome	local	15	4	runsapprox	EliasFano	4816455	7493123	5221320	2271803	417320	1774256	538976	2313232	2276344	sars-cov-2-pangenome.S_local.k_15.d_4.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	15	4	runsapprox	bzip	4816455	7493123	5221320	2271803	417320	1774256	463030	2237286	2276344	sars-cov-2-pangenome.S_local.k_15.d_4.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	15	4	runsapprox	rrr	4816455	7493123	5221320	2271803	417320	1774256	649923	2424179	2276344	sars-cov-2-pangenome.S_local.k_15.d_4.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	15	4	runsapprox	xz	4816455	7493123	5221320	2271803	417320	1774256	473148	2247404	2276344	sars-cov-2-pangenome.S_local.k_15.d_4.M_runsapprox.C_xz
sars-cov-2-pangenome	local	15	4	zeros	EliasFano	4816455	7493123	4816455	2676668	474364	1774248	579264	2353512	2312532	sars-cov-2-pangenome.S_local.k_15.d_4.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	15	4	zeros	bzip	4816455	7493123	4816455	2676668	474364	1774248	446241	2220489	2312532	sars-cov-2-pangenome.S_local.k_15.d_4.M_zeros.C_bzip
sars-cov-2-pangenome	local	15	4	zeros	rrr	4816455	7493123	4816455	2676668	474364	1774248	675291	2449539	2312532	sars-cov-2-pangenome.S_local.k_15.d_4.M_zeros.C_rrr
sars-cov-2-pangenome	local	15	4	zeros	xz	4816455	7493123	4816455	2676668	474364	1774248	462732	2236980	2312532	sars-cov-2-pangenome.S_local.k_15.d_4.M_zeros.C_xz
sars-cov-2-pangenome	local	15	5	default	EliasFano	4816455	7477802	4816455	2661347	547570	1772988	630472	2403460	2364460	sars-cov-2-pangenome.S_local.k_15.d_5.M_default.C_EliasFano
sars-cov-2-pangenome	local	15	5	default	bzip	4816455	7477802	4816455	2661347	547570	1772988	510527	2283515	2364460	sars-cov-2-pangenome.S_local.k_15.d_5.M_default.C_bzip
sars-cov-2-pangenome	local	15	5	default	rrr	4816455	7477802	4816455	2661347	547570	1772988	656131	2429119	2364460	sars-cov-2-pangenome.S_local.k_15.d_5.M_default.C_rrr
sars-cov-2-pangenome	local	15	5	default	xz	4816455	7477802	4816455	2661347	547570	1772988	508244	2281232	2364460	sars-cov-2-pangenome.S_local.k_15.d_5.M_default.C_xz
sars-cov-2-pangenome	local	15	5	ones	EliasFano	4816455	7477802	5253515	2224287	481027	1772988	583472	2356460	2323164	sars-cov-2-pangenome.S_local.k_15.d_5.M_ones.C_EliasFano
sars-cov-2-pangenome	local	15	5	ones	bzip	4816455	7477802	5253515	2224287	481027	1772988	520132	2293120	2323164	sars-cov-2-pangenome.S_local.k_15.d_5.M_ones.C_bzip
sars-cov-2-pangenome	local	15	5	ones	rrr	4816455	7477802	5253515	2224287	481027	1772988	626363	2399351	2323164	sars-cov-2-pangenome.S_local.k_15.d_5.M_ones.C_rrr
sars-cov-2-pangenome	local	15	5	ones	xz	4816455	7477802	5253515	2224287	481027	1772988	512056	2285044	2323164	sars-cov-2-pangenome.S_local.k_15.d_5.M_ones.C_xz
sars-cov-2-pangenome	local	15	5	runs	EliasFano	4816455	7477802	5191397	2286405	437931	1772996	553032	2326028	2294028	sars-cov-2-pangenome.S_local.k_15.d_5.M_runs.C_EliasFano
sars-cov-2-pangenome	local	15	5	runs	bzip	4816455	7477802	5191397	2286405	437931	1772996	480224	2253220	2294028	sars-cov-2-pangenome.S_local.k_15.d_5.M_runs.C_bzip
sars-cov-2-pangenome	local	15	5	runs	rrr	4816455	7477802	5191397	2286405	437931	1772996	624683	2397679	2294028	sars-cov-2-pangenome.S_local.k_15.d_5.M_runs.C_rrr
sars-cov-2-pangenome	local	15	5	runs	xz	4816455	7477802	5191397	2286405	437931	1772996	481012	2254008	2294028	sars-cov-2-pangenome.S_local.k_15.d_5.M_runs.C_xz
sars-cov-2-pangenome	local	15	5	runsapprox	EliasFano	4816455	7477802	5253515	2224287	481027	1772996	583472	2356468	2323172	sars-cov-2-pangenome.S_local.k_15.d_5.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	15	5	runsapprox	bzip	4816455	7477802	5253515	2224287	481027	1772996	520132	2293128	2323172	sars-cov-2-pangenome.S_local.k_15.d_5.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	15	5	runsapprox	rrr	4816455	7477802	5253515	2224287	481027	1772996	626363	2399359	2323172	sars-cov-2-pangenome.S_local.k_15.d_5.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	15	5	runsapprox	xz	4816455	7477802	5253515	2224287	481027	1772996	512064	2285060	2323172	sars-cov-2-pangenome.S_local.k_15.d_5.M_runsapprox.C_xz
sars-cov-2-pangenome	local	15	5	zeros	EliasFano	4816455	7477802	4816455	2661347	547918	1772988	630720	2403708	2365528	sars-cov-2-pangenome.S_local.k_15.d_5.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	15	5	zeros	bzip	4816455	7477802	4816455	2661347	547918	1772988	511787	2284775	2365528	sars-cov-2-pangenome.S_local.k_15.d_5.M_zeros.C_bzip
sars-cov-2-pangenome	local	15	5	zeros	rrr	4816455	7477802	4816455	2661347	547918	1772988	656099	2429087	2365528	sars-cov-2-pangenome.S_local.k_15.d_5.M_zeros.C_rrr
sars-cov-2-pangenome	local	15	5	zeros	xz	4816455	7477802	4816455	2661347	547918	1772988	509068	2282056	2365528	sars-cov-2-pangenome.S_local.k_15.d_5.M_zeros.C_xz
sars-cov-2-pangenome	global	16	na	default	EliasFano	5252541	6668386	5252541	1415845	300666	1499472	405520	1904992	1907792	sars-cov-2-pangenome.S_global.k_16.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	global	16	na	default	bzip	5252541	6668386	5252541	1415845	300666	1499472	390590	1890062	1907792	sars-cov-2-pangenome.S_global.k_16.d_na.M_default.C_bzip
sars-cov-2-pangenome	global	16	na	default	rrr	5252541	6668386	5252541	1415845	300666	1499472	626315	2125787	1907792	sars-cov-2-pangenome.S_global.k_16.d_na.M_default.C_rrr
sars-cov-2-pangenome	global	16	na	default	xz	5252541	6668386	5252541	1415845	300666	1499472	426512	1925984	1907792	sars-cov-2-pangenome.S_global.k_16.d_na.M_default.C_xz
sars-cov-2-pangenome	global	16	na	ones	EliasFano	5252541	6668386	5555933	1112453	265476	1499472	370752	1870224	1836300	sars-cov-2-pangenome.S_global.k_16.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	global	16	na	ones	bzip	5252541	6668386	5555933	1112453	265476	1499472	351465	1850937	1836300	sars-cov-2-pangenome.S_global.k_16.d_na.M_ones.C_bzip
sars-cov-2-pangenome	global	16	na	ones	rrr	5252541	6668386	5555933	1112453	265476	1499472	545891	2045363	1836300	sars-cov-2-pangenome.S_global.k_16.d_na.M_ones.C_rrr
sars-cov-2-pangenome	global	16	na	ones	xz	5252541	6668386	5555933	1112453	265476	1499472	390416	1889888	1836300	sars-cov-2-pangenome.S_global.k_16.d_na.M_ones.C_xz
sars-cov-2-pangenome	global	16	na	runs	EliasFano	5252541	6668386	5526517	1141869	245302	1499480	350824	1850304	1820668	sars-cov-2-pangenome.S_global.k_16.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	global	16	na	runs	bzip	5252541	6668386	5526517	1141869	245302	1499480	325482	1824962	1820668	sars-cov-2-pangenome.S_global.k_16.d_na.M_runs.C_bzip
sars-cov-2-pangenome	global	16	na	runs	rrr	5252541	6668386	5526517	1141869	245302	1499480	553715	2053195	1820668	sars-cov-2-pangenome.S_global.k_16.d_na.M_runs.C_rrr
sars-cov-2-pangenome	global	16	na	runs	xz	5252541	6668386	5526517	1141869	245302	1499480	373004	1872484	1820668	sars-cov-2-pangenome.S_global.k_16.d_na.M_runs.C_xz
sars-cov-2-pangenome	global	16	na	runsapprox	EliasFano	5252541	6668386	5555933	1112453	265476	1499480	370752	1870232	1836308	sars-cov-2-pangenome.S_global.k_16.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	global	16	na	runsapprox	bzip	5252541	6668386	5555933	1112453	265476	1499480	351465	1850945	1836308	sars-cov-2-pangenome.S_global.k_16.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	global	16	na	runsapprox	rrr	5252541	6668386	5555933	1112453	265476	1499480	545891	2045371	1836308	sars-cov-2-pangenome.S_global.k_16.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	global	16	na	runsapprox	xz	5252541	6668386	5555933	1112453	265476	1499480	390424	1889904	1836308	sars-cov-2-pangenome.S_global.k_16.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	global	16	na	zeros	EliasFano	5252541	6668386	5252541	1415845	358542	1499472	462696	1962168	1955772	sars-cov-2-pangenome.S_global.k_16.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	global	16	na	zeros	bzip	5252541	6668386	5252541	1415845	358542	1499472	445383	1944855	1955772	sars-cov-2-pangenome.S_global.k_16.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	global	16	na	zeros	rrr	5252541	6668386	5252541	1415845	358542	1499472	625443	2124915	1955772	sars-cov-2-pangenome.S_global.k_16.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	global	16	na	zeros	xz	5252541	6668386	5252541	1415845	358542	1499472	463644	1963116	1955772	sars-cov-2-pangenome.S_global.k_16.d_na.M_zeros.C_xz
sars-cov-2-pangenome	local	16	1	default	EliasFano	5252541	9762546	5252541	4510005	300667	2170480	455848	2626328	2590896	sars-cov-2-pangenome.S_local.k_16.d_1.M_default.C_EliasFano
sars-cov-2-pangenome	local	16	1	default	bzip	5252541	9762546	5252541	4510005	300667	2170480	201129	2371609	2590896	sars-cov-2-pangenome.S_local.k_16.d_1.M_default.C_bzip
sars-cov-2-pangenome	local	16	1	default	rrr	5252541	9762546	5252541	4510005	300667	2170480	1087979	3258459	2590896	sars-cov-2-pangenome.S_local.k_16.d_1.M_default.C_rrr
sars-cov-2-pangenome	local	16	1	default	xz	5252541	9762546	5252541	4510005	300667	2170480	298112	2468592	2590896	sars-cov-2-pangenome.S_local.k_16.d_1.M_default.C_xz
sars-cov-2-pangenome	local	16	1	ones	EliasFano	5252541	9762546	5750780	4011766	413499	2170480	567328	2737808	2753784	sars-cov-2-pangenome.S_local.k_16.d_1.M_ones.C_EliasFano
sars-cov-2-pangenome	local	16	1	ones	bzip	5252541	9762546	5750780	4011766	413499	2170480	420395	2590875	2753784	sars-cov-2-pangenome.S_local.k_16.d_1.M_ones.C_bzip
sars-cov-2-pangenome	local	16	1	ones	rrr	5252541	9762546	5750780	4011766	413499	2170480	1085835	3256315	2753784	sars-cov-2-pangenome.S_local.k_16.d_1.M_ones.C_rrr
sars-cov-2-pangenome	local	16	1	ones	xz	5252541	9762546	5750780	4011766	413499	2170480	507340	2677820	2753784	sars-cov-2-pangenome.S_local.k_16.d_1.M_ones.C_xz
sars-cov-2-pangenome	local	16	1	runs	EliasFano	5252541	9762546	5575586	4186960	299427	2170488	454624	2625112	2634236	sars-cov-2-pangenome.S_local.k_16.d_1.M_runs.C_EliasFano
sars-cov-2-pangenome	local	16	1	runs	bzip	5252541	9762546	5575586	4186960	299427	2170488	305329	2475817	2634236	sars-cov-2-pangenome.S_local.k_16.d_1.M_runs.C_bzip
sars-cov-2-pangenome	local	16	1	runs	rrr	5252541	9762546	5575586	4186960	299427	2170488	1088875	3259363	2634236	sars-cov-2-pangenome.S_local.k_16.d_1.M_runs.C_rrr
sars-cov-2-pangenome	local	16	1	runs	xz	5252541	9762546	5575586	4186960	299427	2170488	389680	2560168	2634236	sars-cov-2-pangenome.S_local.k_16.d_1.M_runs.C_xz
sars-cov-2-pangenome	local	16	1	runsapprox	EliasFano	5252541	9762546	5750780	4011766	413499	2170488	567328	2737816	2753792	sars-cov-2-pangenome.S_local.k_16.d_1.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	16	1	runsapprox	bzip	5252541	9762546	5750780	4011766	413499	2170488	420395	2590883	2753792	sars-cov-2-pangenome.S_local.k_16.d_1.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	16	1	runsapprox	rrr	5252541	9762546	5750780	4011766	413499	2170488	1085835	3256323	2753792	sars-cov-2-pangenome.S_local.k_16.d_1.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	16	1	runsapprox	xz	5252541	9762546	5750780	4011766	413499	2170488	507348	2677836	2753792	sars-cov-2-pangenome.S_local.k_16.d_1.M_runsapprox.C_xz
sars-cov-2-pangenome	local	16	1	zeros	EliasFano	5252541	9762546	5252541	4510005	360317	2170480	514784	2685264	2683984	sars-cov-2-pangenome.S_local.k_16.d_1.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	16	1	zeros	bzip	5252541	9762546	5252541	4510005	360317	2170480	323493	2493973	2683984	sars-cov-2-pangenome.S_local.k_16.d_1.M_zeros.C_bzip
sars-cov-2-pangenome	local	16	1	zeros	rrr	5252541	9762546	5252541	4510005	360317	2170480	1079939	3250419	2683984	sars-cov-2-pangenome.S_local.k_16.d_1.M_zeros.C_rrr
sars-cov-2-pangenome	local	16	1	zeros	xz	5252541	9762546	5252541	4510005	360317	2170480	414380	2584860	2683984	sars-cov-2-pangenome.S_local.k_16.d_1.M_zeros.C_xz
sars-cov-2-pangenome	local	16	2	default	EliasFano	5252541	8799972	5252541	3547431	334431	1962740	473552	2436292	2403280	sars-cov-2-pangenome.S_local.k_16.d_2.M_default.C_EliasFano
sars-cov-2-pangenome	local	16	2	default	bzip	5252541	8799972	5252541	3547431	334431	1962740	266359	2229099	2403280	sars-cov-2-pangenome.S_local.k_16.d_2.M_default.C_bzip
sars-cov-2-pangenome	local	16	2	default	rrr	5252541	8799972	5252541	3547431	334431	1962740	913235	2875975	2403280	sars-cov-2-pangenome.S_local.k_16.d_2.M_default.C_rrr
sars-cov-2-pangenome	local	16	2	default	xz	5252541	8799972	5252541	3547431	334431	1962740	349204	2311944	2403280	sars-cov-2-pangenome.S_local.k_16.d_2.M_default.C_xz
sars-cov-2-pangenome	local	16	2	ones	EliasFano	5252541	8799972	5609767	3190205	351370	1962740	490288	2453028	2449428	sars-cov-2-pangenome.S_local.k_16.d_2.M_ones.C_EliasFano
sars-cov-2-pangenome	local	16	2	ones	bzip	5252541	8799972	5609767	3190205	351370	1962740	375671	2338411	2449428	sars-cov-2-pangenome.S_local.k_16.d_2.M_ones.C_bzip
sars-cov-2-pangenome	local	16	2	ones	rrr	5252541	8799972	5609767	3190205	351370	1962740	904563	2867303	2449428	sars-cov-2-pangenome.S_local.k_16.d_2.M_ones.C_rrr
sars-cov-2-pangenome	local	16	2	ones	xz	5252541	8799972	5609767	3190205	351370	1962740	446004	2408744	2449428	sars-cov-2-pangenome.S_local.k_16.d_2.M_ones.C_xz
sars-cov-2-pangenome	local	16	2	runs	EliasFano	5252541	8799972	5514137	3285835	287767	1962748	427448	2390196	2382692	sars-cov-2-pangenome.S_local.k_16.d_2.M_runs.C_EliasFano
sars-cov-2-pangenome	local	16	2	runs	bzip	5252541	8799972	5514137	3285835	287767	1962748	298376	2261124	2382692	sars-cov-2-pangenome.S_local.k_16.d_2.M_runs.C_bzip
sars-cov-2-pangenome	local	16	2	runs	rrr	5252541	8799972	5514137	3285835	287767	1962748	906867	2869615	2382692	sars-cov-2-pangenome.S_local.k_16.d_2.M_runs.C_rrr
sars-cov-2-pangenome	local	16	2	runs	xz	5252541	8799972	5514137	3285835	287767	1962748	373644	2336392	2382692	sars-cov-2-pangenome.S_local.k_16.d_2.M_runs.C_xz
sars-cov-2-pangenome	local	16	2	runsapprox	EliasFano	5252541	8799972	5609767	3190205	351370	1962748	490288	2453036	2449436	sars-cov-2-pangenome.S_local.k_16.d_2.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	local	16	2	runsapprox	bzip	5252541	8799972	5609767	3190205	351370	1962748	375671	2338419	2449436	sars-cov-2-pangenome.S_local.k_16.d_2.M_runsapprox.C_bzip
sars-cov-2-pangenome	local	16	2	runsapprox	rrr	5252541	8799972	5609767	3190205	351370	1962748	904563	2867311	2449436	sars-cov-2-pangenome.S_local.k_16.d_2.M_runsapprox.C_rrr
sars-cov-2-pangenome	local	16	2	runsapprox	xz	5252541	8799972	5609767	3190205	351370	1962748	446012	2408760	2449436	sars-cov-2-pangenome.S_local.k_16.d_2.M_runsapprox.C_xz
sars-cov-2-pangenome	local	16	2	zeros	EliasFano	5252541	8799972	5252541	3547431	352233	1962740	491136	2453876	2431092	sars-cov-2-pangenome.S_local.k_16.d_2.M_zeros.C_EliasFano
sars-cov-2-pangenome	local	16	2	zeros	bzip	5252541	8799972	5252541	3547431	352233	1962740	303135	2265875	2431092	sars-cov-2-pangenome.S_local.k_16.d_2.M_zeros.C_bzip
sars-cov-2-pangenome	local	16	2	zeros	rrr	5252541	8799972	5252541	3547431	352233	1962740	910899	2873639	2431092	sars-cov-2-pangenome.S_local.k_16.d_2.M_zeros.C_rrr
sars-cov-2-pangenome	local	16	2	zeros	xz	5252541	8799972	5252541	3547431	352233	1962740	385852	2348592	2431092	sars-cov-2-pangenome.S_local.k_16.d_2.M_zeros.C_xz
sars-cov-2-pangenome	local	16	3	default	EliasFano	5252541	8301425	5252541	3048884	367302	1850916	497920	2348836	2316920	sars-cov-2-pangenome.S_local.k_16.d_3.M_default.C_EliasFano
sars-cov-2-pangenome	local	16	3	default	bzip	5252541	8301425	5252541	3048884	367302	1850916	328622	2179538	2316920	sars-cov-2-pangenome.S_local.k_16.d_3.M_default.C_bzip
sars-cov-2-pangenome	local	16	3	default	rrr	5252541	8301425	5252541	3048884	367302	1850916	808843	2659759	2316920	sars-cov-2-pangenome.S_local.k_16.d_3.M_default.C_rrr
sars-cov-2-pangenome	local	16	3	default	xz	5252541	8301425	5252541	3048884	367302	1850916	392840	2243756	2316920	sars-cov-2-pangenome.S_local.k_16.d_3.M_default.C_xz
sars-cov-2-pangenome	local	16	3	ones	EliasFano	5252541	8301425	5589845	2711580	335409	1850916	466408	2317324	2303116	sars-cov-2-pangenome.S_local.k_16.d_3.M_ones.C_EliasFano
sars-cov-2-pangenome	local	16	3	ones	bzip	5252541	8301425	5589845	2711580	335409	1850916	371834	2222750	2303116	sars-cov-2-pangenome.S_local.k_16.d_3.M_ones.C_bzip
sars-cov-2-pangenome	local	16	3	ones	rrr	5252541	8301425	5589845	2711580	335409	1850916	790451	2641367	2303116	sars-cov-2-pangenome.S_local.k_16.d_3.M_ones.C_rrr
sars-cov-2-pangenome	local	16	3	ones	xz	5252541	8301425	5589845	2711580	335409	1850916	428588	2279504	2303116	sars-cov-2-pangenome.S_local.k_16.d_3.M_ones.C_xz
sars-cov-2-pangenome	local	16	3	runs	EliasFano	5252541	8301425	5530880	2770545	295470	1850924	426952	2277876	2263376	sars-cov-2-pangenome.S_local.k_16.d_3.M_runs.C_EliasFano
