pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2.590k.k63.S_local.k_15.d_1.M_runsapprox	sars-cov-2.590k.k63	local	15	1	runsapprox	0.61	0.04	0.56	99%	112128	0	0	0.615662
sars-cov-2.590k.k63.S_local.k_15.d_1.M_zeros	sars-cov-2.590k.k63	local	15	1	zeros	0.20	0.00	0.19	98%	21160	0	0	0.203629
sars-cov-2.590k.k63.S_local.k_15.d_2.M_default	sars-cov-2.590k.k63	local	15	2	default	0.02	0.00	0.01	80%	1632	944	0	0.034774
sars-cov-2.590k.k63.S_local.k_15.d_2.M_ones	sars-cov-2.590k.k63	local	15	2	ones	0.18	0.01	0.17	99%	21160	0	0	0.192601
sars-cov-2.590k.k63.S_local.k_15.d_2.M_runs	sars-cov-2.590k.k63	local	15	2	runs	0.65	0.05	0.59	99%	111896	2456	0	0.661171
sars-cov-2.590k.k63.S_local.k_15.d_2.M_runsapprox	sars-cov-2.590k.k63	local	15	2	runsapprox	0.64	0.05	0.59	99%	111896	0	0	0.649677
sars-cov-2.590k.k63.S_local.k_15.d_2.M_zeros	sars-cov-2.590k.k63	local	15	2	zeros	0.20	0.01	0.19	99%	21160	0	0	0.212836
sars-cov-2.590k.k63.S_local.k_15.d_3.M_default	sars-cov-2.590k.k63	local	15	3	default	0.01	0.00	0.01	84%	1628	928	0	0.033498
sars-cov-2.590k.k63.S_local.k_15.d_3.M_ones	sars-cov-2.590k.k63	local	15	3	ones	0.21	0.01	0.19	98%	21160	2016	0	0.215676
sars-cov-2.590k.k63.S_local.k_15.d_3.M_runs	sars-cov-2.590k.k63	local	15	3	runs	0.58	0.03	0.55	99%	112428	384	0	0.590074
sars-cov-2.590k.k63.S_local.k_15.d_3.M_runsapprox	sars-cov-2.590k.k63	local	15	3	runsapprox	0.64	0.03	0.61	99%	111956	0	0	0.653808
sars-cov-2.590k.k63.S_local.k_15.d_3.M_zeros	sars-cov-2.590k.k63	local	15	3	zeros	0.20	0.00	0.20	100%	21160	0	0	0.208405
sars-cov-2.590k.k63.S_local.k_15.d_4.M_default	sars-cov-2.590k.k63	local	15	4	default	0.02	0.00	0.01	86%	1628	920	0	0.037291
sars-cov-2.590k.k63.S_local.k_15.d_4.M_ones	sars-cov-2.590k.k63	local	15	4	ones	0.18	0.00	0.17	99%	21160	0	0	0.189407
sars-cov-2.590k.k63.S_local.k_15.d_4.M_runs	sars-cov-2.590k.k63	local	15	4	runs	0.60	0.05	0.54	99%	112388	2384	0	0.610841
sars-cov-2.590k.k63.S_local.k_15.d_4.M_runsapprox	sars-cov-2.590k.k63	local	15	4	runsapprox	0.57	0.06	0.50	99%	112388	0	0	0.580664
sars-cov-2.590k.k63.S_local.k_15.d_4.M_zeros	sars-cov-2.590k.k63	local	15	4	zeros	0.20	0.00	0.19	99%	21160	0	0	0.208525
sars-cov-2.590k.k63.S_local.k_15.d_5.M_default	sars-cov-2.590k.k63	local	15	5	default	0.02	0.00	0.01	80%	1628	936	0	0.031577
sars-cov-2.590k.k63.S_local.k_15.d_5.M_ones	sars-cov-2.590k.k63	local	15	5	ones	0.19	0.01	0.18	98%	21160	2400	0	0.199557
sars-cov-2.590k.k63.S_local.k_15.d_5.M_runs	sars-cov-2.590k.k63	local	15	5	runs	0.60	0.06	0.54	99%	112540	0	0	0.611036
sars-cov-2.590k.k63.S_local.k_15.d_5.M_runsapprox	sars-cov-2.590k.k63	local	15	5	runsapprox	0.59	0.05	0.53	99%	112540	0	0	0.601117
sars-cov-2.590k.k63.S_local.k_15.d_5.M_zeros	sars-cov-2.590k.k63	local	15	5	zeros	0.20	0.00	0.20	100%	21160	0	0	0.210761
sars-cov-2.590k.k63.S_global.k_16.d_na.M_default	sars-cov-2.590k.k63	global	16	na	default	0.01	0.00	0.01	83%	1628	880	0	0.032104
sars-cov-2.590k.k63.S_global.k_16.d_na.M_ones	sars-cov-2.590k.k63	global	16	na	ones	0.19	0.01	0.17	98%	21156	0	0	0.199085
sars-cov-2.590k.k63.S_global.k_16.d_na.M_runs	sars-cov-2.590k.k63	global	16	na	runs	0.59	0.02	0.56	99%	116472	0	0	0.601815
sars-cov-2.590k.k63.S_global.k_16.d_na.M_runsapprox	sars-cov-2.590k.k63	global	16	na	runsapprox	0.59	0.03	0.55	99%	116472	0	0	0.597123
sars-cov-2.590k.k63.S_global.k_16.d_na.M_zeros	sars-cov-2.590k.k63	global	16	na	zeros	0.21	0.01	0.20	99%	21156	0	0	0.221837
sars-cov-2.590k.k63.S_local.k_16.d_1.M_default	sars-cov-2.590k.k63	local	16	1	default	0.02	0.00	0.01	78%	1628	1056	0	0.036908
sars-cov-2.590k.k63.S_local.k_16.d_1.M_ones	sars-cov-2.590k.k63	local	16	1	ones	0.22	0.00	0.21	98%	21160	2784	0	0.226223
sars-cov-2.590k.k63.S_local.k_16.d_1.M_runs	sars-cov-2.590k.k63	local	16	1	runs	0.65	0.03	0.61	99%	116360	0	0	0.66222
sars-cov-2.590k.k63.S_local.k_16.d_1.M_runsapprox	sars-cov-2.590k.k63	local	16	1	runsapprox	0.64	0.02	0.61	99%	116360	0	0	0.650389
sars-cov-2.590k.k63.S_local.k_16.d_1.M_zeros	sars-cov-2.590k.k63	local	16	1	zeros	0.23	0.01	0.22	99%	21160	0	0	0.239186
sars-cov-2.590k.k63.S_local.k_16.d_2.M_default	sars-cov-2.590k.k63	local	16	2	default	0.02	0.00	0.01	81%	1632	1008	0	0.081171
sars-cov-2.590k.k63.S_local.k_16.d_2.M_ones	sars-cov-2.590k.k63	local	16	2	ones	0.19	0.00	0.18	100%	21160	0	0	0.201517
sars-cov-2.590k.k63.S_local.k_16.d_2.M_runs	sars-cov-2.590k.k63	local	16	2	runs	0.67	0.02	0.63	99%	116396	2632	0	0.675332
sars-cov-2.590k.k63.S_local.k_16.d_2.M_runsapprox	sars-cov-2.590k.k63	local	16	2	runsapprox	0.66	0.01	0.64	99%	116396	0	0	0.671738
sars-cov-2.590k.k63.S_local.k_16.d_2.M_zeros	sars-cov-2.590k.k63	local	16	2	zeros	0.20	0.00	0.20	100%	21160	0	0	0.212156
sars-cov-2.590k.k63.S_local.k_16.d_3.M_default	sars-cov-2.590k.k63	local	16	3	default	0.02	0.00	0.01	72%	1628	984	0	0.03676
sars-cov-2.590k.k63.S_local.k_16.d_3.M_ones	sars-cov-2.590k.k63	local	16	3	ones	0.19	0.00	0.18	99%	21160	0	0	0.194759
sars-cov-2.590k.k63.S_local.k_16.d_3.M_runs	sars-cov-2.590k.k63	local	16	3	runs	0.63	0.03	0.59	99%	116584	2568	0	0.635616
sars-cov-2.590k.k63.S_local.k_16.d_3.M_runsapprox	sars-cov-2.590k.k63	local	16	3	runsapprox	0.65	0.04	0.61	99%	116584	0	0	0.662903
sars-cov-2.590k.k63.S_local.k_16.d_3.M_zeros	sars-cov-2.590k.k63	local	16	3	zeros	0.21	0.00	0.21	99%	21160	0	0	0.218156
sars-cov-2.590k.k63.S_local.k_16.d_4.M_default	sars-cov-2.590k.k63	local	16	4	default	0.02	0.00	0.02	82%	1628	976	0	0.040545
sars-cov-2.590k.k63.S_local.k_16.d_4.M_ones	sars-cov-2.590k.k63	local	16	4	ones	0.22	0.01	0.21	98%	21160	2544	0	0.233102
sars-cov-2.590k.k63.S_local.k_16.d_4.M_runs	sars-cov-2.590k.k63	local	16	4	runs	0.69	0.03	0.66	99%	116700	0	0	0.703693
sars-cov-2.590k.k63.S_local.k_16.d_4.M_runsapprox	sars-cov-2.590k.k63	local	16	4	runsapprox	0.62	0.03	0.58	99%	116700	0	0	0.628689
sars-cov-2.590k.k63.S_local.k_16.d_4.M_zeros	sars-cov-2.590k.k63	local	16	4	zeros	0.19	0.00	0.19	100%	21160	0	0	0.202409
sars-cov-2.590k.k63.S_local.k_16.d_5.M_default	sars-cov-2.590k.k63	local	16	5	default	0.02	0.00	0.01	82%	1628	976	0	0.037694
sars-cov-2.590k.k63.S_local.k_16.d_5.M_ones	sars-cov-2.590k.k63	local	16	5	ones	0.22	0.02	0.19	98%	21160	2544	0	0.229354
sars-cov-2.590k.k63.S_local.k_16.d_5.M_runs	sars-cov-2.590k.k63	local	16	5	runs	0.62	0.04	0.58	99%	116848	0	0	0.628714
sars-cov-2.590k.k63.S_local.k_16.d_5.M_runsapprox	sars-cov-2.590k.k63	local	16	5	runsapprox	0.68	0.05	0.61	99%	116848	0	0	0.685334
sars-cov-2.590k.k63.S_local.k_16.d_5.M_zeros	sars-cov-2.590k.k63	local	16	5	zeros	0.21	0.00	0.21	99%	21160	0	0	0.219532
sars-cov-2.590k.k63.S_global.k_17.d_na.M_default	sars-cov-2.590k.k63	global	17	na	default	0.02	0.00	0.01	77%	1628	936	0	0.034278
sars-cov-2.590k.k63.S_global.k_17.d_na.M_ones	sars-cov-2.590k.k63	global	17	na	ones	0.19	0.00	0.19	100%	21160	0	0	0.195594
sars-cov-2.590k.k63.S_global.k_17.d_na.M_runs	sars-cov-2.590k.k63	global	17	na	runs	0.64	0.05	0.58	99%	119344	0	0	0.645026
sars-cov-2.590k.k63.S_global.k_17.d_na.M_runsapprox	sars-cov-2.590k.k63	global	17	na	runsapprox	0.62	0.02	0.60	99%	119344	0	0	0.631687
sars-cov-2.590k.k63.S_global.k_17.d_na.M_zeros	sars-cov-2.590k.k63	global	17	na	zeros	0.21	0.02	0.18	99%	21160	0	0	0.21725
sars-cov-2.590k.k63.S_local.k_17.d_1.M_default	sars-cov-2.590k.k63	local	17	1	default	0.02	0.00	0.02	84%	1628	1120	0	0.03931
sars-cov-2.590k.k63.S_local.k_17.d_1.M_ones	sars-cov-2.590k.k63	local	17	1	ones	0.25	0.00	0.24	99%	21160	0	0	0.256025
sars-cov-2.590k.k63.S_local.k_17.d_1.M_runs	sars-cov-2.590k.k63	local	17	1	runs	0.70	0.08	0.62	99%	119164	0	0	0.705668
sars-cov-2.590k.k63.S_local.k_17.d_1.M_runsapprox	sars-cov-2.590k.k63	local	17	1	runsapprox	0.75	0.04	0.69	99%	119164	2952	0	0.754926
sars-cov-2.590k.k63.S_local.k_17.d_1.M_zeros	sars-cov-2.590k.k63	local	17	1	zeros	0.24	0.00	0.24	99%	21160	0	0	0.250048
sars-cov-2.590k.k63.S_local.k_17.d_2.M_default	sars-cov-2.590k.k63	local	17	2	default	0.02	0.00	0.00	80%	1628	1056	0	0.035334
sars-cov-2.590k.k63.S_local.k_17.d_2.M_ones	sars-cov-2.590k.k63	local	17	2	ones	0.21	0.01	0.20	98%	21160	2784	0	0.222434
sars-cov-2.590k.k63.S_local.k_17.d_2.M_runs	sars-cov-2.590k.k63	local	17	2	runs	0.72	0.05	0.67	99%	119204	0	0	0.72964
sars-cov-2.590k.k63.S_local.k_17.d_2.M_runsapprox	sars-cov-2.590k.k63	local	17	2	runsapprox	0.70	0.05	0.64	99%	119204	0	0	0.707769
sars-cov-2.590k.k63.S_local.k_17.d_2.M_zeros	sars-cov-2.590k.k63	local	17	2	zeros	0.20	0.01	0.19	100%	21160	0	0	0.209137
sars-cov-2.590k.k63.S_local.k_17.d_3.M_default	sars-cov-2.590k.k63	local	17	3	default	0.02	0.00	0.01	81%	1628	1040	0	0.037987
sars-cov-2.590k.k63.S_local.k_17.d_3.M_ones	sars-cov-2.590k.k63	local	17	3	ones	0.20	0.01	0.19	99%	21160	0	0	0.210302
sars-cov-2.590k.k63.S_local.k_17.d_3.M_runs	sars-cov-2.590k.k63	local	17	3	runs	0.72	0.05	0.66	99%	119340	0	0	0.731341
sars-cov-2.590k.k63.S_local.k_17.d_3.M_runsapprox	sars-cov-2.590k.k63	local	17	3	runsapprox	0.67	0.04	0.63	99%	119340	2728	0	0.678469
sars-cov-2.590k.k63.S_local.k_17.d_3.M_zeros	sars-cov-2.590k.k63	local	17	3	zeros	0.20	0.01	0.19	99%	21160	0	0	0.210406
sars-cov-2.590k.k63.S_local.k_17.d_4.M_default	sars-cov-2.590k.k63	local	17	4	default	0.02	0.00	0.01	86%	1628	1032	0	0.034895
sars-cov-2.590k.k63.S_local.k_17.d_4.M_ones	sars-cov-2.590k.k63	local	17	4	ones	0.23	0.00	0.22	99%	21160	2696	0	0.233483
sars-cov-2.590k.k63.S_local.k_17.d_4.M_runs	sars-cov-2.590k.k63	local	17	4	runs	0.72	0.04	0.67	99%	119468	0	0	0.726008
sars-cov-2.590k.k63.S_local.k_17.d_4.M_runsapprox	sars-cov-2.590k.k63	local	17	4	runsapprox	0.71	0.03	0.67	99%	119468	0	0	0.71603
sars-cov-2.590k.k63.S_local.k_17.d_4.M_zeros	sars-cov-2.590k.k63	local	17	4	zeros	0.20	0.01	0.18	99%	21160	0	0	0.208037
sars-cov-2.590k.k63.S_local.k_17.d_5.M_default	sars-cov-2.590k.k63	local	17	5	default	0.02	0.00	0.01	82%	1628	1024	0	0.03721
sars-cov-2.590k.k63.S_local.k_17.d_5.M_ones	sars-cov-2.590k.k63	local	17	5	ones	0.20	0.00	0.19	99%	21160	0	0	0.207334
sars-cov-2.590k.k63.S_local.k_17.d_5.M_runs	sars-cov-2.590k.k63	local	17	5	runs	0.71	0.04	0.66	99%	119612	0	0	0.719619
sars-cov-2.590k.k63.S_local.k_17.d_5.M_runsapprox	sars-cov-2.590k.k63	local	17	5	runsapprox	0.71	0.05	0.65	99%	119612	2688	0	0.716359
sars-cov-2.590k.k63.S_local.k_17.d_5.M_zeros	sars-cov-2.590k.k63	local	17	5	zeros	0.20	0.01	0.18	99%	21160	0	0	0.208571
sars-cov-2.590k.k63.S_global.k_18.d_na.M_default	sars-cov-2.590k.k63	global	18	na	default	0.02	0.00	0.02	84%	1628	984	0	0.038977
sars-cov-2.590k.k63.S_global.k_18.d_na.M_ones	sars-cov-2.590k.k63	global	18	na	ones	0.21	0.01	0.19	99%	21160	0	0	0.220334
sars-cov-2.590k.k63.S_global.k_18.d_na.M_runs	sars-cov-2.590k.k63	global	18	na	runs	0.71	0.04	0.67	99%	138184	0	0	0.719687
sars-cov-2.590k.k63.S_global.k_18.d_na.M_runsapprox	sars-cov-2.590k.k63	global	18	na	runsapprox	0.72	0.04	0.67	99%	138184	0	0	0.730831
sars-cov-2.590k.k63.S_global.k_18.d_na.M_zeros	sars-cov-2.590k.k63	global	18	na	zeros	0.20	0.02	0.17	99%	21160	0	0	0.208398
sars-cov-2.590k.k63.S_local.k_18.d_1.M_default	sars-cov-2.590k.k63	local	18	1	default	0.02	0.00	0.01	81%	1628	1160	0	0.038509
sars-cov-2.590k.k63.S_local.k_18.d_1.M_ones	sars-cov-2.590k.k63	local	18	1	ones	0.26	0.01	0.24	99%	21160	3080	0	0.266353
sars-cov-2.590k.k63.S_local.k_18.d_1.M_runs	sars-cov-2.590k.k63	local	18	1	runs	0.73	0.04	0.68	99%	137672	0	0	0.738512
sars-cov-2.590k.k63.S_local.k_18.d_1.M_runsapprox	sars-cov-2.590k.k63	local	18	1	runsapprox	0.73	0.03	0.68	99%	137672	0	0	0.734377
sars-cov-2.590k.k63.S_local.k_18.d_1.M_zeros	sars-cov-2.590k.k63	local	18	1	zeros	0.26	0.00	0.25	99%	21160	0	0	0.265771
sars-cov-2.590k.k63.S_local.k_18.d_2.M_default	sars-cov-2.590k.k63	local	18	2	default	0.02	0.00	0.01	80%	1628	1112	0	0.035269
sars-cov-2.590k.k63.S_local.k_18.d_2.M_ones	sars-cov-2.590k.k63	local	18	2	ones	0.23	0.01	0.21	98%	21160	2952	0	0.234169
sars-cov-2.590k.k63.S_local.k_18.d_2.M_runs	sars-cov-2.590k.k63	local	18	2	runs	0.80	0.07	0.72	99%	137704	0	0	0.804974
sars-cov-2.590k.k63.S_local.k_18.d_2.M_runsapprox	sars-cov-2.590k.k63	local	18	2	runsapprox	0.78	0.04	0.74	99%	137704	0	0	0.790477
sars-cov-2.590k.k63.S_local.k_18.d_2.M_zeros	sars-cov-2.590k.k63	local	18	2	zeros	0.26	0.01	0.25	99%	21160	0	0	0.271602
sars-cov-2.590k.k63.S_local.k_18.d_3.M_default	sars-cov-2.590k.k63	local	18	3	default	0.02	0.00	0.01	80%	1628	1096	0	0.035044
sars-cov-2.590k.k63.S_local.k_18.d_3.M_ones	sars-cov-2.590k.k63	local	18	3	ones	0.25	0.02	0.21	98%	21160	2888	0	0.254285
sars-cov-2.590k.k63.S_local.k_18.d_3.M_runs	sars-cov-2.590k.k63	local	18	3	runs	0.75	0.05	0.69	99%	137844	0	0	0.755948
sars-cov-2.590k.k63.S_local.k_18.d_3.M_runsapprox	sars-cov-2.590k.k63	local	18	3	runsapprox	0.71	0.03	0.68	99%	137844	0	0	0.721341
sars-cov-2.590k.k63.S_local.k_18.d_3.M_zeros	sars-cov-2.590k.k63	local	18	3	zeros	0.21	0.00	0.21	99%	21160	0	0	0.222974
sars-cov-2.590k.k63.S_local.k_18.d_4.M_default	sars-cov-2.590k.k63	local	18	4	default	0.02	0.00	0.01	77%	1628	1080	0	0.036704
sars-cov-2.590k.k63.S_local.k_18.d_4.M_ones	sars-cov-2.590k.k63	local	18	4	ones	0.24	0.01	0.23	98%	21160	0	0	0.24933
sars-cov-2.590k.k63.S_local.k_18.d_4.M_runs	sars-cov-2.590k.k63	local	18	4	runs	0.77	0.03	0.74	99%	137984	0	0	0.783426
sars-cov-2.590k.k63.S_local.k_18.d_4.M_runsapprox	sars-cov-2.590k.k63	local	18	4	runsapprox	0.71	0.03	0.67	99%	137984	0	0	0.715001
sars-cov-2.590k.k63.S_local.k_18.d_4.M_zeros	sars-cov-2.590k.k63	local	18	4	zeros	0.21	0.01	0.20	98%	21160	2856	0	0.222923
sars-cov-2.590k.k63.S_local.k_18.d_5.M_default	sars-cov-2.590k.k63	local	18	5	default	0.02	0.00	0.01	85%	1628	1072	0	0.035818
sars-cov-2.590k.k63.S_local.k_18.d_5.M_ones	sars-cov-2.590k.k63	local	18	5	ones	0.24	0.01	0.23	99%	21160	0	0	0.251911
sars-cov-2.590k.k63.S_local.k_18.d_5.M_runs	sars-cov-2.590k.k63	local	18	5	runs	0.71	0.05	0.66	99%	138100	0	0	0.722176
sars-cov-2.590k.k63.S_local.k_18.d_5.M_runsapprox	sars-cov-2.590k.k63	local	18	5	runsapprox	0.76	0.04	0.72	99%	138100	0	0	0.772477
sars-cov-2.590k.k63.S_local.k_18.d_5.M_zeros	sars-cov-2.590k.k63	local	18	5	zeros	0.21	0.01	0.19	98%	21160	2832	0	0.219302
sars-cov-2.590k.k63.S_global.k_19.d_na.M_default	sars-cov-2.590k.k63	global	19	na	default	0.02	0.00	0.01	81%	1632	1040	0	0.039319
sars-cov-2.590k.k63.S_global.k_19.d_na.M_ones	sars-cov-2.590k.k63	global	19	na	ones	0.22	0.00	0.22	100%	21156	0	0	0.233712
sars-cov-2.590k.k63.S_global.k_19.d_na.M_runs	sars-cov-2.590k.k63	global	19	na	runs	0.74	0.06	0.67	99%	138196	0	0	0.750101
sars-cov-2.590k.k63.S_global.k_19.d_na.M_runsapprox	sars-cov-2.590k.k63	global	19	na	runsapprox	0.75	0.05	0.70	99%	138196	0	0	0.763239
sars-cov-2.590k.k63.S_global.k_19.d_na.M_zeros	sars-cov-2.590k.k63	global	19	na	zeros	0.23	0.00	0.22	99%	21156	0	0	0.237796
sars-cov-2.590k.k63.S_local.k_19.d_1.M_default	sars-cov-2.590k.k63	local	19	1	default	0.02	0.00	0.02	86%	1632	1248	0	0.037285
sars-cov-2.590k.k63.S_local.k_19.d_1.M_ones	sars-cov-2.590k.k63	local	19	1	ones	0.25	0.00	0.24	99%	21156	0	0	0.254655
sars-cov-2.590k.k63.S_local.k_19.d_1.M_runs	sars-cov-2.590k.k63	local	19	1	runs	0.79	0.05	0.73	99%	137404	0	0	0.796869
sars-cov-2.590k.k63.S_local.k_19.d_1.M_runsapprox	sars-cov-2.590k.k63	local	19	1	runsapprox	0.85	0.08	0.77	99%	137404	0	0	0.859005
sars-cov-2.590k.k63.S_local.k_19.d_1.M_zeros	sars-cov-2.590k.k63	local	19	1	zeros	0.25	0.00	0.24	98%	21156	3320	0	0.25724
sars-cov-2.590k.k63.S_local.k_19.d_2.M_default	sars-cov-2.590k.k63	local	19	2	default	0.02	0.00	0.01	77%	1628	1184	0	0.038633
sars-cov-2.590k.k63.S_local.k_19.d_2.M_ones	sars-cov-2.590k.k63	local	19	2	ones	0.24	0.00	0.23	99%	21156	3144	0	0.244886
sars-cov-2.590k.k63.S_local.k_19.d_2.M_runs	sars-cov-2.590k.k63	local	19	2	runs	0.83	0.03	0.80	99%	137440	0	0	0.843477
sars-cov-2.590k.k63.S_local.k_19.d_2.M_runsapprox	sars-cov-2.590k.k63	local	19	2	runsapprox	0.83	0.05	0.77	99%	137440	0	0	0.834735
sars-cov-2.590k.k63.S_local.k_19.d_2.M_zeros	sars-cov-2.590k.k63	local	19	2	zeros	0.27	0.01	0.25	99%	21156	0	0	0.273753
sars-cov-2.590k.k63.S_local.k_19.d_3.M_default	sars-cov-2.590k.k63	local	19	3	default	0.02	0.00	0.01	78%	1628	1160	0	0.038568
sars-cov-2.590k.k63.S_local.k_19.d_3.M_ones	sars-cov-2.590k.k63	local	19	3	ones	0.26	0.01	0.24	99%	21160	3064	0	0.269012
sars-cov-2.590k.k63.S_local.k_19.d_3.M_runs	sars-cov-2.590k.k63	local	19	3	runs	0.84	0.05	0.78	99%	137568	0	0	0.850071
sars-cov-2.590k.k63.S_local.k_19.d_3.M_runsapprox	sars-cov-2.590k.k63	local	19	3	runsapprox	0.79	0.07	0.72	99%	137568	0	0	0.803291
sars-cov-2.590k.k63.S_local.k_19.d_3.M_zeros	sars-cov-2.590k.k63	local	19	3	zeros	0.24	0.01	0.22	100%	21160	0	0	0.245529
sars-cov-2.590k.k63.S_local.k_19.d_4.M_default	sars-cov-2.590k.k63	local	19	4	default	0.01	0.00	0.01	84%	1628	1144	0	0.033277
sars-cov-2.590k.k63.S_local.k_19.d_4.M_ones	sars-cov-2.590k.k63	local	19	4	ones	0.25	0.00	0.25	99%	21156	0	0	0.261664
sars-cov-2.590k.k63.S_local.k_19.d_4.M_runs	sars-cov-2.590k.k63	local	19	4	runs	0.83	0.03	0.80	99%	137944	0	0	0.843152
sars-cov-2.590k.k63.S_local.k_19.d_4.M_runsapprox	sars-cov-2.590k.k63	local	19	4	runsapprox	0.75	0.03	0.72	99%	137944	0	0	0.758985
sars-cov-2.590k.k63.S_local.k_19.d_4.M_zeros	sars-cov-2.590k.k63	local	19	4	zeros	0.23	0.00	0.23	98%	21156	3024	0	0.237006
sars-cov-2.590k.k63.S_local.k_19.d_5.M_default	sars-cov-2.590k.k63	local	19	5	default	0.02	0.00	0.02	84%	1628	1136	0	0.039749
sars-cov-2.590k.k63.S_local.k_19.d_5.M_ones	sars-cov-2.590k.k63	local	19	5	ones	0.26	0.00	0.25	98%	21160	3008	0	0.264988
sars-cov-2.590k.k63.S_local.k_19.d_5.M_runs	sars-cov-2.590k.k63	local	19	5	runs	0.83	0.07	0.76	99%	138068	0	0	0.842746
sars-cov-2.590k.k63.S_local.k_19.d_5.M_runsapprox	sars-cov-2.590k.k63	local	19	5	runsapprox	0.81	0.03	0.77	99%	138068	0	0	0.820136
sars-cov-2.590k.k63.S_local.k_19.d_5.M_zeros	sars-cov-2.590k.k63	local	19	5	zeros	0.23	0.00	0.22	99%	21160	0	0	0.236214
sars-cov-2.590k.k63.S_global.k_20.d_na.M_default	sars-cov-2.590k.k63	global	20	na	default	0.01	0.00	0.01	84%	1628	1096	0	0.031058
sars-cov-2.590k.k63.S_global.k_20.d_na.M_ones	sars-cov-2.590k.k63	global	20	na	ones	0.25	0.00	0.25	99%	21160	0	0	0.263584
sars-cov-2.590k.k63.S_global.k_20.d_na.M_runs	sars-cov-2.590k.k63	global	20	na	runs	0.83	0.05	0.77	99%	138176	0	0	0.835701
sars-cov-2.590k.k63.S_global.k_20.d_na.M_runsapprox	sars-cov-2.590k.k63	global	20	na	runsapprox	0.77	0.05	0.71	99%	138176	0	0	0.777124
sars-cov-2.590k.k63.S_global.k_20.d_na.M_zeros	sars-cov-2.590k.k63	global	20	na	zeros	0.22	0.01	0.20	99%	21160	0	0	0.230412
sars-cov-2.590k.k63.S_local.k_20.d_1.M_default	sars-cov-2.590k.k63	local	20	1	default	0.02	0.00	0.02	87%	1628	1312	0	0.03914
sars-cov-2.590k.k63.S_local.k_20.d_1.M_ones	sars-cov-2.590k.k63	local	20	1	ones	0.30	0.00	0.29	99%	21156	0	0	0.306416
sars-cov-2.590k.k63.S_local.k_20.d_1.M_runs	sars-cov-2.590k.k63	local	20	1	runs	0.91	0.06	0.84	99%	137340	0	0	0.918985
sars-cov-2.590k.k63.S_local.k_20.d_1.M_runsapprox	sars-cov-2.590k.k63	local	20	1	runsapprox	0.87	0.06	0.81	99%	137340	0	0	0.880361
sars-cov-2.590k.k63.S_local.k_20.d_1.M_zeros	sars-cov-2.590k.k63	local	20	1	zeros	0.30	0.01	0.28	99%	21156	3496	0	0.303899
sars-cov-2.590k.k63.S_local.k_20.d_2.M_default	sars-cov-2.590k.k63	local	20	2	default	0.02	0.00	0.01	81%	1628	1240	0	0.038331
sars-cov-2.590k.k63.S_local.k_20.d_2.M_ones	sars-cov-2.590k.k63	local	20	2	ones	0.26	0.01	0.24	99%	21156	0	0	0.264357
sars-cov-2.590k.k63.S_local.k_20.d_2.M_runs	sars-cov-2.590k.k63	local	20	2	runs	0.81	0.03	0.77	99%	137392	0	0	0.820406
sars-cov-2.590k.k63.S_local.k_20.d_2.M_runsapprox	sars-cov-2.590k.k63	local	20	2	runsapprox	0.88	0.05	0.82	99%	137392	0	0	0.884342
sars-cov-2.590k.k63.S_local.k_20.d_2.M_zeros	sars-cov-2.590k.k63	local	20	2	zeros	0.28	0.01	0.26	98%	21156	3304	0	0.286226
sars-cov-2.590k.k63.S_local.k_20.d_3.M_default	sars-cov-2.590k.k63	local	20	3	default	0.02	0.00	0.02	85%	1628	1216	0	0.040944
sars-cov-2.590k.k63.S_local.k_20.d_3.M_ones	sars-cov-2.590k.k63	local	20	3	ones	0.28	0.00	0.27	99%	21156	0	0	0.286937
sars-cov-2.590k.k63.S_local.k_20.d_3.M_runs	sars-cov-2.590k.k63	local	20	3	runs	0.87	0.08	0.79	99%	137500	0	0	0.880503
sars-cov-2.590k.k63.S_local.k_20.d_3.M_runsapprox	sars-cov-2.590k.k63	local	20	3	runsapprox	0.80	0.07	0.72	99%	137500	0	0	0.805093
sars-cov-2.590k.k63.S_local.k_20.d_3.M_zeros	sars-cov-2.590k.k63	local	20	3	zeros	0.27	0.01	0.25	98%	21156	3232	0	0.280816
sars-cov-2.590k.k63.S_local.k_20.d_4.M_default	sars-cov-2.590k.k63	local	20	4	default	0.02	0.00	0.01	84%	1628	1200	0	0.040195
sars-cov-2.590k.k63.S_local.k_20.d_4.M_ones	sars-cov-2.590k.k63	local	20	4	ones	0.24	0.00	0.24	100%	21156	0	0	0.252382
sars-cov-2.590k.k63.S_local.k_20.d_4.M_runs	sars-cov-2.590k.k63	local	20	4	runs	0.86	0.04	0.81	99%	137820	0	0	0.869034
sars-cov-2.590k.k63.S_local.k_20.d_4.M_runsapprox	sars-cov-2.590k.k63	local	20	4	runsapprox	0.86	0.04	0.81	99%	137820	0	0	0.869516
sars-cov-2.590k.k63.S_local.k_20.d_4.M_zeros	sars-cov-2.590k.k63	local	20	4	zeros	0.24	0.01	0.23	98%	21156	3192	0	0.252928
sars-cov-2.590k.k63.S_local.k_20.d_5.M_default	sars-cov-2.590k.k63	local	20	5	default	0.02	0.00	0.01	82%	1632	1192	0	0.037325
