pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2-pangenome.S_prophasm.k_23.d_na.M_default	sars-cov-2-pangenome	prophasm	23	na	default	0.53	0.07	0.74	154%	66052	0	0	0.560755
sars-cov-2-pangenome.S_prophasm.k_23.d_na.M_ones	sars-cov-2-pangenome	prophasm	23	na	ones	4.37	0.03	4.33	99%	141088	0	0	4.382257
sars-cov-2-pangenome.S_prophasm.k_23.d_na.M_runs	sars-cov-2-pangenome	prophasm	23	na	runs	10.93	0.27	10.64	99%	925324	0	0	10.942458
sars-cov-2-pangenome.S_prophasm.k_23.d_na.M_runsapprox	sars-cov-2-pangenome	prophasm	23	na	runsapprox	9.98	0.25	9.70	99%	925324	0	0	9.984199
sars-cov-2-pangenome.S_prophasm.k_23.d_na.M_zeros	sars-cov-2-pangenome	prophasm	23	na	zeros	4.35	0.07	4.27	99%	141088	0	0	4.359339
sars-cov-2-pangenome.S_prophasm.k_24.d_na.M_default	sars-cov-2-pangenome	prophasm	24	na	default	0.50	0.06	0.71	153%	67588	0	0	0.53363
sars-cov-2-pangenome.S_prophasm.k_24.d_na.M_ones	sars-cov-2-pangenome	prophasm	24	na	ones	7.16	0.07	7.08	99%	141088	0	0	7.168779
sars-cov-2-pangenome.S_prophasm.k_24.d_na.M_runs	sars-cov-2-pangenome	prophasm	24	na	runs	11.31	0.31	10.98	99%	1074916	0	0	11.31509
sars-cov-2-pangenome.S_prophasm.k_24.d_na.M_runsapprox	sars-cov-2-pangenome	prophasm	24	na	runsapprox	13.07	0.37	12.68	99%	1074916	0	0	13.076236
sars-cov-2-pangenome.S_prophasm.k_24.d_na.M_zeros	sars-cov-2-pangenome	prophasm	24	na	zeros	4.41	0.04	4.36	99%	141088	0	0	4.422636
sars-cov-2-pangenome.S_eulertigs.k_31.d_na.M_default	sars-cov-2-pangenome	eulertigs	31	na	default	0.55	0.06	0.79	155%	80764	0	0	0.585137
sars-cov-2-pangenome.S_eulertigs.k_31.d_na.M_ones	sars-cov-2-pangenome	eulertigs	31	na	ones	8.21	0.04	8.16	99%	141088	0	0	8.22148
sars-cov-2-pangenome.S_eulertigs.k_31.d_na.M_runs	sars-cov-2-pangenome	eulertigs	31	na	runs	22.14	0.36	21.74	99%	1128124	0	0	22.145032
sars-cov-2-pangenome.S_eulertigs.k_31.d_na.M_runsapprox	sars-cov-2-pangenome	eulertigs	31	na	runsapprox	18.84	0.45	18.36	99%	1128176	0	0	18.849127
sars-cov-2-pangenome.S_eulertigs.k_31.d_na.M_zeros	sars-cov-2-pangenome	eulertigs	31	na	zeros	7.39	0.05	7.33	99%	141088	0	0	7.398183
sars-cov-2-pangenome.S_greedytigs.k_31.d_na.M_default	sars-cov-2-pangenome	greedytigs	31	na	default	0.27	0.06	0.37	158%	57348	0	0	0.306763
sars-cov-2-pangenome.S_greedytigs.k_31.d_na.M_ones	sars-cov-2-pangenome	greedytigs	31	na	ones	7.64	0.05	7.57	99%	141084	0	0	7.651082
sars-cov-2-pangenome.S_greedytigs.k_31.d_na.M_runs	sars-cov-2-pangenome	greedytigs	31	na	runs	17.91	0.41	17.46	99%	1205332	0	0	17.914892
sars-cov-2-pangenome.S_greedytigs.k_31.d_na.M_runsapprox	sars-cov-2-pangenome	greedytigs	31	na	runsapprox	17.59	0.35	17.22	99%	1205332	0	0	17.601834
sars-cov-2-pangenome.S_greedytigs.k_31.d_na.M_zeros	sars-cov-2-pangenome	greedytigs	31	na	zeros	6.39	0.05	6.33	99%	141084	0	0	6.394056
sars-cov-2-pangenome.S_prophasm.k_31.d_na.M_default	sars-cov-2-pangenome	prophasm	31	na	default	0.62	0.09	0.86	152%	81480	0	0	0.664669
sars-cov-2-pangenome.S_prophasm.k_31.d_na.M_ones	sars-cov-2-pangenome	prophasm	31	na	ones	8.39	0.04	8.33	99%	141084	0	0	8.398608
sars-cov-2-pangenome.S_prophasm.k_31.d_na.M_runs	sars-cov-2-pangenome	prophasm	31	na	runs	21.19	0.43	20.72	99%	1128188	0	0	21.198209
sars-cov-2-pangenome.S_prophasm.k_31.d_na.M_runsapprox	sars-cov-2-pangenome	prophasm	31	na	runsapprox	19.23	0.33	18.88	99%	1128172	0	0	19.241073
sars-cov-2-pangenome.S_prophasm.k_31.d_na.M_zeros	sars-cov-2-pangenome	prophasm	31	na	zeros	7.35	0.05	7.29	99%	141084	0	0	7.363875
spneumo-pangenome.S_eulertigs.k_6.d_na.M_default	spneumo-pangenome	eulertigs	6	na	default	0.07	0.01	0.06	97%	16212	0	0	0.080828
spneumo-pangenome.S_eulertigs.k_6.d_na.M_ones	spneumo-pangenome	eulertigs	6	na	ones	0.00	0.00	0.00	100%	4104	0	0	0.005876
spneumo-pangenome.S_eulertigs.k_6.d_na.M_runs	spneumo-pangenome	eulertigs	6	na	runs	0.00	0.00	0.00	100%	4460	0	0	0.008718
spneumo-pangenome.S_eulertigs.k_6.d_na.M_runsapprox	spneumo-pangenome	eulertigs	6	na	runsapprox	0.00	0.00	0.00	100%	4460	0	0	0.009702
spneumo-pangenome.S_eulertigs.k_6.d_na.M_zeros	spneumo-pangenome	eulertigs	6	na	zeros	0.00	0.00	0.00	100%	4104	0	0	0.007579
spneumo-pangenome.S_greedytigs.k_6.d_na.M_default	spneumo-pangenome	greedytigs	6	na	default	0.06	0.01	0.05	96%	16208	0	0	0.070912
spneumo-pangenome.S_greedytigs.k_6.d_na.M_ones	spneumo-pangenome	greedytigs	6	na	ones	0.00	0.00	0.00	100%	4104	0	0	0.005886
spneumo-pangenome.S_greedytigs.k_6.d_na.M_runs	spneumo-pangenome	greedytigs	6	na	runs	0.00	0.00	0.00	100%	4460	0	0	0.00938
spneumo-pangenome.S_greedytigs.k_6.d_na.M_runsapprox	spneumo-pangenome	greedytigs	6	na	runsapprox	0.00	0.00	0.00	100%	4460	0	0	0.007611
spneumo-pangenome.S_greedytigs.k_6.d_na.M_zeros	spneumo-pangenome	greedytigs	6	na	zeros	0.00	0.00	0.00	100%	4104	0	0	0.007177
spneumo-pangenome.S_matchtigs.k_6.d_na.M_default	spneumo-pangenome	matchtigs	6	na	default	0.06	0.02	0.03	95%	16220	0	0	0.068117
spneumo-pangenome.S_matchtigs.k_6.d_na.M_ones	spneumo-pangenome	matchtigs	6	na	ones	0.00	0.00	0.00	100%	4104	0	0	0.009526
spneumo-pangenome.S_matchtigs.k_6.d_na.M_runs	spneumo-pangenome	matchtigs	6	na	runs	0.00	0.00	0.00	100%	4460	0	0	0.007762
spneumo-pangenome.S_matchtigs.k_6.d_na.M_runsapprox	spneumo-pangenome	matchtigs	6	na	runsapprox	0.00	0.00	0.00	100%	4460	0	0	0.006307
spneumo-pangenome.S_matchtigs.k_6.d_na.M_zeros	spneumo-pangenome	matchtigs	6	na	zeros	0.00	0.00	0.00	100%	4104	0	0	0.005498
spneumo-pangenome.S_prophasm.k_6.d_na.M_default	spneumo-pangenome	prophasm	6	na	default	0.07	0.00	0.06	95%	16212	0	0	0.078313
spneumo-pangenome.S_prophasm.k_6.d_na.M_ones	spneumo-pangenome	prophasm	6	na	ones	0.00	0.00	0.00	100%	4104	0	0	0.007049
spneumo-pangenome.S_prophasm.k_6.d_na.M_runs	spneumo-pangenome	prophasm	6	na	runs	0.00	0.00	0.00	100%	4460	0	0	0.009175
spneumo-pangenome.S_prophasm.k_6.d_na.M_runsapprox	spneumo-pangenome	prophasm	6	na	runsapprox	0.00	0.00	0.00	100%	4460	0	0	0.006144
spneumo-pangenome.S_prophasm.k_6.d_na.M_zeros	spneumo-pangenome	prophasm	6	na	zeros	0.00	0.00	0.00	80%	4104	0	0	0.008832
spneumo-pangenome.S_eulertigs.k_7.d_na.M_default	spneumo-pangenome	eulertigs	7	na	default	0.07	0.00	0.07	97%	16236	0	0	0.082393
spneumo-pangenome.S_eulertigs.k_7.d_na.M_ones	spneumo-pangenome	eulertigs	7	na	ones	0.00	0.00	0.00	100%	4236	0	0	0.007769
spneumo-pangenome.S_eulertigs.k_7.d_na.M_runs	spneumo-pangenome	eulertigs	7	na	runs	0.00	0.00	0.00	80%	4928	0	0	0.009455
spneumo-pangenome.S_eulertigs.k_7.d_na.M_runsapprox	spneumo-pangenome	eulertigs	7	na	runsapprox	0.00	0.00	0.00	100%	4928	0	0	0.011104
spneumo-pangenome.S_eulertigs.k_7.d_na.M_zeros	spneumo-pangenome	eulertigs	7	na	zeros	0.00	0.00	0.00	100%	4236	0	0	0.006071
spneumo-pangenome.S_greedytigs.k_7.d_na.M_default	spneumo-pangenome	greedytigs	7	na	default	0.07	0.01	0.05	97%	16228	0	0	0.076384
spneumo-pangenome.S_greedytigs.k_7.d_na.M_ones	spneumo-pangenome	greedytigs	7	na	ones	0.00	0.00	0.00	80%	4236	0	0	0.008761
spneumo-pangenome.S_greedytigs.k_7.d_na.M_runs	spneumo-pangenome	greedytigs	7	na	runs	0.00	0.00	0.00	100%	4928	0	0	0.012072
spneumo-pangenome.S_greedytigs.k_7.d_na.M_runsapprox	spneumo-pangenome	greedytigs	7	na	runsapprox	0.00	0.00	0.00	100%	4928	0	0	0.013361
spneumo-pangenome.S_greedytigs.k_7.d_na.M_zeros	spneumo-pangenome	greedytigs	7	na	zeros	0.00	0.00	0.00	100%	4236	0	0	0.010482
spneumo-pangenome.S_matchtigs.k_7.d_na.M_default	spneumo-pangenome	matchtigs	7	na	default	0.06	0.01	0.05	93%	16236	0	0	0.069701
spneumo-pangenome.S_matchtigs.k_7.d_na.M_ones	spneumo-pangenome	matchtigs	7	na	ones	0.00	0.00	0.00	100%	4236	0	0	0.010267
spneumo-pangenome.S_matchtigs.k_7.d_na.M_runs	spneumo-pangenome	matchtigs	7	na	runs	0.00	0.00	0.00	85%	4928	0	0	0.009886
spneumo-pangenome.S_matchtigs.k_7.d_na.M_runsapprox	spneumo-pangenome	matchtigs	7	na	runsapprox	0.00	0.00	0.00	100%	4928	0	0	0.010646
spneumo-pangenome.S_matchtigs.k_7.d_na.M_zeros	spneumo-pangenome	matchtigs	7	na	zeros	0.00	0.00	0.00	85%	4236	0	0	0.011667
spneumo-pangenome.S_prophasm.k_7.d_na.M_default	spneumo-pangenome	prophasm	7	na	default	0.06	0.01	0.05	95%	16224	0	0	0.071268
spneumo-pangenome.S_prophasm.k_7.d_na.M_ones	spneumo-pangenome	prophasm	7	na	ones	0.00	0.00	0.00	100%	4236	0	0	0.008403
spneumo-pangenome.S_prophasm.k_7.d_na.M_runs	spneumo-pangenome	prophasm	7	na	runs	0.00	0.00	0.00	87%	4928	0	0	0.011919
spneumo-pangenome.S_prophasm.k_7.d_na.M_runsapprox	spneumo-pangenome	prophasm	7	na	runsapprox	0.01	0.00	0.01	100%	4928	0	0	0.015177
spneumo-pangenome.S_prophasm.k_7.d_na.M_zeros	spneumo-pangenome	prophasm	7	na	zeros	0.00	0.00	0.00	100%	4236	0	0	0.01033
spneumo-pangenome.S_eulertigs.k_8.d_na.M_default	spneumo-pangenome	eulertigs	8	na	default	0.06	0.00	0.05	96%	16300	0	0	0.069451
spneumo-pangenome.S_eulertigs.k_8.d_na.M_ones	spneumo-pangenome	eulertigs	8	na	ones	0.01	0.00	0.00	90%	4728	0	0	0.014002
spneumo-pangenome.S_eulertigs.k_8.d_na.M_runs	spneumo-pangenome	eulertigs	8	na	runs	0.02	0.00	0.02	100%	7848	0	0	0.026187
spneumo-pangenome.S_eulertigs.k_8.d_na.M_runsapprox	spneumo-pangenome	eulertigs	8	na	runsapprox	0.01	0.00	0.01	100%	7848	0	0	0.022088
spneumo-pangenome.S_eulertigs.k_8.d_na.M_zeros	spneumo-pangenome	eulertigs	8	na	zeros	0.00	0.00	0.00	100%	4728	0	0	0.011819
spneumo-pangenome.S_greedytigs.k_8.d_na.M_default	spneumo-pangenome	greedytigs	8	na	default	0.06	0.02	0.04	95%	16392	0	0	0.072341
spneumo-pangenome.S_greedytigs.k_8.d_na.M_ones	spneumo-pangenome	greedytigs	8	na	ones	0.01	0.00	0.00	92%	4728	0	0	0.015588
spneumo-pangenome.S_greedytigs.k_8.d_na.M_runs	spneumo-pangenome	greedytigs	8	na	runs	0.01	0.00	0.01	94%	7848	0	0	0.0247
spneumo-pangenome.S_greedytigs.k_8.d_na.M_runsapprox	spneumo-pangenome	greedytigs	8	na	runsapprox	0.01	0.00	0.00	94%	7848	0	0	0.021634
spneumo-pangenome.S_greedytigs.k_8.d_na.M_zeros	spneumo-pangenome	greedytigs	8	na	zeros	0.00	0.00	0.00	88%	4728	0	0	0.01239
spneumo-pangenome.S_matchtigs.k_8.d_na.M_default	spneumo-pangenome	matchtigs	8	na	default	0.07	0.01	0.05	97%	16372	0	0	0.076217
spneumo-pangenome.S_matchtigs.k_8.d_na.M_ones	spneumo-pangenome	matchtigs	8	na	ones	0.00	0.00	0.00	100%	4728	0	0	0.013263
spneumo-pangenome.S_matchtigs.k_8.d_na.M_runs	spneumo-pangenome	matchtigs	8	na	runs	0.01	0.00	0.00	94%	7848	0	0	0.021436
spneumo-pangenome.S_matchtigs.k_8.d_na.M_runsapprox	spneumo-pangenome	matchtigs	8	na	runsapprox	0.02	0.00	0.01	90%	7848	0	0	0.023001
spneumo-pangenome.S_matchtigs.k_8.d_na.M_zeros	spneumo-pangenome	matchtigs	8	na	zeros	0.00	0.00	0.00	88%	4728	0	0	0.012883
spneumo-pangenome.S_prophasm.k_8.d_na.M_default	spneumo-pangenome	prophasm	8	na	default	0.07	0.01	0.05	97%	16312	0	0	0.079027
spneumo-pangenome.S_prophasm.k_8.d_na.M_ones	spneumo-pangenome	prophasm	8	na	ones	0.00	0.00	0.00	100%	4728	0	0	0.011409
spneumo-pangenome.S_prophasm.k_8.d_na.M_runs	spneumo-pangenome	prophasm	8	na	runs	0.01	0.00	0.00	93%	7852	0	0	0.018399
spneumo-pangenome.S_prophasm.k_8.d_na.M_runsapprox	spneumo-pangenome	prophasm	8	na	runsapprox	0.02	0.00	0.02	100%	7852	0	0	0.026706
spneumo-pangenome.S_prophasm.k_8.d_na.M_zeros	spneumo-pangenome	prophasm	8	na	zeros	0.00	0.00	0.00	88%	4728	0	0	0.014164
spneumo-pangenome.S_eulertigs.k_9.d_na.M_default	spneumo-pangenome	eulertigs	9	na	default	0.07	0.01	0.06	97%	16560	0	0	0.083237
spneumo-pangenome.S_eulertigs.k_9.d_na.M_ones	spneumo-pangenome	eulertigs	9	na	ones	0.02	0.00	0.02	100%	6264	0	0	0.033247
spneumo-pangenome.S_eulertigs.k_9.d_na.M_runs	spneumo-pangenome	eulertigs	9	na	runs	0.06	0.01	0.04	98%	18824	0	0	0.06627
spneumo-pangenome.S_eulertigs.k_9.d_na.M_runsapprox	spneumo-pangenome	eulertigs	9	na	runsapprox	0.06	0.01	0.04	98%	18088	0	0	0.06544
spneumo-pangenome.S_eulertigs.k_9.d_na.M_zeros	spneumo-pangenome	eulertigs	9	na	zeros	0.02	0.00	0.01	100%	6264	0	0	0.026489
spneumo-pangenome.S_greedytigs.k_9.d_na.M_default	spneumo-pangenome	greedytigs	9	na	default	0.07	0.02	0.05	97%	16724	0	0	0.086006
spneumo-pangenome.S_greedytigs.k_9.d_na.M_ones	spneumo-pangenome	greedytigs	9	na	ones	0.02	0.00	0.01	95%	6264	0	0	0.027732
spneumo-pangenome.S_greedytigs.k_9.d_na.M_runs	spneumo-pangenome	greedytigs	9	na	runs	0.05	0.01	0.04	100%	18116	0	0	0.055876
spneumo-pangenome.S_greedytigs.k_9.d_na.M_runsapprox	spneumo-pangenome	greedytigs	9	na	runsapprox	0.06	0.01	0.04	98%	18116	0	0	0.065181
spneumo-pangenome.S_greedytigs.k_9.d_na.M_zeros	spneumo-pangenome	greedytigs	9	na	zeros	0.02	0.00	0.02	96%	6264	0	0	0.029457
spneumo-pangenome.S_matchtigs.k_9.d_na.M_default	spneumo-pangenome	matchtigs	9	na	default	0.07	0.00	0.06	97%	16592	0	0	0.079154
spneumo-pangenome.S_matchtigs.k_9.d_na.M_ones	spneumo-pangenome	matchtigs	9	na	ones	0.01	0.00	0.01	94%	6264	0	0	0.022889
spneumo-pangenome.S_matchtigs.k_9.d_na.M_runs	spneumo-pangenome	matchtigs	9	na	runs	0.06	0.01	0.04	98%	18104	0	0	0.065071
spneumo-pangenome.S_matchtigs.k_9.d_na.M_runsapprox	spneumo-pangenome	matchtigs	9	na	runsapprox	0.06	0.01	0.04	98%	18104	0	0	0.066075
spneumo-pangenome.S_matchtigs.k_9.d_na.M_zeros	spneumo-pangenome	matchtigs	9	na	zeros	0.01	0.00	0.01	94%	6264	0	0	0.02149
spneumo-pangenome.S_prophasm.k_9.d_na.M_default	spneumo-pangenome	prophasm	9	na	default	0.06	0.02	0.04	100%	16612	0	0	0.069856
spneumo-pangenome.S_prophasm.k_9.d_na.M_ones	spneumo-pangenome	prophasm	9	na	ones	0.02	0.00	0.01	100%	6264	0	0	0.026536
spneumo-pangenome.S_prophasm.k_9.d_na.M_runs	spneumo-pangenome	prophasm	9	na	runs	0.06	0.00	0.05	98%	18400	0	0	0.070303
spneumo-pangenome.S_prophasm.k_9.d_na.M_runsapprox	spneumo-pangenome	prophasm	9	na	runsapprox	0.06	0.01	0.05	96%	18400	0	0	0.068248
spneumo-pangenome.S_prophasm.k_9.d_na.M_zeros	spneumo-pangenome	prophasm	9	na	zeros	0.02	0.00	0.01	95%	6264	0	0	0.027119
spneumo-pangenome.S_eulertigs.k_10.d_na.M_default	spneumo-pangenome	eulertigs	10	na	default	0.09	0.02	0.07	106%	18532	0	0	0.099766
spneumo-pangenome.S_eulertigs.k_10.d_na.M_ones	spneumo-pangenome	eulertigs	10	na	ones	0.07	0.00	0.07	98%	12656	0	0	0.083478
spneumo-pangenome.S_eulertigs.k_10.d_na.M_runs	spneumo-pangenome	eulertigs	10	na	runs	0.31	0.02	0.28	99%	62616	0	0	0.314847
spneumo-pangenome.S_eulertigs.k_10.d_na.M_runsapprox	spneumo-pangenome	eulertigs	10	na	runsapprox	0.29	0.02	0.27	99%	62616	0	0	0.298
spneumo-pangenome.S_eulertigs.k_10.d_na.M_zeros	spneumo-pangenome	eulertigs	10	na	zeros	0.13	0.01	0.12	99%	12656	0	0	0.14325
spneumo-pangenome.S_greedytigs.k_10.d_na.M_default	spneumo-pangenome	greedytigs	10	na	default	0.07	0.00	0.06	97%	17792	0	0	0.085806
spneumo-pangenome.S_greedytigs.k_10.d_na.M_ones	spneumo-pangenome	greedytigs	10	na	ones	0.07	0.00	0.07	98%	12656	0	0	0.076774
spneumo-pangenome.S_greedytigs.k_10.d_na.M_runs	spneumo-pangenome	greedytigs	10	na	runs	0.37	0.03	0.34	99%	61468	0	0	0.382983
spneumo-pangenome.S_greedytigs.k_10.d_na.M_runsapprox	spneumo-pangenome	greedytigs	10	na	runsapprox	0.26	0.03	0.23	99%	61468	0	0	0.265304
spneumo-pangenome.S_greedytigs.k_10.d_na.M_zeros	spneumo-pangenome	greedytigs	10	na	zeros	0.07	0.00	0.07	98%	12656	0	0	0.083558
spneumo-pangenome.S_matchtigs.k_10.d_na.M_default	spneumo-pangenome	matchtigs	10	na	default	0.08	0.01	0.06	98%	17776	0	0	0.08789
spneumo-pangenome.S_matchtigs.k_10.d_na.M_ones	spneumo-pangenome	matchtigs	10	na	ones	0.07	0.00	0.07	100%	12656	0	0	0.078426
spneumo-pangenome.S_matchtigs.k_10.d_na.M_runs	spneumo-pangenome	matchtigs	10	na	runs	0.25	0.02	0.23	99%	61104	0	0	0.259483
spneumo-pangenome.S_matchtigs.k_10.d_na.M_runsapprox	spneumo-pangenome	matchtigs	10	na	runsapprox	0.26	0.02	0.23	99%	61104	0	0	0.265957
spneumo-pangenome.S_matchtigs.k_10.d_na.M_zeros	spneumo-pangenome	matchtigs	10	na	zeros	0.07	0.00	0.07	97%	12656	0	0	0.080217
spneumo-pangenome.S_prophasm.k_10.d_na.M_default	spneumo-pangenome	prophasm	10	na	default	0.09	0.02	0.07	107%	18584	0	0	0.099499
spneumo-pangenome.S_prophasm.k_10.d_na.M_ones	spneumo-pangenome	prophasm	10	na	ones	0.08	0.01	0.07	98%	12656	0	0	0.092827
spneumo-pangenome.S_prophasm.k_10.d_na.M_runs	spneumo-pangenome	prophasm	10	na	runs	0.32	0.02	0.30	99%	62792	0	0	0.329998
spneumo-pangenome.S_prophasm.k_10.d_na.M_runsapprox	spneumo-pangenome	prophasm	10	na	runsapprox	0.29	0.02	0.26	100%	62792	0	0	0.300655
spneumo-pangenome.S_prophasm.k_10.d_na.M_zeros	spneumo-pangenome	prophasm	10	na	zeros	0.08	0.00	0.08	98%	12656	0	0	0.090852
spneumo-pangenome.S_eulertigs.k_11.d_na.M_default	spneumo-pangenome	eulertigs	11	na	default	0.20	0.01	0.25	130%	27024	0	0	0.217877
spneumo-pangenome.S_eulertigs.k_11.d_na.M_ones	spneumo-pangenome	eulertigs	11	na	ones	0.45	0.00	0.45	100%	21104	0	0	0.45963
spneumo-pangenome.S_eulertigs.k_11.d_na.M_runs	spneumo-pangenome	eulertigs	11	na	runs	4.92	0.07	4.84	99%	191228	0	0	4.925122
spneumo-pangenome.S_eulertigs.k_11.d_na.M_runsapprox	spneumo-pangenome	eulertigs	11	na	runsapprox	1.69	0.06	1.62	99%	173864	0	0	1.697437
spneumo-pangenome.S_eulertigs.k_11.d_na.M_zeros	spneumo-pangenome	eulertigs	11	na	zeros	0.42	0.02	0.40	99%	21104	0	0	0.431288
spneumo-pangenome.S_greedytigs.k_11.d_na.M_default	spneumo-pangenome	greedytigs	11	na	default	0.09	0.01	0.08	104%	21284	0	0	0.103379
spneumo-pangenome.S_greedytigs.k_11.d_na.M_ones	spneumo-pangenome	greedytigs	11	na	ones	0.30	0.00	0.29	99%	21104	0	0	0.307501
spneumo-pangenome.S_greedytigs.k_11.d_na.M_runs	spneumo-pangenome	greedytigs	11	na	runs	1.24	0.07	1.16	99%	161796	0	0	1.249095
spneumo-pangenome.S_greedytigs.k_11.d_na.M_runsapprox	spneumo-pangenome	greedytigs	11	na	runsapprox	1.23	0.05	1.17	99%	161796	0	0	1.240647
spneumo-pangenome.S_greedytigs.k_11.d_na.M_zeros	spneumo-pangenome	greedytigs	11	na	zeros	0.31	0.01	0.29	99%	21104	0	0	0.322952
spneumo-pangenome.S_prophasm.k_11.d_na.M_default	spneumo-pangenome	prophasm	11	na	default	0.21	0.01	0.24	121%	27036	0	0	0.220925
spneumo-pangenome.S_prophasm.k_11.d_na.M_ones	spneumo-pangenome	prophasm	11	na	ones	0.40	0.01	0.38	99%	21104	0	0	0.406663
spneumo-pangenome.S_prophasm.k_11.d_na.M_runs	spneumo-pangenome	prophasm	11	na	runs	6.65	0.08	6.56	99%	193456	0	0	6.656301
spneumo-pangenome.S_prophasm.k_11.d_na.M_runsapprox	spneumo-pangenome	prophasm	11	na	runsapprox	1.64	0.06	1.58	99%	173716	0	0	1.652033
spneumo-pangenome.S_prophasm.k_11.d_na.M_zeros	spneumo-pangenome	prophasm	11	na	zeros	0.39	0.00	0.39	99%	21104	0	0	0.402515
spneumo-pangenome.S_eulertigs.k_12.d_na.M_default	spneumo-pangenome	eulertigs	12	na	default	0.44	0.03	0.63	150%	50256	0	0	0.462715
spneumo-pangenome.S_eulertigs.k_12.d_na.M_ones	spneumo-pangenome	eulertigs	12	na	ones	1.72	0.01	1.71	99%	72280	0	0	1.72922
spneumo-pangenome.S_eulertigs.k_12.d_na.M_runs	spneumo-pangenome	eulertigs	12	na	runs	70.30	0.31	69.86	99%	561548	0	0	70.30957
spneumo-pangenome.S_eulertigs.k_12.d_na.M_runsapprox	spneumo-pangenome	eulertigs	12	na	runsapprox	5.23	0.13	5.09	99%	475932	0	0	5.237525
spneumo-pangenome.S_eulertigs.k_12.d_na.M_zeros	spneumo-pangenome	eulertigs	12	na	zeros	1.57	0.02	1.54	99%	72280	0	0	1.576599
spneumo-pangenome.S_greedytigs.k_12.d_na.M_default	spneumo-pangenome	greedytigs	12	na	default	0.13	0.01	0.12	109%	29080	0	0	0.142305
spneumo-pangenome.S_greedytigs.k_12.d_na.M_ones	spneumo-pangenome	greedytigs	12	na	ones	1.22	0.02	1.20	99%	72280	0	0	1.230246
spneumo-pangenome.S_greedytigs.k_12.d_na.M_runs	spneumo-pangenome	greedytigs	12	na	runs	3.72	0.10	3.60	99%	446868	0	0	3.725217
spneumo-pangenome.S_greedytigs.k_12.d_na.M_runsapprox	spneumo-pangenome	greedytigs	12	na	runsapprox	3.67	0.14	3.52	99%	446868	0	0	3.682785
spneumo-pangenome.S_greedytigs.k_12.d_na.M_zeros	spneumo-pangenome	greedytigs	12	na	zeros	1.23	0.02	1.21	99%	72280	0	0	1.242249
spneumo-pangenome.S_prophasm.k_12.d_na.M_default	spneumo-pangenome	prophasm	12	na	default	0.45	0.07	0.58	145%	50044	0	0	0.467814
spneumo-pangenome.S_prophasm.k_12.d_na.M_ones	spneumo-pangenome	prophasm	12	na	ones	1.78	0.03	1.75	99%	72280	0	0	1.788978
spneumo-pangenome.S_prophasm.k_12.d_na.M_runs	spneumo-pangenome	prophasm	12	na	runs	102.43	0.15	102.10	99%	570716	0	0	102.443191
spneumo-pangenome.S_prophasm.k_12.d_na.M_runsapprox	spneumo-pangenome	prophasm	12	na	runsapprox	4.95	0.17	4.77	99%	476088	0	0	4.960866
spneumo-pangenome.S_prophasm.k_12.d_na.M_zeros	spneumo-pangenome	prophasm	12	na	zeros	1.53	0.01	1.51	99%	72280	0	0	1.540355
spneumo-pangenome.S_eulertigs.k_13.d_na.M_default	spneumo-pangenome	eulertigs	13	na	default	0.68	0.06	0.98	153%	64544	0	0	0.705475
spneumo-pangenome.S_eulertigs.k_13.d_na.M_ones	spneumo-pangenome	eulertigs	13	na	ones	2.83	0.01	2.81	99%	72276	0	0	2.839245
spneumo-pangenome.S_eulertigs.k_13.d_na.M_runs	spneumo-pangenome	eulertigs	13	na	runs	88.08	0.47	87.50	99%	695508	0	0	88.088763
spneumo-pangenome.S_eulertigs.k_13.d_na.M_runsapprox	spneumo-pangenome	eulertigs	13	na	runsapprox	9.19	0.43	8.74	99%	585720	0	0	9.200541
spneumo-pangenome.S_eulertigs.k_13.d_na.M_zeros	spneumo-pangenome	eulertigs	13	na	zeros	2.73	0.01	2.71	99%	72276	0	0	2.737256
spneumo-pangenome.S_greedytigs.k_13.d_na.M_default	spneumo-pangenome	greedytigs	13	na	default	0.16	0.03	0.16	120%	35580	0	0	0.179032
spneumo-pangenome.S_greedytigs.k_13.d_na.M_ones	spneumo-pangenome	greedytigs	13	na	ones	2.00	0.02	1.96	99%	72276	0	0	2.005354
spneumo-pangenome.S_greedytigs.k_13.d_na.M_runs	spneumo-pangenome	greedytigs	13	na	runs	6.33	0.17	6.14	99%	573832	0	0	6.343305
spneumo-pangenome.S_greedytigs.k_13.d_na.M_runsapprox	spneumo-pangenome	greedytigs	13	na	runsapprox	7.79	0.28	7.50	99%	573956	0	0	7.801871
spneumo-pangenome.S_greedytigs.k_13.d_na.M_zeros	spneumo-pangenome	greedytigs	13	na	zeros	1.92	0.03	1.88	99%	72276	0	0	1.929105
spneumo-pangenome.S_prophasm.k_13.d_na.M_default	spneumo-pangenome	prophasm	13	na	default	0.62	0.06	0.88	151%	64300	0	0	0.647551
spneumo-pangenome.S_prophasm.k_13.d_na.M_ones	spneumo-pangenome	prophasm	13	na	ones	2.94	0.03	2.90	99%	72280	0	0	2.948667
spneumo-pangenome.S_prophasm.k_13.d_na.M_runs	spneumo-pangenome	prophasm	13	na	runs	125.22	0.26	124.74	99%	703496	0	0	125.23364
