genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
sars-cov-2-pangenome	matchtigs	17	na	ones	rrr	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	662699	2389839	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_ones.C_rrr
sars-cov-2-pangenome	matchtigs	17	na	ones	xz	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	223420	1950560	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_ones.C_xz
sars-cov-2-pangenome	matchtigs	17	na	runs	EliasFano	5659041	8202335	6694028	1508307	98262	98262	8202335	1793048	1727140	181648	1908788	1922880	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	matchtigs	17	na	runs	bzip	5659041	8202335	6694028	1508307	98262	98262	8202335	1793048	1727140	125164	1852304	1922880	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runs.C_bzip
sars-cov-2-pangenome	matchtigs	17	na	runs	rrr	5659041	8202335	6694028	1508307	98262	98262	8202335	1793048	1727140	667483	2394623	1922880	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runs.C_rrr
sars-cov-2-pangenome	matchtigs	17	na	runs	xz	5659041	8202335	6694028	1508307	98262	98262	8202335	1793048	1727140	200984	1928124	1922880	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runs.C_xz
sars-cov-2-pangenome	matchtigs	17	na	runsapprox	EliasFano	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	203304	1930444	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	matchtigs	17	na	runsapprox	bzip	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	146407	1873547	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	matchtigs	17	na	runsapprox	rrr	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	662699	2389839	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	matchtigs	17	na	runsapprox	xz	5659041	8202335	6715172	1487163	112600	98262	8202335	1793048	1727140	223420	1950560	1941636	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	matchtigs	17	na	zeros	EliasFano	5659041	8202335	5659041	2543294	393090	98262	8202335	1793048	1727140	521784	2248924	2297948	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	matchtigs	17	na	zeros	bzip	5659041	8202335	5659041	2543294	393090	98262	8202335	1793048	1727140	490598	2217738	2297948	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	matchtigs	17	na	zeros	rrr	5659041	8202335	5659041	2543294	393090	98262	8202335	1793048	1727140	907275	2634415	2297948	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	matchtigs	17	na	zeros	xz	5659041	8202335	5659041	2543294	393090	98262	8202335	1793048	1727140	521476	2248616	2297948	sars-cov-2-pangenome.S_matchtigs.k_17.d_na.M_zeros.C_xz
sars-cov-2-pangenome	prophasm	17	na	default	EliasFano	5659041	10451105	5659041	4792064	299504	299504	10451105	2407544	2261376	460648	2722024	2704452	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	prophasm	17	na	default	bzip	5659041	10451105	5659041	4792064	299504	299504	10451105	2407544	2261376	217139	2478515	2704452	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_default.C_bzip
sars-cov-2-pangenome	prophasm	17	na	default	rrr	5659041	10451105	5659041	4792064	299504	299504	10451105	2407544	2261376	1214083	3475459	2704452	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_default.C_rrr
sars-cov-2-pangenome	prophasm	17	na	default	xz	5659041	10451105	5659041	4792064	299504	299504	10451105	2407544	2261376	321508	2582884	2704452	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_default.C_xz
sars-cov-2-pangenome	prophasm	17	na	ones	EliasFano	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	565976	2827352	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	prophasm	17	na	ones	bzip	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	420062	2681438	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_ones.C_bzip
sars-cov-2-pangenome	prophasm	17	na	ones	rrr	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	1207827	3469203	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_ones.C_rrr
sars-cov-2-pangenome	prophasm	17	na	ones	xz	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	515608	2776984	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_ones.C_xz
sars-cov-2-pangenome	prophasm	17	na	runs	EliasFano	5659041	10451105	5977292	4473813	298092	299504	10451105	2407544	2261376	458880	2720256	2746348	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	prophasm	17	na	runs	bzip	5659041	10451105	5977292	4473813	298092	299504	10451105	2407544	2261376	318676	2580052	2746348	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runs.C_bzip
sars-cov-2-pangenome	prophasm	17	na	runs	rrr	5659041	10451105	5977292	4473813	298092	299504	10451105	2407544	2261376	1211899	3473275	2746348	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runs.C_rrr
sars-cov-2-pangenome	prophasm	17	na	runs	xz	5659041	10451105	5977292	4473813	298092	299504	10451105	2407544	2261376	408696	2670072	2746348	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runs.C_xz
sars-cov-2-pangenome	prophasm	17	na	runsapprox	EliasFano	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	565976	2827352	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	prophasm	17	na	runsapprox	bzip	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	420062	2681438	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	prophasm	17	na	runsapprox	rrr	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	1207827	3469203	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	prophasm	17	na	runsapprox	xz	5659041	10451105	6137161	4313944	400797	299504	10451105	2407544	2261376	515608	2776984	2848680	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	prophasm	17	na	zeros	EliasFano	5659041	10451105	5659041	4792064	357543	299504	10451105	2407544	2261376	523240	2784616	2794264	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	prophasm	17	na	zeros	bzip	5659041	10451105	5659041	4792064	357543	299504	10451105	2407544	2261376	336038	2597414	2794264	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	prophasm	17	na	zeros	rrr	5659041	10451105	5659041	4792064	357543	299504	10451105	2407544	2261376	1208539	3469915	2794264	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	prophasm	17	na	zeros	xz	5659041	10451105	5659041	4792064	357543	299504	10451105	2407544	2261376	434028	2695404	2794264	sars-cov-2-pangenome.S_prophasm.k_17.d_na.M_zeros.C_xz
sars-cov-2-pangenome	eulertigs	18	na	default	EliasFano	6055640	11136736	6055640	5081096	298888	298888	11136736	2525880	2372772	465456	2838228	2803844	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	eulertigs	18	na	default	bzip	6055640	11136736	6055640	5081096	298888	298888	11136736	2525880	2372772	227147	2599919	2803844	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_default.C_bzip
sars-cov-2-pangenome	eulertigs	18	na	default	rrr	6055640	11136736	6055640	5081096	298888	298888	11136736	2525880	2372772	1345531	3718303	2803844	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_default.C_rrr
sars-cov-2-pangenome	eulertigs	18	na	default	xz	6055640	11136736	6055640	5081096	298888	298888	11136736	2525880	2372772	344164	2716936	2803844	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_default.C_xz
sars-cov-2-pangenome	eulertigs	18	na	ones	EliasFano	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	570056	2942828	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	eulertigs	18	na	ones	bzip	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	420355	2793127	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_ones.C_bzip
sars-cov-2-pangenome	eulertigs	18	na	ones	rrr	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	1332467	3705239	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_ones.C_rrr
sars-cov-2-pangenome	eulertigs	18	na	ones	xz	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	524720	2897492	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_ones.C_xz
sars-cov-2-pangenome	eulertigs	18	na	runs	EliasFano	6055640	11136736	6366538	4770198	298404	298888	11136736	2525880	2372772	464848	2837620	2843284	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	eulertigs	18	na	runs	bzip	6055640	11136736	6366538	4770198	298404	298888	11136736	2525880	2372772	324352	2697124	2843284	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runs.C_bzip
sars-cov-2-pangenome	eulertigs	18	na	runs	rrr	6055640	11136736	6366538	4770198	298404	298888	11136736	2525880	2372772	1338195	3710967	2843284	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runs.C_rrr
sars-cov-2-pangenome	eulertigs	18	na	runs	xz	6055640	11136736	6366538	4770198	298404	298888	11136736	2525880	2372772	424132	2796904	2843284	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runs.C_xz
sars-cov-2-pangenome	eulertigs	18	na	runsapprox	EliasFano	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	570056	2942828	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	eulertigs	18	na	runsapprox	bzip	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	420355	2793127	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	eulertigs	18	na	runsapprox	rrr	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	1332467	3705239	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	eulertigs	18	na	runsapprox	xz	6055640	11136736	6511728	4625008	393641	298888	11136736	2525880	2372772	524720	2897492	2938048	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	eulertigs	18	na	zeros	EliasFano	6055640	11136736	6055640	5081096	474581	298888	11136736	2525880	2372772	650800	3023572	3035860	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	eulertigs	18	na	zeros	bzip	6055640	11136736	6055640	5081096	474581	298888	11136736	2525880	2372772	526895	2899667	3035860	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	eulertigs	18	na	zeros	rrr	6055640	11136736	6055640	5081096	474581	298888	11136736	2525880	2372772	1362835	3735607	3035860	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	eulertigs	18	na	zeros	xz	6055640	11136736	6055640	5081096	474581	298888	11136736	2525880	2372772	607952	2980724	3035860	sars-cov-2-pangenome.S_eulertigs.k_18.d_na.M_zeros.C_xz
sars-cov-2-pangenome	greedytigs	18	na	default	EliasFano	6055640	9181896	7707605	1474291	86723	86723	9181896	1822880	1765168	168192	1933360	1950188	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	greedytigs	18	na	default	bzip	6055640	9181896	7707605	1474291	86723	86723	9181896	1822880	1765168	93239	1858407	1950188	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_default.C_bzip
sars-cov-2-pangenome	greedytigs	18	na	default	rrr	6055640	9181896	7707605	1474291	86723	86723	9181896	1822880	1765168	681507	2446675	1950188	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_default.C_rrr
sars-cov-2-pangenome	greedytigs	18	na	default	xz	6055640	9181896	7707605	1474291	86723	86723	9181896	1822880	1765168	176620	1941788	1950188	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_default.C_xz
sars-cov-2-pangenome	greedytigs	18	na	ones	EliasFano	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	189840	1955008	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	greedytigs	18	na	ones	bzip	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	134503	1899671	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_ones.C_bzip
sars-cov-2-pangenome	greedytigs	18	na	ones	rrr	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	661547	2426715	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_ones.C_rrr
sars-cov-2-pangenome	greedytigs	18	na	ones	xz	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	215864	1981032	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_ones.C_xz
sars-cov-2-pangenome	greedytigs	18	na	runs	EliasFano	6055640	9181896	7766437	1415459	86721	86723	9181896	1822880	1765168	168184	1933352	1953940	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	greedytigs	18	na	runs	bzip	6055640	9181896	7766437	1415459	86721	86723	9181896	1822880	1765168	114453	1879621	1953940	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runs.C_bzip
sars-cov-2-pangenome	greedytigs	18	na	runs	rrr	6055640	9181896	7766437	1415459	86721	86723	9181896	1822880	1765168	666875	2432043	1953940	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runs.C_rrr
sars-cov-2-pangenome	greedytigs	18	na	runs	xz	6055640	9181896	7766437	1415459	86721	86723	9181896	1822880	1765168	194800	1959968	1953940	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runs.C_xz
sars-cov-2-pangenome	greedytigs	18	na	runsapprox	EliasFano	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	189840	1955008	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	greedytigs	18	na	runsapprox	bzip	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	134503	1899671	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	greedytigs	18	na	runsapprox	rrr	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	661547	2426715	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	greedytigs	18	na	runsapprox	xz	6055640	9181896	7787603	1394293	101057	86723	9181896	1822880	1765168	215864	1981032	1971176	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	greedytigs	18	na	zeros	EliasFano	6055640	9181896	6055640	3126256	389161	86723	9181896	1822880	1765168	533832	2299000	2422164	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	greedytigs	18	na	zeros	bzip	6055640	9181896	6055640	3126256	389161	86723	9181896	1822880	1765168	509699	2274867	2422164	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	greedytigs	18	na	zeros	rrr	6055640	9181896	6055640	3126256	389161	86723	9181896	1822880	1765168	1034827	2799995	2422164	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	greedytigs	18	na	zeros	xz	6055640	9181896	6055640	3126256	389161	86723	9181896	1822880	1765168	556740	2321908	2422164	sars-cov-2-pangenome.S_greedytigs.k_18.d_na.M_zeros.C_xz
sars-cov-2-pangenome	prophasm	18	na	default	EliasFano	6055640	11136838	6055640	5081198	298894	298894	11136838	2441004	2300124	465464	2765588	2746584	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	prophasm	18	na	default	bzip	6055640	11136838	6055640	5081198	298894	298894	11136838	2441004	2300124	211255	2511379	2746584	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_default.C_bzip
sars-cov-2-pangenome	prophasm	18	na	default	rrr	6055640	11136838	6055640	5081198	298894	298894	11136838	2441004	2300124	1269019	3569143	2746584	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_default.C_rrr
sars-cov-2-pangenome	prophasm	18	na	default	xz	6055640	11136838	6055640	5081198	298894	298894	11136838	2441004	2300124	325396	2625520	2746584	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_default.C_xz
sars-cov-2-pangenome	prophasm	18	na	ones	EliasFano	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	570704	2870828	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	prophasm	18	na	ones	bzip	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	403991	2704115	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_ones.C_bzip
sars-cov-2-pangenome	prophasm	18	na	ones	rrr	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	1264699	3564823	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_ones.C_rrr
sars-cov-2-pangenome	prophasm	18	na	ones	xz	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	510096	2810220	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_ones.C_xz
sars-cov-2-pangenome	prophasm	18	na	runs	EliasFano	6055640	11136838	6367221	4769617	297891	298894	11136838	2441004	2300124	464208	2764332	2794324	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	prophasm	18	na	runs	bzip	6055640	11136838	6367221	4769617	297891	298894	11136838	2441004	2300124	311084	2611208	2794324	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runs.C_bzip
sars-cov-2-pangenome	prophasm	18	na	runs	rrr	6055640	11136838	6367221	4769617	297891	298894	11136838	2441004	2300124	1267995	3568119	2794324	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runs.C_rrr
sars-cov-2-pangenome	prophasm	18	na	runs	xz	6055640	11136838	6367221	4769617	297891	298894	11136838	2441004	2300124	410220	2710344	2794324	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runs.C_xz
sars-cov-2-pangenome	prophasm	18	na	runsapprox	EliasFano	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	570704	2870828	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	prophasm	18	na	runsapprox	bzip	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	403991	2704115	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	prophasm	18	na	runsapprox	rrr	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	1264699	3564823	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	prophasm	18	na	runsapprox	xz	6055640	11136838	6515163	4621675	394292	298894	11136838	2441004	2300124	510096	2810220	2892264	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	prophasm	18	na	zeros	EliasFano	6055640	11136838	6055640	5081198	351094	298894	11136838	2441004	2300124	528024	2828148	2831644	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	prophasm	18	na	zeros	bzip	6055640	11136838	6055640	5081198	351094	298894	11136838	2441004	2300124	320455	2620579	2831644	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	prophasm	18	na	zeros	rrr	6055640	11136838	6055640	5081198	351094	298894	11136838	2441004	2300124	1262859	3562983	2831644	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	prophasm	18	na	zeros	xz	6055640	11136838	6055640	5081198	351094	298894	11136838	2441004	2300124	428472	2728596	2831644	sars-cov-2-pangenome.S_prophasm.k_18.d_na.M_zeros.C_xz
sars-cov-2-pangenome	eulertigs	19	na	default	EliasFano	6449159	11905661	6449159	5456502	303139	303139	11905661	2606928	2450588	477040	2927628	2889088	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	eulertigs	19	na	default	bzip	6449159	11905661	6449159	5456502	303139	303139	11905661	2606928	2450588	232158	2682746	2889088	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_default.C_bzip
sars-cov-2-pangenome	eulertigs	19	na	default	rrr	6449159	11905661	6449159	5456502	303139	303139	11905661	2606928	2450588	1439459	3890047	2889088	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_default.C_rrr
sars-cov-2-pangenome	eulertigs	19	na	default	xz	6449159	11905661	6449159	5456502	303139	303139	11905661	2606928	2450588	360156	2810744	2889088	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_default.C_xz
sars-cov-2-pangenome	eulertigs	19	na	ones	EliasFano	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	584752	3035340	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_ones.C_EliasFano
sars-cov-2-pangenome	eulertigs	19	na	ones	bzip	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	424295	2874883	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_ones.C_bzip
sars-cov-2-pangenome	eulertigs	19	na	ones	rrr	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	1427467	3878055	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_ones.C_rrr
sars-cov-2-pangenome	eulertigs	19	na	ones	xz	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	536428	2987016	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_ones.C_xz
sars-cov-2-pangenome	eulertigs	19	na	runs	EliasFano	6449159	11905661	6761573	5144088	302652	303139	11905661	2606928	2450588	476432	2927020	2933016	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runs.C_EliasFano
sars-cov-2-pangenome	eulertigs	19	na	runs	bzip	6449159	11905661	6761573	5144088	302652	303139	11905661	2606928	2450588	330203	2780791	2933016	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runs.C_bzip
sars-cov-2-pangenome	eulertigs	19	na	runs	rrr	6449159	11905661	6761573	5144088	302652	303139	11905661	2606928	2450588	1432635	3883223	2933016	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runs.C_rrr
sars-cov-2-pangenome	eulertigs	19	na	runs	xz	6449159	11905661	6761573	5144088	302652	303139	11905661	2606928	2450588	439732	2890320	2933016	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runs.C_xz
sars-cov-2-pangenome	eulertigs	19	na	runsapprox	EliasFano	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	584752	3035340	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runsapprox.C_EliasFano
sars-cov-2-pangenome	eulertigs	19	na	runsapprox	bzip	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	424295	2874883	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runsapprox.C_bzip
sars-cov-2-pangenome	eulertigs	19	na	runsapprox	rrr	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	1427467	3878055	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runsapprox.C_rrr
sars-cov-2-pangenome	eulertigs	19	na	runsapprox	xz	6449159	11905661	6903044	5002617	395120	303139	11905661	2606928	2450588	536428	2987016	3025120	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_runsapprox.C_xz
sars-cov-2-pangenome	eulertigs	19	na	zeros	EliasFano	6449159	11905661	6449159	5456502	493384	303139	11905661	2606928	2450588	681920	3132508	3145480	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_zeros.C_EliasFano
sars-cov-2-pangenome	eulertigs	19	na	zeros	bzip	6449159	11905661	6449159	5456502	493384	303139	11905661	2606928	2450588	552069	3002657	3145480	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_zeros.C_bzip
sars-cov-2-pangenome	eulertigs	19	na	zeros	rrr	6449159	11905661	6449159	5456502	493384	303139	11905661	2606928	2450588	1463451	3914039	3145480	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_zeros.C_rrr
sars-cov-2-pangenome	eulertigs	19	na	zeros	xz	6449159	11905661	6449159	5456502	493384	303139	11905661	2606928	2450588	639908	3090496	3145480	sars-cov-2-pangenome.S_eulertigs.k_19.d_na.M_zeros.C_xz
sars-cov-2-pangenome	greedytigs	19	na	default	EliasFano	6449159	9779521	8176855	1602666	89037	89037	9779521	1870252	1811360	174104	1985464	2004400	sars-cov-2-pangenome.S_greedytigs.k_19.d_na.M_default.C_EliasFano
sars-cov-2-pangenome	greedytigs	19	na	default	bzip	6449159	9779521	8176855	1602666	89037	89037	9779521	1870252	1811360	96618	1907978	2004400	sars-cov-2-pangenome.S_greedytigs.k_19.d_na.M_default.C_bzip
sars-cov-2-pangenome	greedytigs	19	na	default	rrr	6449159	9779521	8176855	1602666	89037	89037	9779521	1870252	1811360	729891	2541251	2004400	sars-cov-2-pangenome.S_greedytigs.k_19.d_na.M_default.C_rrr
sars-cov-2-pangenome	greedytigs	19	na	default	xz	6449159	9779521	8176855	1602666	89037	89037	9779521	1870252	1811360	183644	1995004	2004400	sars-cov-2-pangenome.S_greedytigs.k_19.d_na.M_default.C_xz
sars-cov-2-pangenome	greedytigs	19	na	ones	EliasFano	6449159	9779521	8257161	1522360	102685	89037	9779521	1870252	1811360	194720	2006080	2025792	sars-cov-2-pangenome.S_greedytigs.k_19.d_na.M_ones.C_EliasFano
