pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome.S_greedytigs.k_12.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	12	na	zeros	1.65	0.00	1.62	98%	37988	0	0	1.65516
sars-cov-2_pangenome.S_prophasm.k_12.d_na.M_default	sars-cov-2_pangenome	prophasm	12	na	default	Command exited with non-zero status 120	0.399732	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_12.d_na.M_ones	sars-cov-2_pangenome	prophasm	12	na	ones	3.82	0.07	3.72	99%	37988	0	0	3.832558
sars-cov-2_pangenome.S_prophasm.k_12.d_na.M_runs	sars-cov-2_pangenome	prophasm	12	na	runs	56.29	0.14	56.03	99%	358856	0	0	56.295233
sars-cov-2_pangenome.S_prophasm.k_12.d_na.M_zeros	sars-cov-2_pangenome	prophasm	12	na	zeros	2.65	0.01	2.62	99%	37988	0	0	2.655612
sars-cov-2_pangenome.S_eulertigs.k_13.d_na.M_default	sars-cov-2_pangenome	eulertigs	13	na	default	Command exited with non-zero status 120	0.598836	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_13.d_na.M_ones	sars-cov-2_pangenome	eulertigs	13	na	ones	4.35	0.06	4.26	99%	72252	0	0	4.360068
sars-cov-2_pangenome.S_eulertigs.k_13.d_na.M_runs	sars-cov-2_pangenome	eulertigs	13	na	runs	31.62	0.29	31.24	99%	502292	0	0	31.62437
sars-cov-2_pangenome.S_eulertigs.k_13.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	13	na	zeros	3.68	0.04	3.57	98%	72252	0	0	3.68591
sars-cov-2_pangenome.S_greedytigs.k_13.d_na.M_default	sars-cov-2_pangenome	greedytigs	13	na	default	Command exited with non-zero status 120	0.161077	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_13.d_na.M_ones	sars-cov-2_pangenome	greedytigs	13	na	ones	3.03	0.05	2.97	99%	72252	0	0	3.036627
sars-cov-2_pangenome.S_greedytigs.k_13.d_na.M_runs	sars-cov-2_pangenome	greedytigs	13	na	runs	7.53	0.21	7.29	99%	459768	0	0	7.534656
sars-cov-2_pangenome.S_greedytigs.k_13.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	13	na	zeros	6.11	0.09	6.00	99%	72252	0	0	6.116973
sars-cov-2_pangenome.S_prophasm.k_13.d_na.M_default	sars-cov-2_pangenome	prophasm	13	na	default	Command exited with non-zero status 120	0.601401	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_13.d_na.M_ones	sars-cov-2_pangenome	prophasm	13	na	ones	5.77	0.07	5.63	98%	72252	0	0	5.782238
sars-cov-2_pangenome.S_prophasm.k_13.d_na.M_runs	sars-cov-2_pangenome	prophasm	13	na	runs	49.53	0.62	48.76	99%	508272	0	0	49.540786
sars-cov-2_pangenome.S_prophasm.k_13.d_na.M_zeros	sars-cov-2_pangenome	prophasm	13	na	zeros	3.62	0.02	3.59	99%	72252	0	0	3.633216
sars-cov-2_pangenome.S_eulertigs.k_14.d_na.M_default	sars-cov-2_pangenome	eulertigs	14	na	default	Command exited with non-zero status 120	0.607334	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_14.d_na.M_ones	sars-cov-2_pangenome	eulertigs	14	na	ones	6.21	0.03	6.15	99%	72252	0	0	6.21888
sars-cov-2_pangenome.S_eulertigs.k_14.d_na.M_runs	sars-cov-2_pangenome	eulertigs	14	na	runs	13.77	0.53	13.22	99%	544880	0	0	13.777514
sars-cov-2_pangenome.S_eulertigs.k_14.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	14	na	zeros	5.60	0.06	5.52	99%	72252	0	0	5.613144
sars-cov-2_pangenome.S_greedytigs.k_14.d_na.M_default	sars-cov-2_pangenome	greedytigs	14	na	default	Command exited with non-zero status 120	0.200925	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_14.d_na.M_ones	sars-cov-2_pangenome	greedytigs	14	na	ones	3.67	0.05	3.60	99%	72252	0	0	3.674908
sars-cov-2_pangenome.S_greedytigs.k_14.d_na.M_runs	sars-cov-2_pangenome	greedytigs	14	na	runs	9.05	0.22	8.81	99%	559620	0	0	9.05908
sars-cov-2_pangenome.S_greedytigs.k_14.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	14	na	zeros	4.94	0.05	4.88	99%	72252	0	0	4.954258
sars-cov-2_pangenome.S_prophasm.k_14.d_na.M_default	sars-cov-2_pangenome	prophasm	14	na	default	Command exited with non-zero status 120	0.517897	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_14.d_na.M_ones	sars-cov-2_pangenome	prophasm	14	na	ones	5.88	0.04	5.64	96%	72252	0	0	5.88698
sars-cov-2_pangenome.S_prophasm.k_14.d_na.M_runs	sars-cov-2_pangenome	prophasm	14	na	runs	20.00	0.37	19.46	99%	544008	0	0	20.004494
sars-cov-2_pangenome.S_prophasm.k_14.d_na.M_zeros	sars-cov-2_pangenome	prophasm	14	na	zeros	4.39	0.03	4.35	99%	72252	0	0	4.392707
sars-cov-2_pangenome.S_eulertigs.k_15.d_na.M_default	sars-cov-2_pangenome	eulertigs	15	na	default	Command exited with non-zero status 120	0.805746	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_15.d_na.M_ones	sars-cov-2_pangenome	eulertigs	15	na	ones	6.95	0.11	6.80	99%	72252	0	0	6.960167
sars-cov-2_pangenome.S_eulertigs.k_15.d_na.M_runs	sars-cov-2_pangenome	eulertigs	15	na	runs	10.34	0.16	10.14	99%	539964	0	0	10.348118
sars-cov-2_pangenome.S_eulertigs.k_15.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	15	na	zeros	8.19	0.09	7.91	97%	72252	0	0	8.203251
sars-cov-2_pangenome.S_greedytigs.k_15.d_na.M_default	sars-cov-2_pangenome	greedytigs	15	na	default	Command exited with non-zero status 120	0.230492	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_15.d_na.M_ones	sars-cov-2_pangenome	greedytigs	15	na	ones	4.17	0.08	4.07	99%	72252	0	0	4.180352
sars-cov-2_pangenome.S_greedytigs.k_15.d_na.M_runs	sars-cov-2_pangenome	greedytigs	15	na	runs	11.28	0.17	11.02	99%	553920	0	0	11.285835
sars-cov-2_pangenome.S_greedytigs.k_15.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	15	na	zeros	5.71	0.07	5.52	98%	72252	0	0	5.715458
sars-cov-2_pangenome.S_prophasm.k_15.d_na.M_default	sars-cov-2_pangenome	prophasm	15	na	default	Command exited with non-zero status 120	0.641074	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_15.d_na.M_ones	sars-cov-2_pangenome	prophasm	15	na	ones	6.73	0.07	6.64	99%	72252	0	0	6.738687
sars-cov-2_pangenome.S_prophasm.k_15.d_na.M_runs	sars-cov-2_pangenome	prophasm	15	na	runs	13.07	0.22	12.83	99%	539224	0	0	13.082432
sars-cov-2_pangenome.S_prophasm.k_15.d_na.M_zeros	sars-cov-2_pangenome	prophasm	15	na	zeros	7.98	0.03	7.87	99%	72252	0	0	7.991939
sars-cov-2_pangenome.S_eulertigs.k_16.d_na.M_default	sars-cov-2_pangenome	eulertigs	16	na	default	Command exited with non-zero status 120	0.532231	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_16.d_na.M_ones	sars-cov-2_pangenome	eulertigs	16	na	ones	10.57	0.16	10.29	98%	72252	0	0	10.580213
sars-cov-2_pangenome.S_eulertigs.k_16.d_na.M_runs	sars-cov-2_pangenome	eulertigs	16	na	runs	14.00	0.32	13.65	99%	544916	0	0	14.012093
sars-cov-2_pangenome.S_eulertigs.k_16.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	16	na	zeros	9.07	0.09	8.94	99%	72252	0	0	9.080716
sars-cov-2_pangenome.S_greedytigs.k_16.d_na.M_default	sars-cov-2_pangenome	greedytigs	16	na	default	Command exited with non-zero status 120	0.344499	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_16.d_na.M_ones	sars-cov-2_pangenome	greedytigs	16	na	ones	8.72	0.09	8.59	99%	72252	0	0	8.732429
sars-cov-2_pangenome.S_greedytigs.k_16.d_na.M_runs	sars-cov-2_pangenome	greedytigs	16	na	runs	15.35	0.39	14.91	99%	562368	0	0	15.355428
sars-cov-2_pangenome.S_greedytigs.k_16.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	16	na	zeros	10.66	0.09	10.54	99%	72252	0	0	10.670578
sars-cov-2_pangenome.S_prophasm.k_16.d_na.M_default	sars-cov-2_pangenome	prophasm	16	na	default	Command exited with non-zero status 120	0.633173	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_16.d_na.M_ones	sars-cov-2_pangenome	prophasm	16	na	ones	8.17	0.07	8.07	99%	72252	0	0	8.178882
sars-cov-2_pangenome.S_prophasm.k_16.d_na.M_runs	sars-cov-2_pangenome	prophasm	16	na	runs	15.89	0.35	15.51	99%	544716	0	0	15.898175
sars-cov-2_pangenome.S_prophasm.k_16.d_na.M_zeros	sars-cov-2_pangenome	prophasm	16	na	zeros	6.58	0.04	6.49	99%	72252	0	0	6.594888
sars-cov-2_pangenome.S_eulertigs.k_17.d_na.M_default	sars-cov-2_pangenome	eulertigs	17	na	default	Command exited with non-zero status 120	0.699293	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_17.d_na.M_ones	sars-cov-2_pangenome	eulertigs	17	na	ones	8.86	0.06	8.73	99%	72252	0	0	8.872348
sars-cov-2_pangenome.S_eulertigs.k_17.d_na.M_runs	sars-cov-2_pangenome	eulertigs	17	na	runs	15.54	0.33	15.16	99%	569852	0	0	15.549777
sars-cov-2_pangenome.S_eulertigs.k_17.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	17	na	zeros	8.96	0.08	8.86	99%	72252	0	0	8.964561
sars-cov-2_pangenome.S_greedytigs.k_17.d_na.M_default	sars-cov-2_pangenome	greedytigs	17	na	default	Command exited with non-zero status 120	0.223589	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_17.d_na.M_ones	sars-cov-2_pangenome	greedytigs	17	na	ones	8.81	0.09	8.68	99%	72252	0	0	8.818462
sars-cov-2_pangenome.S_greedytigs.k_17.d_na.M_runs	sars-cov-2_pangenome	greedytigs	17	na	runs	16.00	0.43	15.53	99%	589152	0	0	16.012312
sars-cov-2_pangenome.S_greedytigs.k_17.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	17	na	zeros	8.30	0.09	8.13	99%	72252	0	0	8.310351
sars-cov-2_pangenome.S_prophasm.k_17.d_na.M_default	sars-cov-2_pangenome	prophasm	17	na	default	Command exited with non-zero status 120	0.74373	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_17.d_na.M_ones	sars-cov-2_pangenome	prophasm	17	na	ones	10.00	0.10	9.89	99%	72252	0	0	10.01269
sars-cov-2_pangenome.S_prophasm.k_17.d_na.M_runs	sars-cov-2_pangenome	prophasm	17	na	runs	17.71	0.35	17.32	99%	570084	0	0	17.716036
sars-cov-2_pangenome.S_prophasm.k_17.d_na.M_zeros	sars-cov-2_pangenome	prophasm	17	na	zeros	7.87	0.05	7.80	99%	72252	0	0	7.875069
sars-cov-2_pangenome.S_eulertigs.k_18.d_na.M_default	sars-cov-2_pangenome	eulertigs	18	na	default	Command exited with non-zero status 120	0.526227	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_18.d_na.M_ones	sars-cov-2_pangenome	eulertigs	18	na	ones	9.62	0.06	9.54	99%	72252	0	0	9.635986
sars-cov-2_pangenome.S_eulertigs.k_18.d_na.M_runs	sars-cov-2_pangenome	eulertigs	18	na	runs	16.88	0.36	16.37	99%	593880	0	0	16.886663
sars-cov-2_pangenome.S_eulertigs.k_18.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	18	na	zeros	11.40	0.07	11.24	99%	72252	0	0	11.41141
sars-cov-2_pangenome.S_greedytigs.k_18.d_na.M_default	sars-cov-2_pangenome	greedytigs	18	na	default	Command exited with non-zero status 120	0.364013	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_18.d_na.M_ones	sars-cov-2_pangenome	greedytigs	18	na	ones	8.97	0.06	8.80	98%	72252	0	0	8.978999
sars-cov-2_pangenome.S_greedytigs.k_18.d_na.M_runs	sars-cov-2_pangenome	greedytigs	18	na	runs	19.55	0.44	19.07	99%	613568	0	0	19.555073
sars-cov-2_pangenome.S_greedytigs.k_18.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	18	na	zeros	8.48	0.13	8.29	99%	72252	0	0	8.492011
sars-cov-2_pangenome.S_prophasm.k_18.d_na.M_default	sars-cov-2_pangenome	prophasm	18	na	default	Command exited with non-zero status 120	0.440113	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_18.d_na.M_ones	sars-cov-2_pangenome	prophasm	18	na	ones	12.99	0.13	12.77	99%	72252	0	0	13.002688
sars-cov-2_pangenome.S_prophasm.k_18.d_na.M_runs	sars-cov-2_pangenome	prophasm	18	na	runs	17.51	0.35	17.10	99%	593436	0	0	17.514707
sars-cov-2_pangenome.S_prophasm.k_18.d_na.M_zeros	sars-cov-2_pangenome	prophasm	18	na	zeros	11.35	0.14	11.18	99%	72252	0	0	11.354781
sars-cov-2_pangenome.S_eulertigs.k_19.d_na.M_default	sars-cov-2_pangenome	eulertigs	19	na	default	Command exited with non-zero status 120	1.557335	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_19.d_na.M_ones	sars-cov-2_pangenome	eulertigs	19	na	ones	13.36	0.07	13.24	99%	72252	0	0	13.372731
sars-cov-2_pangenome.S_eulertigs.k_19.d_na.M_runs	sars-cov-2_pangenome	eulertigs	19	na	runs	18.02	0.35	17.56	99%	618892	0	0	18.025808
sars-cov-2_pangenome.S_eulertigs.k_19.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	19	na	zeros	13.40	0.08	13.27	99%	72252	0	0	13.414005
sars-cov-2_pangenome.S_greedytigs.k_19.d_na.M_default	sars-cov-2_pangenome	greedytigs	19	na	default	Command exited with non-zero status 120	0.250994	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_19.d_na.M_ones	sars-cov-2_pangenome	greedytigs	19	na	ones	11.43	0.14	11.26	99%	72252	0	0	11.437564
sars-cov-2_pangenome.S_greedytigs.k_19.d_na.M_runs	sars-cov-2_pangenome	greedytigs	19	na	runs	19.61	0.38	19.19	99%	639680	0	0	19.621201
sars-cov-2_pangenome.S_greedytigs.k_19.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	19	na	zeros	14.87	0.19	14.59	99%	72252	0	0	14.875357
sars-cov-2_pangenome.S_prophasm.k_19.d_na.M_default	sars-cov-2_pangenome	prophasm	19	na	default	Command exited with non-zero status 120	0.695843	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_19.d_na.M_ones	sars-cov-2_pangenome	prophasm	19	na	ones	12.47	0.05	12.38	99%	72252	0	0	12.476141
sars-cov-2_pangenome.S_prophasm.k_19.d_na.M_runs	sars-cov-2_pangenome	prophasm	19	na	runs	24.63	0.45	24.14	99%	619076	0	0	24.640695
sars-cov-2_pangenome.S_prophasm.k_19.d_na.M_zeros	sars-cov-2_pangenome	prophasm	19	na	zeros	10.16	0.08	10.06	99%	72252	0	0	10.16531
sars-cov-2_pangenome.S_eulertigs.k_20.d_na.M_default	sars-cov-2_pangenome	eulertigs	20	na	default	Command exited with non-zero status 120	0.748835	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_20.d_na.M_ones	sars-cov-2_pangenome	eulertigs	20	na	ones	8.51	0.10	8.34	99%	141060	0	0	8.513148
sars-cov-2_pangenome.S_eulertigs.k_20.d_na.M_runs	sars-cov-2_pangenome	eulertigs	20	na	runs	17.84	0.38	17.42	99%	843216	0	0	17.853121
sars-cov-2_pangenome.S_eulertigs.k_20.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	20	na	zeros	9.72	0.11	9.51	99%	141060	0	0	9.732121
sars-cov-2_pangenome.S_greedytigs.k_20.d_na.M_default	sars-cov-2_pangenome	greedytigs	20	na	default	Command exited with non-zero status 120	0.3992	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_20.d_na.M_ones	sars-cov-2_pangenome	greedytigs	20	na	ones	7.65	0.09	7.50	99%	141060	0	0	7.661639
sars-cov-2_pangenome.S_greedytigs.k_20.d_na.M_runs	sars-cov-2_pangenome	greedytigs	20	na	runs	17.24	0.51	16.69	99%	865404	0	0	17.249417
sars-cov-2_pangenome.S_greedytigs.k_20.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	20	na	zeros	7.81	0.09	7.68	99%	141060	0	0	7.822928
sars-cov-2_pangenome.S_prophasm.k_20.d_na.M_default	sars-cov-2_pangenome	prophasm	20	na	default	Command exited with non-zero status 120	0.653038	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_20.d_na.M_ones	sars-cov-2_pangenome	prophasm	20	na	ones	9.11	0.09	9.00	99%	141060	0	0	9.121953
sars-cov-2_pangenome.S_prophasm.k_20.d_na.M_runs	sars-cov-2_pangenome	prophasm	20	na	runs	19.09	0.47	18.55	99%	843240	0	0	19.096681
sars-cov-2_pangenome.S_prophasm.k_20.d_na.M_zeros	sars-cov-2_pangenome	prophasm	20	na	zeros	9.95	0.13	9.57	97%	141060	0	0	9.964403
sars-cov-2_pangenome.S_eulertigs.k_21.d_na.M_default	sars-cov-2_pangenome	eulertigs	21	na	default	Command exited with non-zero status 120	2.800564	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_21.d_na.M_ones	sars-cov-2_pangenome	eulertigs	21	na	ones	12.04	0.23	11.70	99%	141056	0	0	12.044338
sars-cov-2_pangenome.S_eulertigs.k_21.d_na.M_runs	sars-cov-2_pangenome	eulertigs	21	na	runs	19.47	0.58	18.83	99%	868724	0	0	19.486161
sars-cov-2_pangenome.S_eulertigs.k_21.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	21	na	zeros	13.91	0.13	13.47	97%	141060	0	0	13.915796
sars-cov-2_pangenome.S_greedytigs.k_21.d_na.M_default	sars-cov-2_pangenome	greedytigs	21	na	default	Command exited with non-zero status 120	0.278525	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_21.d_na.M_ones	sars-cov-2_pangenome	greedytigs	21	na	ones	8.14	0.12	7.94	99%	141060	0	0	8.147882
sars-cov-2_pangenome.S_greedytigs.k_21.d_na.M_runs	sars-cov-2_pangenome	greedytigs	21	na	runs	13.11	0.35	12.73	99%	892128	0	0	13.11508
sars-cov-2_pangenome.S_greedytigs.k_21.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	21	na	zeros	7.71	0.16	7.51	99%	141060	0	0	7.713013
sars-cov-2_pangenome.S_prophasm.k_21.d_na.M_default	sars-cov-2_pangenome	prophasm	21	na	default	Command exited with non-zero status 120	0.710826	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_21.d_na.M_ones	sars-cov-2_pangenome	prophasm	21	na	ones	8.09	0.07	7.98	99%	141060	0	0	8.099706
sars-cov-2_pangenome.S_prophasm.k_21.d_na.M_runs	sars-cov-2_pangenome	prophasm	21	na	runs	20.95	0.61	20.29	99%	869016	0	0	20.964303
sars-cov-2_pangenome.S_prophasm.k_21.d_na.M_zeros	sars-cov-2_pangenome	prophasm	21	na	zeros	8.83	0.12	8.69	99%	141056	0	0	8.841364
sars-cov-2_pangenome.S_eulertigs.k_22.d_na.M_default	sars-cov-2_pangenome	eulertigs	22	na	default	Command exited with non-zero status 120	0.569596	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_22.d_na.M_ones	sars-cov-2_pangenome	eulertigs	22	na	ones	10.24	0.21	10.01	99%	141060	0	0	10.245693
sars-cov-2_pangenome.S_eulertigs.k_22.d_na.M_runs	sars-cov-2_pangenome	eulertigs	22	na	runs	19.56	0.68	18.78	99%	892324	0	0	19.57027
sars-cov-2_pangenome.S_eulertigs.k_22.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	22	na	zeros	9.46	0.11	9.21	98%	141060	0	0	9.473431
sars-cov-2_pangenome.S_greedytigs.k_22.d_na.M_default	sars-cov-2_pangenome	greedytigs	22	na	default	Command exited with non-zero status 120	0.387948	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_22.d_na.M_ones	sars-cov-2_pangenome	greedytigs	22	na	ones	6.62	0.15	6.45	99%	141060	0	0	6.631501
sars-cov-2_pangenome.S_greedytigs.k_22.d_na.M_runs	sars-cov-2_pangenome	greedytigs	22	na	runs	15.47	0.50	14.94	99%	917304	0	0	15.488011
sars-cov-2_pangenome.S_greedytigs.k_22.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	22	na	zeros	6.03	0.07	5.94	99%	141060	0	0	6.037122
sars-cov-2_pangenome.S_prophasm.k_22.d_na.M_default	sars-cov-2_pangenome	prophasm	22	na	default	Command exited with non-zero status 120	0.565074	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_22.d_na.M_ones	sars-cov-2_pangenome	prophasm	22	na	ones	9.77	0.11	9.58	99%	141060	0	0	9.782501
sars-cov-2_pangenome.S_prophasm.k_22.d_na.M_runs	sars-cov-2_pangenome	prophasm	22	na	runs	15.34	0.45	14.86	99%	892612	0	0	15.35464
sars-cov-2_pangenome.S_prophasm.k_22.d_na.M_zeros	sars-cov-2_pangenome	prophasm	22	na	zeros	13.31	0.14	13.11	99%	141052	0	0	13.323499
sars-cov-2_pangenome.S_eulertigs.k_23.d_na.M_default	sars-cov-2_pangenome	eulertigs	23	na	default	Command exited with non-zero status 120	0.781013	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_23.d_na.M_ones	sars-cov-2_pangenome	eulertigs	23	na	ones	10.72	0.13	10.50	99%	141052	0	0	10.725732
sars-cov-2_pangenome.S_eulertigs.k_23.d_na.M_runs	sars-cov-2_pangenome	eulertigs	23	na	runs	15.58	0.44	15.11	99%	918008	0	0	15.59259
sars-cov-2_pangenome.S_eulertigs.k_23.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	23	na	zeros	9.69	0.21	9.40	99%	141060	0	0	9.699663
sars-cov-2_pangenome.S_greedytigs.k_23.d_na.M_default	sars-cov-2_pangenome	greedytigs	23	na	default	Command exited with non-zero status 120	0.855259	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_23.d_na.M_ones	sars-cov-2_pangenome	greedytigs	23	na	ones	10.72	0.14	10.51	99%	141060	0	0	10.725715
sars-cov-2_pangenome.S_greedytigs.k_23.d_na.M_runs	sars-cov-2_pangenome	greedytigs	23	na	runs	14.62	0.42	14.17	99%	944944	0	0	14.630715
sars-cov-2_pangenome.S_greedytigs.k_23.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	23	na	zeros	6.85	0.03	6.81	99%	141060	0	0	6.866314
sars-cov-2_pangenome.S_prophasm.k_23.d_na.M_default	sars-cov-2_pangenome	prophasm	23	na	default	Command exited with non-zero status 120	0.99286	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_23.d_na.M_ones	sars-cov-2_pangenome	prophasm	23	na	ones	9.80	0.12	9.63	99%	141060	0	0	9.804194
sars-cov-2_pangenome.S_prophasm.k_23.d_na.M_runs	sars-cov-2_pangenome	prophasm	23	na	runs	16.24	0.38	15.80	99%	918292	0	0	16.248154
sars-cov-2_pangenome.S_prophasm.k_23.d_na.M_zeros	sars-cov-2_pangenome	prophasm	23	na	zeros	10.79	0.10	10.66	99%	141060	0	0	10.803153
sars-cov-2_pangenome.S_eulertigs.k_24.d_na.M_default	sars-cov-2_pangenome	eulertigs	24	na	default	Command exited with non-zero status 120	0.725883	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_24.d_na.M_ones	sars-cov-2_pangenome	eulertigs	24	na	ones	11.94	0.13	11.68	98%	141060	0	0	11.949796
sars-cov-2_pangenome.S_eulertigs.k_24.d_na.M_runs	sars-cov-2_pangenome	eulertigs	24	na	runs	16.65	0.49	16.13	99%	1068480	0	0	16.662161
sars-cov-2_pangenome.S_eulertigs.k_24.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	24	na	zeros	8.85	0.13	8.67	99%	141060	0	0	8.861841
sars-cov-2_pangenome.S_greedytigs.k_24.d_na.M_default	sars-cov-2_pangenome	greedytigs	24	na	default	Command exited with non-zero status 120	0.254753	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_24.d_na.M_ones	sars-cov-2_pangenome	greedytigs	24	na	ones	8.25	0.09	8.12	99%	141060	0	0	8.259139
sars-cov-2_pangenome.S_greedytigs.k_24.d_na.M_runs	sars-cov-2_pangenome	greedytigs	24	na	runs	15.52	0.50	14.94	99%	1096832	0	0	15.530727
sars-cov-2_pangenome.S_greedytigs.k_24.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	24	na	zeros	10.04	0.20	9.74	99%	141060	0	0	10.054096
sars-cov-2_pangenome.S_prophasm.k_24.d_na.M_default	sars-cov-2_pangenome	prophasm	24	na	default	Command exited with non-zero status 120	0.973078	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_24.d_na.M_ones	sars-cov-2_pangenome	prophasm	24	na	ones	10.58	0.20	10.36	99%	141060	0	0	10.590746
sars-cov-2_pangenome.S_prophasm.k_24.d_na.M_runs	sars-cov-2_pangenome	prophasm	24	na	runs	21.00	0.66	20.29	99%	1068424	0	0	21.01271
sars-cov-2_pangenome.S_prophasm.k_24.d_na.M_zeros	sars-cov-2_pangenome	prophasm	24	na	zeros	10.54	0.07	10.42	99%	141060	0	0	10.554486
sars-cov-2_pangenome.S_eulertigs.k_25.d_na.M_default	sars-cov-2_pangenome	eulertigs	25	na	default	Command exited with non-zero status 120	0.656495	na	na	na	na	na	na
sars-cov-2_pangenome.S_eulertigs.k_25.d_na.M_ones	sars-cov-2_pangenome	eulertigs	25	na	ones	11.59	0.12	11.41	99%	141060	0	0	11.594946
sars-cov-2_pangenome.S_eulertigs.k_25.d_na.M_runs	sars-cov-2_pangenome	eulertigs	25	na	runs	14.82	0.39	14.41	99%	1067832	0	0	14.83099
sars-cov-2_pangenome.S_eulertigs.k_25.d_na.M_zeros	sars-cov-2_pangenome	eulertigs	25	na	zeros	8.83	0.06	8.74	99%	141060	0	0	8.842725
sars-cov-2_pangenome.S_greedytigs.k_25.d_na.M_default	sars-cov-2_pangenome	greedytigs	25	na	default	Command exited with non-zero status 120	0.351456	na	na	na	na	na	na
sars-cov-2_pangenome.S_greedytigs.k_25.d_na.M_ones	sars-cov-2_pangenome	greedytigs	25	na	ones	7.19	0.04	7.14	99%	141060	0	0	7.200909
sars-cov-2_pangenome.S_greedytigs.k_25.d_na.M_runs	sars-cov-2_pangenome	greedytigs	25	na	runs	18.15	0.57	17.49	99%	1095340	0	0	18.160829
sars-cov-2_pangenome.S_greedytigs.k_25.d_na.M_zeros	sars-cov-2_pangenome	greedytigs	25	na	zeros	6.63	0.07	6.54	99%	141052	0	0	6.641054
sars-cov-2_pangenome.S_prophasm.k_25.d_na.M_default	sars-cov-2_pangenome	prophasm	25	na	default	Command exited with non-zero status 120	2.156959	na	na	na	na	na	na
sars-cov-2_pangenome.S_prophasm.k_25.d_na.M_ones	sars-cov-2_pangenome	prophasm	25	na	ones	10.04	0.12	9.84	99%	141060	0	0	10.049372
