genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	3	runs	32894	33738	33730	8	2	9804	140	9944	9808	na	na	na	90692000	1.89	1.54	0.05	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3.M_runs
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	3	zeros	32894	33738	32894	844	277	9804	600	10404	10264	na	na	na	90692000	1.89	1.54	0.05	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3.M_zeros
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	4	default	32894	33657	32894	763	306	9772	624	10396	10356	na	na	na	90692000	1.78	1.46	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4.M_default
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	4	ones	32894	33657	33649	8	2	9772	140	9912	9776	na	na	na	90692000	1.78	1.46	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4.M_ones
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	4	runs	32894	33657	33649	8	2	9772	140	9912	9776	na	na	na	90692000	1.78	1.46	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4.M_runs
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	4	zeros	32894	33657	32894	763	313	9772	648	10420	10244	na	na	na	90692000	1.78	1.46	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4.M_zeros
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	5	default	32894	33614	32894	720	309	9724	624	10348	10292	na	na	na	90692000	1.91	1.56	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5.M_default
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	5	ones	32894	33614	33606	8	2	9724	140	9864	9732	na	na	na	90692000	1.91	1.56	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5.M_ones
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	5	runs	32894	33614	33606	8	2	9724	140	9864	9732	na	na	na	90692000	1.91	1.56	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5.M_runs
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	5	zeros	32894	33614	32894	720	320	9724	664	10388	10252	na	na	na	90692000	1.91	1.56	0.06	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5.M_zeros
spneumoniae-pangenome	8	matchtigs	matchtigs	na	na	default	32894	33270	33263	7	1	9516	136	9652	9520	1	33270	9516	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na.M_default
spneumoniae-pangenome	8	matchtigs	matchtigs	na	na	ones	32894	33270	33263	7	1	9516	136	9652	9520	1	33270	9516	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na.M_ones
spneumoniae-pangenome	8	matchtigs	matchtigs	na	na	runs	32894	33270	33263	7	1	9516	136	9652	9520	1	33270	9516	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na.M_runs
spneumoniae-pangenome	8	matchtigs	matchtigs	na	na	zeros	32894	33270	32894	376	249	9516	696	10212	9896	1	33270	9516	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na	spneumo-pangenome.r_1.S_matchtigs.k_8.d_na.M_zeros
spneumoniae-pangenome	8	prophasm	prophasm	na	na	default	32894	35351	32894	2457	351	4576	668	5244	5588	351	35351	4860	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na.M_default
spneumoniae-pangenome	8	prophasm	prophasm	na	na	ones	32894	35351	35343	8	2	4576	140	4716	4588	351	35351	4860	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na.M_ones
spneumoniae-pangenome	8	prophasm	prophasm	na	na	runs	32894	35351	35343	8	2	4576	140	4716	4588	351	35351	4860	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na.M_runs
spneumoniae-pangenome	8	prophasm	prophasm	na	na	zeros	32894	35351	32894	2457	621	4576	1164	5740	5884	351	35351	4860	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na	spneumo-pangenome.r_1.S_prophasm.k_8.d_na.M_zeros
spneumoniae-pangenome	9	eulertigs	eulertigs	na	na	default	130556	132916	130556	2360	295	36704	836	37540	37516	295	132916	37096	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na.M_default
spneumoniae-pangenome	9	eulertigs	eulertigs	na	na	ones	130556	132916	132390	526	389	36704	912	37616	37204	295	132916	37096	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na.M_ones
spneumoniae-pangenome	9	eulertigs	eulertigs	na	na	runs	130556	132916	131957	959	222	36704	804	37508	37172	295	132916	37096	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na.M_runs
spneumoniae-pangenome	9	eulertigs	eulertigs	na	na	zeros	130556	132916	130556	2360	1129	36704	2176	38880	38228	295	132916	37096	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na	spneumo-pangenome.r_1.S_eulertigs.k_9.d_na.M_zeros
spneumoniae-pangenome	9	greedy	glob-greedy	HT	na	default	130556	131049	130556	493	297	36764	1128	37892	37332	na	na	na	11744000	1.75	1.31	0.03	spneumoniae-pangenome.S_greedy.k_9.d_na	spneumoniae-pangenome.S_greedy.k_9.d_na.M_default
spneumoniae-pangenome	9	greedy	glob-greedy	HT	na	ones	130556	131049	130705	344	263	36764	1012	37776	37244	na	na	na	11744000	1.75	1.31	0.03	spneumoniae-pangenome.S_greedy.k_9.d_na	spneumoniae-pangenome.S_greedy.k_9.d_na.M_ones
spneumoniae-pangenome	9	greedy	glob-greedy	HT	na	runs	130556	131049	130692	357	255	36764	1004	37768	37220	na	na	na	11744000	1.75	1.31	0.03	spneumoniae-pangenome.S_greedy.k_9.d_na	spneumoniae-pangenome.S_greedy.k_9.d_na.M_runs
spneumoniae-pangenome	9	greedy	glob-greedy	HT	na	zeros	130556	131049	130556	493	341	36764	1188	37952	37368	na	na	na	11744000	1.75	1.31	0.03	spneumoniae-pangenome.S_greedy.k_9.d_na	spneumoniae-pangenome.S_greedy.k_9.d_na.M_zeros
spneumoniae-pangenome	9	greedyAC	glob-greedy	AC	na	default	130556	131037	130556	481	296	36780	1132	37912	37424	na	na	na	180900000	3.96	3.61	0.06	spneumoniae-pangenome.S_greedyAC.k_9.d_na	spneumoniae-pangenome.S_greedyAC.k_9.d_na.M_default
spneumoniae-pangenome	9	greedyAC	glob-greedy	AC	na	ones	130556	131037	130696	341	265	36780	1016	37796	37212	na	na	na	180900000	3.96	3.61	0.06	spneumoniae-pangenome.S_greedyAC.k_9.d_na	spneumoniae-pangenome.S_greedyAC.k_9.d_na.M_ones
spneumoniae-pangenome	9	greedyAC	glob-greedy	AC	na	runs	130556	131037	130675	362	255	36780	1016	37796	37196	na	na	na	180900000	3.96	3.61	0.06	spneumoniae-pangenome.S_greedyAC.k_9.d_na	spneumoniae-pangenome.S_greedyAC.k_9.d_na.M_runs
spneumoniae-pangenome	9	greedyAC	glob-greedy	AC	na	zeros	130556	131037	130556	481	359	36780	1232	38012	37384	na	na	na	180900000	3.96	3.61	0.06	spneumoniae-pangenome.S_greedyAC.k_9.d_na	spneumoniae-pangenome.S_greedyAC.k_9.d_na.M_zeros
spneumoniae-pangenome	9	greedytigs	greedytigs	na	na	default	130556	131886	131758	128	16	36444	232	36676	36488	16	131886	36444	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na.M_default
spneumoniae-pangenome	9	greedytigs	greedytigs	na	na	ones	130556	131886	131834	52	31	36444	260	36704	36496	16	131886	36444	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na.M_ones
spneumoniae-pangenome	9	greedytigs	greedytigs	na	na	runs	130556	131886	131794	92	16	36444	240	36684	36480	16	131886	36444	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na.M_runs
spneumoniae-pangenome	9	greedytigs	greedytigs	na	na	zeros	130556	131886	130556	1330	803	36444	1772	38216	37464	16	131886	36444	na	na	na	na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na	spneumo-pangenome.r_1.S_greedytigs.k_9.d_na.M_zeros
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	1	default	130556	138044	130556	7488	936	16676	1428	18104	19548	na	na	na	60544000	3.17	2.68	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1.M_default
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	1	ones	130556	138044	137636	408	309	16676	848	17524	17156	na	na	na	60544000	3.17	2.68	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1.M_ones
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	1	runs	130556	138044	137374	670	215	16676	808	17484	17104	na	na	na	60544000	3.17	2.68	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1.M_runs
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	1	zeros	130556	138044	130556	7488	1633	16676	2748	19424	20396	na	na	na	60544000	3.17	2.68	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1.M_zeros
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	2	default	130556	134762	130556	4206	1392	16116	2224	18340	18948	na	na	na	60456000	2.63	2.31	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2.M_default
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	2	ones	130556	134762	134466	296	268	16116	840	16956	16512	na	na	na	60456000	2.63	2.31	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2.M_ones
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	2	runs	130556	134762	134427	335	246	16116	836	16952	16500	na	na	na	60456000	2.63	2.31	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2.M_runs
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	2	zeros	130556	134762	130556	4206	1404	16116	2384	18500	18804	na	na	na	60456000	2.63	2.31	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2.M_zeros
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	3	default	130556	135412	130556	4856	3113	16468	3636	20104	20016	na	na	na	60444000	3.73	3.23	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3.M_default
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	3	ones	130556	135412	135135	277	247	16468	768	17236	16904	na	na	na	60444000	3.73	3.23	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3.M_ones
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	3	runs	130556	135412	135118	294	240	16468	772	17240	16904	na	na	na	60444000	3.73	3.23	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3.M_runs
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	3	zeros	130556	135412	130556	4856	2983	16468	3640	20108	20076	na	na	na	60444000	3.73	3.23	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3.M_zeros
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	4	default	130556	136268	130556	5712	4152	16684	4260	20944	21380	na	na	na	60544000	6.63	6.15	0.13	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4.M_default
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	4	ones	130556	136268	136014	254	216	16684	692	17376	17144	na	na	na	60544000	6.63	6.15	0.13	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4.M_ones
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	4	runs	130556	136268	135995	273	206	16684	688	17372	17152	na	na	na	60544000	6.63	6.15	0.13	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4.M_runs
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	4	zeros	130556	136268	130556	5712	4137	16684	4268	20952	21428	na	na	na	60544000	6.63	6.15	0.13	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4.M_zeros
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	5	default	130556	136248	130556	5692	4168	15868	4284	20152	21608	na	na	na	60436000	5.18	4.79	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5.M_default
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	5	ones	130556	136248	136016	232	203	15868	680	16548	16088	na	na	na	60436000	5.18	4.79	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5.M_ones
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	5	runs	130556	136248	136014	234	201	15868	672	16540	16124	na	na	na	60436000	5.18	4.79	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5.M_runs
spneumoniae-pangenome	9	pseudosimplitigs	loc-greedy	HT	5	zeros	130556	136248	130556	5692	4236	15868	4468	20336	21408	na	na	na	60436000	5.18	4.79	0.05	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5.M_zeros
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	1	default	130556	132932	130556	2376	297	37268	872	38140	37960	na	na	na	274608000	4.3	3.86	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1.M_default
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	1	ones	130556	132932	132403	529	368	37268	932	38200	37764	na	na	na	274608000	4.3	3.86	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1.M_ones
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	1	runs	130556	132932	132004	928	224	37268	860	38128	37724	na	na	na	274608000	4.3	3.86	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1.M_runs
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	1	zeros	130556	132932	130556	2376	493	37268	1252	38520	38100	na	na	na	274608000	4.3	3.86	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1.M_zeros
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	2	default	130556	131935	130556	1379	497	36980	1260	38240	38100	na	na	na	274608000	4.45	3.95	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2.M_default
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	2	ones	130556	131935	131640	295	242	36980	808	37788	37608	na	na	na	274608000	4.45	3.95	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2.M_ones
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	2	runs	130556	131935	131580	355	215	36980	800	37780	37596	na	na	na	274608000	4.45	3.95	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2.M_runs
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	2	zeros	130556	131935	130556	1379	510	36980	1292	38272	38120	na	na	na	274608000	4.45	3.95	0.14	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2.M_zeros
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	3	default	130556	131834	130556	1278	563	36952	1340	38292	38144	na	na	na	274608000	4.02	3.62	0.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3.M_default
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	3	ones	130556	131834	131594	240	210	36952	756	37708	37544	na	na	na	274608000	4.02	3.62	0.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3.M_ones
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	3	runs	130556	131834	131587	247	208	36952	756	37708	37548	na	na	na	274608000	4.02	3.62	0.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3.M_runs
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	3	zeros	130556	131834	130556	1278	564	36952	1344	38296	38148	na	na	na	274608000	4.02	3.62	0.12	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3.M_zeros
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	4	default	130556	131860	130556	1304	596	36956	1384	38340	38192	na	na	na	274608000	4.57	4.07	0.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4.M_default
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	4	ones	130556	131860	131600	260	219	36956	776	37732	37568	na	na	na	274608000	4.57	4.07	0.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4.M_ones
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	4	runs	130556	131860	131586	274	212	36956	772	37728	37572	na	na	na	274608000	4.57	4.07	0.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4.M_runs
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	4	zeros	130556	131860	130556	1304	595	36956	1392	38348	38204	na	na	na	274608000	4.57	4.07	0.08	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4.M_zeros
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	5	default	130556	131965	130556	1409	646	36992	1448	38440	38380	na	na	na	274816000	6.05	5.51	0.19	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5.M_default
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	5	ones	130556	131965	131713	252	216	36992	772	37764	37504	na	na	na	274816000	6.05	5.51	0.19	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5.M_ones
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	5	runs	130556	131965	131699	266	210	36992	776	37768	37512	na	na	na	274816000	6.05	5.51	0.19	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5.M_runs
spneumoniae-pangenome	9	pseudosimplitigsAC	loc-greedy	AC	5	zeros	130556	131965	130556	1409	657	36992	1488	38480	38076	na	na	na	274816000	6.05	5.51	0.19	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5.M_zeros
spneumoniae-pangenome	9	matchtigs	matchtigs	na	na	default	130556	131724	131596	128	16	36452	232	36684	36536	16	131724	36480	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na.M_default
spneumoniae-pangenome	9	matchtigs	matchtigs	na	na	ones	130556	131724	131671	53	31	36452	256	36708	36552	16	131724	36480	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na.M_ones
spneumoniae-pangenome	9	matchtigs	matchtigs	na	na	runs	130556	131724	131618	106	15	36452	232	36684	36560	16	131724	36480	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na.M_runs
spneumoniae-pangenome	9	matchtigs	matchtigs	na	na	zeros	130556	131724	130556	1168	756	36452	1732	38184	37568	16	131724	36480	na	na	na	na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na	spneumo-pangenome.r_1.S_matchtigs.k_9.d_na.M_zeros
spneumoniae-pangenome	9	prophasm	prophasm	na	na	default	130556	139060	130556	8504	1063	16356	1736	18092	19696	1063	139060	17356	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na.M_default
spneumoniae-pangenome	9	prophasm	prophasm	na	na	ones	130556	139060	138622	438	329	16356	948	17304	16836	1063	139060	17356	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na.M_ones
spneumoniae-pangenome	9	prophasm	prophasm	na	na	runs	130556	139060	138289	771	217	16356	900	17256	16976	1063	139060	17356	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na.M_runs
spneumoniae-pangenome	9	prophasm	prophasm	na	na	zeros	130556	139060	130556	8504	1922	16356	3268	19624	20688	1063	139060	17356	na	na	na	na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na	spneumo-pangenome.r_1.S_prophasm.k_9.d_na.M_zeros
spneumoniae-pangenome	10	eulertigs	eulertigs	na	na	default	496846	588178	496846	91332	10148	158228	13312	171540	174368	10148	588178	167328	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na.M_default
spneumoniae-pangenome	10	eulertigs	eulertigs	na	na	ones	496846	588178	565071	23107	14030	158228	18120	176348	174224	10148	588178	167328	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na.M_ones
spneumoniae-pangenome	10	eulertigs	eulertigs	na	na	runs	496846	588178	549096	39082	7912	158228	15132	173360	172620	10148	588178	167328	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na.M_runs
spneumoniae-pangenome	10	eulertigs	eulertigs	na	na	zeros	496846	588178	496846	91332	36648	158228	37140	195368	194728	10148	588178	167328	na	na	na	na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na	spneumo-pangenome.r_1.S_eulertigs.k_10.d_na.M_zeros
spneumoniae-pangenome	10	greedy	glob-greedy	HT	na	default	496846	516649	496846	19803	10149	142448	17972	160420	156204	na	na	na	35544000	5.05	4.2	0.03	spneumoniae-pangenome.S_greedy.k_10.d_na	spneumoniae-pangenome.S_greedy.k_10.d_na.M_default
spneumoniae-pangenome	10	greedy	glob-greedy	HT	na	ones	496846	516649	506049	10600	7876	142448	14476	156924	152560	na	na	na	35544000	5.05	4.2	0.03	spneumoniae-pangenome.S_greedy.k_10.d_na	spneumoniae-pangenome.S_greedy.k_10.d_na.M_ones
spneumoniae-pangenome	10	greedy	glob-greedy	HT	na	runs	496846	516649	505038	11611	7340	142448	14284	156732	152612	na	na	na	35544000	5.05	4.2	0.03	spneumoniae-pangenome.S_greedy.k_10.d_na	spneumoniae-pangenome.S_greedy.k_10.d_na.M_runs
spneumoniae-pangenome	10	greedy	glob-greedy	HT	na	zeros	496846	516649	496846	19803	13156	142448	19808	162256	158072	na	na	na	35544000	5.05	4.2	0.03	spneumoniae-pangenome.S_greedy.k_10.d_na	spneumoniae-pangenome.S_greedy.k_10.d_na.M_zeros
spneumoniae-pangenome	10	greedyAC	glob-greedy	AC	na	default	496846	516646	496846	19800	10148	143472	17924	161396	156928	na	na	na	632156000	12.82	11.88	0.26	spneumoniae-pangenome.S_greedyAC.k_10.d_na	spneumoniae-pangenome.S_greedyAC.k_10.d_na.M_default
spneumoniae-pangenome	10	greedyAC	glob-greedy	AC	na	ones	496846	516646	506114	10532	7788	143472	14312	157784	152152	na	na	na	632156000	12.82	11.88	0.26	spneumoniae-pangenome.S_greedyAC.k_10.d_na	spneumoniae-pangenome.S_greedyAC.k_10.d_na.M_ones
