genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
escherichia_coli.k32	0.9	local	31	1	runsapprox	bzip	146069043	626409213	149478244	476930969	17788236	150515256	12451516	162966772	184757916	escherichia_coli.k32.r_0.9.S_local.k_31.d_1.M_runsapprox.C_bzip
escherichia_coli.k32	0.9	local	31	1	runsapprox	rrr	146069043	626409213	149478244	476930969	17788236	150515256	59922267	210437523	184757916	escherichia_coli.k32.r_0.9.S_local.k_31.d_1.M_runsapprox.C_rrr
escherichia_coli.k32	0.9	local	31	1	runsapprox	xz	146069043	626409213	149478244	476930969	17788236	150515256	19332924	169848180	184757916	escherichia_coli.k32.r_0.9.S_local.k_31.d_1.M_runsapprox.C_xz
escherichia_coli.k32	1.0	local	31	1	default	EliasFano	162298937	226652747	162298937	64353810	2145127	46560492	4177288	50737780	54059988	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_default.C_EliasFano
escherichia_coli.k32	1.0	local	31	1	default	bzip	162298937	226652747	162298937	64353810	2145127	46560492	1652710	48213202	54059988	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_default.C_bzip
escherichia_coli.k32	1.0	local	31	1	default	rrr	162298937	226652747	162298937	64353810	2145127	46560492	16672987	63233479	54059988	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_default.C_rrr
escherichia_coli.k32	1.0	local	31	1	default	xz	162298937	226652747	162298937	64353810	2145127	46560492	3158176	49718668	54059988	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_default.C_xz
escherichia_coli.k32	1.0	local	31	1	ones	EliasFano	162298937	226652747	163795504	62857243	2148199	46560492	4181944	50742436	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_ones.C_EliasFano
escherichia_coli.k32	1.0	local	31	1	ones	bzip	162298937	226652747	163795504	62857243	2148199	46560492	2240911	48801403	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_ones.C_bzip
escherichia_coli.k32	1.0	local	31	1	ones	rrr	162298937	226652747	163795504	62857243	2148199	46560492	16711099	63271591	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_ones.C_rrr
escherichia_coli.k32	1.0	local	31	1	ones	xz	162298937	226652747	163795504	62857243	2148199	46560492	3817776	50378268	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_ones.C_xz
escherichia_coli.k32	1.0	local	31	1	runsapprox	EliasFano	162298937	226652747	163795504	62857243	2148199	46560492	4181944	50742436	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_runsapprox.C_EliasFano
escherichia_coli.k32	1.0	local	31	1	runsapprox	bzip	162298937	226652747	163795504	62857243	2148199	46560492	2240911	48801403	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_runsapprox.C_bzip
escherichia_coli.k32	1.0	local	31	1	runsapprox	rrr	162298937	226652747	163795504	62857243	2148199	46560492	16711099	63271591	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_runsapprox.C_rrr
escherichia_coli.k32	1.0	local	31	1	runsapprox	xz	162298937	226652747	163795504	62857243	2148199	46560492	3817776	50378268	54248272	escherichia_coli.k32.r_1.0.S_local.k_31.d_1.M_runsapprox.C_xz
escherichia_coli.k32	0.000000001	local	31	2	default	EliasFano	1	31	1	30	1	96	8	104	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.000000001	local	31	2	default	bzip	1	31	1	30	1	96	41	137	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.000000001	local	31	2	default	rrr	1	31	1	30	1	96	91	187	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.000000001	local	31	2	default	xz	1	31	1	30	1	96	76	172	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.000000001	local	31	2	ones	EliasFano	1	31	1	30	1	96	8	104	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.000000001	local	31	2	ones	bzip	1	31	1	30	1	96	41	137	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.000000001	local	31	2	ones	rrr	1	31	1	30	1	96	91	187	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.000000001	local	31	2	ones	xz	1	31	1	30	1	96	76	172	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.000000001	local	31	2	runsapprox	EliasFano	1	31	1	30	1	96	8	104	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.000000001	local	31	2	runsapprox	bzip	1	31	1	30	1	96	41	137	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.000000001	local	31	2	runsapprox	rrr	1	31	1	30	1	96	91	187	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.000000001	local	31	2	runsapprox	xz	1	31	1	30	1	96	76	172	96	escherichia_coli.k32.r_0.000000001.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.0001	local	31	2	default	EliasFano	16229	503040	16229	486811	16228	135808	24096	159904	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.0001	local	31	2	default	bzip	16229	503040	16229	486811	16228	135808	51	135859	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.0001	local	31	2	default	rrr	16229	503040	16229	486811	16228	135808	14651	150459	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.0001	local	31	2	default	xz	16229	503040	16229	486811	16228	135808	228	136036	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.0001	local	31	2	ones	EliasFano	16229	503040	16229	486811	16228	135808	24096	159904	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.0001	local	31	2	ones	bzip	16229	503040	16229	486811	16228	135808	51	135859	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.0001	local	31	2	ones	rrr	16229	503040	16229	486811	16228	135808	14651	150459	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.0001	local	31	2	ones	xz	16229	503040	16229	486811	16228	135808	228	136036	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.0001	local	31	2	runsapprox	EliasFano	16229	503040	16229	486811	16228	135808	24096	159904	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.0001	local	31	2	runsapprox	bzip	16229	503040	16229	486811	16228	135808	51	135859	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.0001	local	31	2	runsapprox	rrr	16229	503040	16229	486811	16228	135808	14651	150459	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.0001	local	31	2	runsapprox	xz	16229	503040	16229	486811	16228	135808	228	136036	150152	escherichia_coli.k32.r_0.0001.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.001	local	31	2	default	EliasFano	162298	5020754	162298	4858456	162109	1322372	241528	1563900	1456148	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.001	local	31	2	default	bzip	162298	5020754	162298	4858456	162109	1322372	868	1323240	1456148	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.001	local	31	2	default	rrr	162298	5020754	162298	4858456	162109	1322372	146347	1468719	1456148	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.001	local	31	2	default	xz	162298	5020754	162298	4858456	162109	1322372	2284	1324656	1456148	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.001	local	31	2	ones	EliasFano	162298	5020754	162303	4858451	162114	1322372	241528	1563900	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.001	local	31	2	ones	bzip	162298	5020754	162303	4858451	162114	1322372	889	1323261	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.001	local	31	2	ones	rrr	162298	5020754	162303	4858451	162114	1322372	146347	1468719	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.001	local	31	2	ones	xz	162298	5020754	162303	4858451	162114	1322372	2332	1324704	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.001	local	31	2	runsapprox	EliasFano	162298	5020754	162303	4858451	162114	1322372	241528	1563900	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.001	local	31	2	runsapprox	bzip	162298	5020754	162303	4858451	162114	1322372	889	1323261	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.001	local	31	2	runsapprox	rrr	162298	5020754	162303	4858451	162114	1322372	146347	1468719	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.001	local	31	2	runsapprox	xz	162298	5020754	162303	4858451	162114	1322372	2332	1324704	1456324	escherichia_coli.k32.r_0.001.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.01	local	31	2	default	EliasFano	1622989	49336056	1622989	47713067	1606402	12592272	2398512	14990784	13955484	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.01	local	31	2	default	bzip	1622989	49336056	1622989	47713067	1606402	12592272	51606	12643878	13955484	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.01	local	31	2	default	rrr	1622989	49336056	1622989	47713067	1606402	12592272	1459307	14051579	13955484	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.01	local	31	2	default	xz	1622989	49336056	1622989	47713067	1606402	12592272	100576	12692848	13955484	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.01	local	31	2	ones	EliasFano	1622989	49336056	1623777	47712279	1607188	12592272	2399288	14991560	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.01	local	31	2	ones	bzip	1622989	49336056	1623777	47712279	1607188	12592272	53841	12646113	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.01	local	31	2	ones	rrr	1622989	49336056	1623777	47712279	1607188	12592272	1459771	14052043	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.01	local	31	2	ones	xz	1622989	49336056	1623777	47712279	1607188	12592272	104644	12696916	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.01	local	31	2	runsapprox	EliasFano	1622989	49336056	1623777	47712279	1607188	12592272	2399288	14991560	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.01	local	31	2	runsapprox	bzip	1622989	49336056	1623777	47712279	1607188	12592272	53841	12646113	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.01	local	31	2	runsapprox	rrr	1622989	49336056	1623777	47712279	1607188	12592272	1459771	14052043	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.01	local	31	2	runsapprox	xz	1622989	49336056	1623777	47712279	1607188	12592272	104644	12696916	13957868	escherichia_coli.k32.r_0.01.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.05	local	31	2	default	EliasFano	8114946	227702896	8114946	219587950	7703974	56877136	11385136	68262272	63743560	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.05	local	31	2	default	bzip	8114946	227702896	8114946	219587950	7703974	56877136	822048	57699184	63743560	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.05	local	31	2	default	rrr	8114946	227702896	8114946	219587950	7703974	56877136	7105883	63983019	63743560	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.05	local	31	2	default	xz	8114946	227702896	8114946	219587950	7703974	56877136	1514520	58391656	63743560	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.05	local	31	2	ones	EliasFano	8114946	227702896	8133532	219569364	7721998	56877136	11403032	68280168	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.05	local	31	2	ones	bzip	8114946	227702896	8133532	219569364	7721998	56877136	860686	57737822	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.05	local	31	2	ones	rrr	8114946	227702896	8133532	219569364	7721998	56877136	7116443	63993579	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.05	local	31	2	ones	xz	8114946	227702896	8133532	219569364	7721998	56877136	1587744	58464880	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.05	local	31	2	runsapprox	EliasFano	8114946	227702896	8133532	219569364	7721998	56877136	11403032	68280168	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.05	local	31	2	runsapprox	bzip	8114946	227702896	8133532	219569364	7721998	56877136	860686	57737822	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.05	local	31	2	runsapprox	rrr	8114946	227702896	8133532	219569364	7721998	56877136	7116443	63993579	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.05	local	31	2	runsapprox	xz	8114946	227702896	8133532	219569364	7721998	56877136	1587744	58464880	63754596	escherichia_coli.k32.r_0.05.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.1	local	31	2	default	EliasFano	16229893	410504821	16229893	394274928	14589760	102132948	21246864	123379812	115555924	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.1	local	31	2	default	bzip	16229893	410504821	16229893	394274928	14589760	102132948	2422403	104555351	115555924	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.1	local	31	2	default	rrr	16229893	410504821	16229893	394274928	14589760	102132948	13710571	115843519	115555924	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.1	local	31	2	default	xz	16229893	410504821	16229893	394274928	14589760	102132948	4369060	106502008	115555924	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.1	local	31	2	ones	EliasFano	16229893	410504821	16297657	394207164	14653495	102132948	21310176	123443124	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.1	local	31	2	ones	bzip	16229893	410504821	16297657	394207164	14653495	102132948	2544463	104677411	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.1	local	31	2	ones	rrr	16229893	410504821	16297657	394207164	14653495	102132948	13748203	115881151	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.1	local	31	2	ones	xz	16229893	410504821	16297657	394207164	14653495	102132948	4593304	106726252	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.1	local	31	2	runsapprox	EliasFano	16229893	410504821	16297657	394207164	14653495	102132948	21310176	123443124	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.1	local	31	2	runsapprox	bzip	16229893	410504821	16297657	394207164	14653495	102132948	2544463	104677411	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.1	local	31	2	runsapprox	rrr	16229893	410504821	16297657	394207164	14653495	102132948	13748203	115881151	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.1	local	31	2	runsapprox	xz	16229893	410504821	16297657	394207164	14653495	102132948	4593304	106726252	115630708	escherichia_coli.k32.r_0.1.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.2	local	31	2	default	EliasFano	32459787	657730375	32459787	625270588	25931967	163538936	36581600	200120536	188135196	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.2	local	31	2	default	bzip	32459787	657730375	32459787	625270588	25931967	163538936	6400542	169939478	188135196	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.2	local	31	2	default	rrr	32459787	657730375	32459787	625270588	25931967	163538936	25375547	188914483	188135196	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.2	local	31	2	default	xz	32459787	657730375	32459787	625270588	25931967	163538936	11252680	174791616	188135196	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.2	local	31	2	ones	EliasFano	32459787	657730375	32684213	625046162	26128437	163538936	36776792	200315728	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.2	local	31	2	ones	bzip	32459787	657730375	32684213	625046162	26128437	163538936	6765715	170304651	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.2	local	31	2	ones	rrr	32459787	657730375	32684213	625046162	26128437	163538936	25493331	189032267	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.2	local	31	2	ones	xz	32459787	657730375	32684213	625046162	26128437	163538936	11823140	175362076	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.2	local	31	2	runsapprox	EliasFano	32459787	657730375	32684213	625046162	26128437	163538936	36776792	200315728	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.2	local	31	2	runsapprox	bzip	32459787	657730375	32684213	625046162	26128437	163538936	6765715	170304651	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.2	local	31	2	runsapprox	rrr	32459787	657730375	32684213	625046162	26128437	163538936	25493331	189032267	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.2	local	31	2	runsapprox	xz	32459787	657730375	32684213	625046162	26128437	163538936	11823140	175362076	188379540	escherichia_coli.k32.r_0.2.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.3	local	31	2	default	EliasFano	48689681	772535219	48689681	723845538	34058875	191306020	46598616	237904636	224008740	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.3	local	31	2	default	bzip	48689681	772535219	48689681	723845538	34058875	191306020	10617239	201923259	224008740	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.3	local	31	2	default	rrr	48689681	772535219	48689681	723845538	34058875	191306020	34853419	226159439	224008740	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.3	local	31	2	default	xz	48689681	772535219	48689681	723845538	34058875	191306020	17677500	208983520	224008740	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.3	local	31	2	ones	EliasFano	48689681	772535219	49105774	723429445	34391321	191306020	46929192	238235212	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.3	local	31	2	ones	bzip	48689681	772535219	49105774	723429445	34391321	191306020	11239455	202545475	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.3	local	31	2	ones	rrr	48689681	772535219	49105774	723429445	34391321	191306020	35056155	226362175	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.3	local	31	2	ones	xz	48689681	772535219	49105774	723429445	34391321	191306020	18522836	209828856	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.3	local	31	2	runsapprox	EliasFano	48689681	772535219	49105774	723429445	34391321	191306020	46929192	238235212	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.3	local	31	2	runsapprox	bzip	48689681	772535219	49105774	723429445	34391321	191306020	11239455	202545475	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.3	local	31	2	runsapprox	rrr	48689681	772535219	49105774	723429445	34391321	191306020	35056155	226362175	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.3	local	31	2	runsapprox	xz	48689681	772535219	49105774	723429445	34391321	191306020	18522836	209828856	224424192	escherichia_coli.k32.r_0.3.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.4	local	31	2	default	EliasFano	64919574	784407691	64919574	719488117	38995113	193493204	51702792	245195996	231371528	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.4	local	31	2	default	bzip	64919574	784407691	64919574	719488117	38995113	193493204	14761288	208254492	231371528	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.4	local	31	2	default	rrr	64919574	784407691	64919574	719488117	38995113	193493204	41967611	235460815	231371528	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.4	local	31	2	default	xz	64919574	784407691	64919574	719488117	38995113	193493204	22404120	215897324	231371528	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.4	local	31	2	ones	EliasFano	64919574	784407691	65526254	718881437	39424530	193493204	52129792	245622996	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.4	local	31	2	ones	bzip	64919574	784407691	65526254	718881437	39424530	193493204	15617506	209110710	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.4	local	31	2	ones	rrr	64919574	784407691	65526254	718881437	39424530	193493204	42238091	235731295	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.4	local	31	2	ones	xz	64919574	784407691	65526254	718881437	39424530	193493204	23412748	216905952	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.4	local	31	2	runsapprox	EliasFano	64919574	784407691	65526254	718881437	39424530	193493204	52129792	245622996	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.4	local	31	2	runsapprox	bzip	64919574	784407691	65526254	718881437	39424530	193493204	15617506	209110710	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.4	local	31	2	runsapprox	rrr	64919574	784407691	65526254	718881437	39424530	193493204	42238091	235731295	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	0.4	local	31	2	runsapprox	xz	64919574	784407691	65526254	718881437	39424530	193493204	23412748	216905952	231969192	escherichia_coli.k32.r_0.4.S_local.k_31.d_2.M_runsapprox.C_xz
escherichia_coli.k32	0.5	local	31	2	default	EliasFano	81149468	721429268	81149468	640279800	40760886	177048912	52775920	229824832	217541260	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_default.C_EliasFano
escherichia_coli.k32	0.5	local	31	2	default	bzip	81149468	721429268	81149468	640279800	40760886	177048912	18232366	195281278	217541260	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_default.C_bzip
escherichia_coli.k32	0.5	local	31	2	default	rrr	81149468	721429268	81149468	640279800	40760886	177048912	46460747	223509659	217541260	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_default.C_rrr
escherichia_coli.k32	0.5	local	31	2	default	xz	81149468	721429268	81149468	640279800	40760886	177048912	24982192	202031104	217541260	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_default.C_xz
escherichia_coli.k32	0.5	local	31	2	ones	EliasFano	81149468	721429268	81923162	639506106	41223526	177048912	53105056	230153968	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_ones.C_EliasFano
escherichia_coli.k32	0.5	local	31	2	ones	bzip	81149468	721429268	81923162	639506106	41223526	177048912	19225916	196274828	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_ones.C_bzip
escherichia_coli.k32	0.5	local	31	2	ones	rrr	81149468	721429268	81923162	639506106	41223526	177048912	46768811	223817723	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_ones.C_rrr
escherichia_coli.k32	0.5	local	31	2	ones	xz	81149468	721429268	81923162	639506106	41223526	177048912	26049664	203098576	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_ones.C_xz
escherichia_coli.k32	0.5	local	31	2	runsapprox	EliasFano	81149468	721429268	81923162	639506106	41223526	177048912	53105056	230153968	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.5	local	31	2	runsapprox	bzip	81149468	721429268	81923162	639506106	41223526	177048912	19225916	196274828	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	0.5	local	31	2	runsapprox	rrr	81149468	721429268	81923162	639506106	41223526	177048912	46768811	223817723	218183792	escherichia_coli.k32.r_0.5.S_local.k_31.d_2.M_runsapprox.C_rrr
