pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2_pangenome_k32.r_0.7.S_global.k_13.d_na.M_ones	sars-cov-2_pangenome_k32	0.7	global	13	na	ones	1.46	0.02	1.44	99%	38200	0	0	1.468964
sars-cov-2_pangenome_k32.r_0.7.S_global.k_13.d_na.M_runs	sars-cov-2_pangenome_k32	0.7	global	13	na	runs	4.49	0.19	4.21	98%	273868	7792	0	4.499183
sars-cov-2_pangenome_k32.r_0.7.S_global.k_13.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.7	global	13	na	runsapprox	4.01	0.25	3.75	99%	273168	0	0	4.017564
sars-cov-2_pangenome_k32.r_0.8.S_global.k_13.d_na.M_default	sars-cov-2_pangenome_k32	0.8	global	13	na	default	0.05	0.00	0.04	98%	1612	0	0	0.063486
sars-cov-2_pangenome_k32.r_0.8.S_global.k_13.d_na.M_ones	sars-cov-2_pangenome_k32	0.8	global	13	na	ones	1.17	0.00	1.16	99%	37988	0	0	1.182249
sars-cov-2_pangenome_k32.r_0.8.S_global.k_13.d_na.M_runs	sars-cov-2_pangenome_k32	0.8	global	13	na	runs	4.93	0.17	4.72	99%	296800	8216	0	4.934557
sars-cov-2_pangenome_k32.r_0.8.S_global.k_13.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.8	global	13	na	runsapprox	4.62	0.29	4.31	99%	295300	0	0	4.623566
sars-cov-2_pangenome_k32.r_0.9.S_global.k_13.d_na.M_default	sars-cov-2_pangenome_k32	0.9	global	13	na	default	0.04	0.00	0.04	100%	1616	0	0	0.059744
sars-cov-2_pangenome_k32.r_0.9.S_global.k_13.d_na.M_ones	sars-cov-2_pangenome_k32	0.9	global	13	na	ones	1.58	0.01	1.56	99%	38200	0	0	1.590678
sars-cov-2_pangenome_k32.r_0.9.S_global.k_13.d_na.M_runs	sars-cov-2_pangenome_k32	0.9	global	13	na	runs	4.64	0.09	4.50	99%	319536	8568	0	4.652367
sars-cov-2_pangenome_k32.r_0.9.S_global.k_13.d_na.M_runsapprox	sars-cov-2_pangenome_k32	0.9	global	13	na	runsapprox	5.31	0.35	4.95	99%	318252	0	0	5.323008
sars-cov-2_pangenome_k32.r_1.0.S_global.k_13.d_na.M_default	sars-cov-2_pangenome_k32	1.0	global	13	na	default	0.05	0.00	0.04	98%	1616	0	0	0.065947
sars-cov-2_pangenome_k32.r_1.0.S_global.k_13.d_na.M_ones	sars-cov-2_pangenome_k32	1.0	global	13	na	ones	1.39	0.00	1.38	99%	72260	0	0	1.395465
sars-cov-2_pangenome_k32.r_1.0.S_global.k_13.d_na.M_runs	sars-cov-2_pangenome_k32	1.0	global	13	na	runs	3.88	0.14	3.71	99%	441692	8848	0	3.886771
sars-cov-2_pangenome_k32.r_1.0.S_global.k_13.d_na.M_runsapprox	sars-cov-2_pangenome_k32	1.0	global	13	na	runsapprox	5.14	0.37	4.77	99%	441240	0	0	5.153489
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.000000001	local	13	1	default	0.00	0.00	0.00	100%	1332	0	0	0.00713
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.000000001	local	13	1	ones	0.00	0.00	0.00	80%	4056	0	0	0.007923
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.000000001	local	13	1	runs	0.00	0.00	0.00	66%	4232	0	0	0.007154
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	local	13	1	runsapprox	0.00	0.00	0.00	100%	4232	0	0	0.006346
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.0001	local	13	1	default	0.00	0.00	0.00	100%	1336	0	0	0.008584
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.0001	local	13	1	ones	0.00	0.00	0.00	80%	4064	0	0	0.009863
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.0001	local	13	1	runs	0.00	0.00	0.00	60%	4288	0	0	0.007947
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	local	13	1	runsapprox	0.00	0.00	0.00	100%	4288	0	0	0.00748
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.001	local	13	1	default	0.00	0.00	0.00	100%	1376	0	0	0.010168
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.001	local	13	1	ones	0.00	0.00	0.00	100%	4156	0	0	0.01273
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.001	local	13	1	runs	0.01	0.01	0.00	91%	5024	0	0	0.015798
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.001	local	13	1	runsapprox	0.01	0.00	0.01	94%	4700	0	0	0.021691
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.01	local	13	1	default	0.00	0.00	0.00	75%	1536	0	0	0.013562
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.01	local	13	1	ones	0.07	0.00	0.07	98%	4708	0	0	0.080386
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.01	local	13	1	runs	0.14	0.00	0.11	83%	8924	904	0	0.150787
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.01	local	13	1	runsapprox	0.12	0.00	0.11	98%	7836	0	0	0.123336
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.05	local	13	1	default	0.02	0.00	0.01	95%	1612	0	0	0.032652
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.05	local	13	1	ones	0.29	0.00	0.28	99%	6248	0	0	0.294518
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.05	local	13	1	runs	8.25	0.02	8.18	99%	40984	4232	0	8.256103
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.05	local	13	1	runsapprox	0.61	0.03	0.57	99%	24120	0	0	0.618144
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.1	local	13	1	default	0.03	0.00	0.03	100%	1616	0	0	0.046884
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.1	local	13	1	ones	0.69	0.00	0.68	99%	8412	0	0	0.703345
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.1	local	13	1	runs	87.54	0.03	87.36	99%	99516	7864	0	87.554515
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.1	local	13	1	runsapprox	1.19	0.04	1.14	99%	44900	0	0	1.19608
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.2	local	13	1	default	0.07	0.00	0.06	98%	1616	0	0	0.091532
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.2	local	13	1	ones	1.11	0.01	1.10	99%	12640	0	0	1.118697
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.2	local	13	1	runs	772.24	0.16	770.70	99%	245700	13664	0	772.25253
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.2	local	13	1	runsapprox	2.24	0.08	2.15	99%	87432	0	0	2.248413
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.3	local	13	1	default	0.08	0.00	0.08	100%	1616	0	0	0.104491
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.3	local	13	1	ones	1.83	0.01	1.81	99%	21088	0	0	1.84143
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.3	local	13	1	runs	2063.21	0.46	2059.15	99%	394648	17864	0	2063.213987
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.3	local	13	1	runsapprox	3.69	0.11	3.57	99%	150432	0	0	3.695973
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.4	local	13	1	default	0.09	0.00	0.08	98%	1616	0	0	0.115021
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.4	local	13	1	ones	3.04	0.01	3.01	99%	21088	0	0	3.043952
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.4	local	13	1	runs	3829.64	0.22	3824.44	99%	504844	20712	0	3829.644961
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.4	local	13	1	runsapprox	6.34	0.16	6.16	99%	177104	0	0	6.348892
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.5	local	13	1	default	0.12	0.01	0.10	99%	1616	0	0	0.142248
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.5	local	13	1	ones	2.91	0.03	2.87	99%	37988	0	0	2.914766
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.5	local	13	1	runs	4466.50	0.71	4459.66	99%	622708	22376	0	4466.512871
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.5	local	13	1	runsapprox	5.71	0.27	5.42	99%	258852	0	0	5.715398
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.6	local	13	1	default	0.12	0.00	0.11	100%	1616	0	0	0.146627
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.6	local	13	1	ones	3.35	0.03	3.31	99%	37988	0	0	3.356608
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.6	local	13	1	runs	4052.66	1.00	4045.50	99%	653124	22992	0	4052.665781
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.6	local	13	1	runsapprox	8.36	0.24	8.10	99%	301792	0	0	8.363793
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.7	local	13	1	default	0.12	0.00	0.11	100%	1616	0	0	0.14483
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.7	local	13	1	ones	3.63	0.01	3.60	99%	37988	0	0	3.634442
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.7	local	13	1	runs	2869.15	0.89	2863.81	99%	651120	22576	0	2869.155906
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.7	local	13	1	runsapprox	10.04	0.25	9.77	99%	317604	0	0	10.05128
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.8	local	13	1	default	0.10	0.01	0.08	99%	1616	0	0	0.119894
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.8	local	13	1	ones	3.82	0.02	3.78	99%	37988	0	0	3.824657
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.8	local	13	1	runs	1566.73	0.29	1564.42	99%	602372	21144	0	1566.740019
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.8	local	13	1	runsapprox	10.20	0.32	9.86	99%	341100	0	0	10.207878
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	0.9	local	13	1	default	0.10	0.00	0.09	98%	1616	0	0	0.118214
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	0.9	local	13	1	ones	4.17	0.05	4.11	99%	38200	0	0	4.174872
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	0.9	local	13	1	runs	457.42	0.26	456.35	99%	537576	18664	0	457.433065
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	0.9	local	13	1	runsapprox	10.02	0.37	9.63	99%	360052	0	0	10.027772
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_1.M_default	sars-cov-2_pangenome_k32	1.0	local	13	1	default	0.07	0.00	0.07	100%	1616	0	0	0.088809
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_1.M_ones	sars-cov-2_pangenome_k32	1.0	local	13	1	ones	3.20	0.05	3.14	99%	72488	0	0	3.211994
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_1.M_runs	sars-cov-2_pangenome_k32	1.0	local	13	1	runs	63.07	0.36	62.58	99%	553700	15040	0	63.077346
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_1.M_runsapprox	sars-cov-2_pangenome_k32	1.0	local	13	1	runsapprox	6.62	0.27	6.34	99%	472836	0	0	6.626413
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.000000001	local	13	2	default	0.00	0.00	0.00	100%	1332	0	0	0.007943
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.000000001	local	13	2	ones	0.00	0.00	0.00	75%	4056	0	0	0.007016
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.000000001	local	13	2	runs	0.00	0.00	0.00	75%	4232	0	0	0.008386
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	local	13	2	runsapprox	0.00	0.00	0.00	100%	4232	0	0	0.006598
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.0001	local	13	2	default	0.00	0.00	0.00	100%	1336	0	0	0.00852
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.0001	local	13	2	ones	0.00	0.00	0.00	66%	4064	0	0	0.009471
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.0001	local	13	2	runs	0.00	0.00	0.00	75%	4288	0	0	0.012055
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	local	13	2	runsapprox	0.00	0.00	0.00	100%	4288	0	0	0.011337
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.001	local	13	2	default	0.00	0.00	0.00	100%	1376	0	0	0.008825
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.001	local	13	2	ones	0.01	0.00	0.01	92%	4156	0	0	0.016919
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.001	local	13	2	runs	0.01	0.00	0.00	85%	5024	0	0	0.018426
sars-cov-2_pangenome_k32.r_0.001.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.001	local	13	2	runsapprox	0.01	0.00	0.00	86%	4700	0	0	0.018391
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.01	local	13	2	default	0.00	0.00	0.00	100%	1528	0	0	0.010523
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.01	local	13	2	ones	0.06	0.00	0.06	98%	4708	0	0	0.070326
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.01	local	13	2	runs	0.14	0.00	0.10	78%	8656	872	0	0.145784
sars-cov-2_pangenome_k32.r_0.01.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.01	local	13	2	runsapprox	0.11	0.00	0.10	98%	7832	0	0	0.115704
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.05	local	13	2	default	0.02	0.00	0.01	95%	1612	0	0	0.032145
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.05	local	13	2	ones	0.25	0.00	0.25	99%	6248	0	0	0.262429
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.05	local	13	2	runs	4.26	0.01	4.23	99%	34532	3672	0	4.271895
sars-cov-2_pangenome_k32.r_0.05.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.05	local	13	2	runsapprox	0.53	0.01	0.51	99%	24008	0	0	0.538119
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.1	local	13	2	default	0.03	0.00	0.03	100%	1612	0	0	0.046044
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.1	local	13	2	ones	0.51	0.01	0.49	99%	8416	0	0	0.516884
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.1	local	13	2	runs	35.06	0.03	34.97	99%	75004	6208	0	35.070091
sars-cov-2_pangenome_k32.r_0.1.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.1	local	13	2	runsapprox	0.94	0.03	0.91	99%	42632	0	0	0.948419
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.2	local	13	2	default	0.05	0.00	0.05	98%	1616	0	0	0.071766
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.2	local	13	2	ones	0.94	0.00	0.94	99%	12640	0	0	0.951044
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.2	local	13	2	runs	187.91	0.05	187.58	99%	162432	9528	0	187.917935
sars-cov-2_pangenome_k32.r_0.2.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.2	local	13	2	runsapprox	1.78	0.07	1.70	99%	82624	0	0	1.786306
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.3	local	13	2	default	0.07	0.00	0.06	98%	1612	0	0	0.084456
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.3	local	13	2	ones	1.32	0.01	1.30	99%	21088	0	0	1.328387
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.3	local	13	2	runs	512.79	0.35	511.75	99%	250388	11544	0	512.804678
sars-cov-2_pangenome_k32.r_0.3.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.3	local	13	2	runsapprox	2.97	0.12	2.84	99%	142116	0	0	2.977839
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.4	local	13	2	default	0.06	0.00	0.06	98%	1616	0	0	0.080059
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.4	local	13	2	ones	1.62	0.00	1.61	99%	21088	0	0	1.632186
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.4	local	13	2	runs	632.77	0.23	631.44	99%	303016	12720	0	632.78308
sars-cov-2_pangenome_k32.r_0.4.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.4	local	13	2	runsapprox	4.22	0.15	4.06	99%	162456	0	0	4.23112
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.5	local	13	2	default	0.07	0.00	0.07	98%	1612	0	0	0.091664
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.5	local	13	2	ones	1.80	0.02	1.77	99%	38132	0	0	1.80749
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.5	local	13	2	runs	739.78	0.49	738.19	99%	386536	13328	0	739.788102
sars-cov-2_pangenome_k32.r_0.5.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.5	local	13	2	runsapprox	4.43	0.23	4.19	99%	240740	0	0	4.440344
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.6	local	13	2	default	0.07	0.00	0.07	97%	1616	0	0	0.095711
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.6	local	13	2	ones	2.23	0.03	2.19	99%	38200	0	0	2.240222
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.6	local	13	2	runs	633.78	0.22	632.70	99%	402184	13544	0	633.791601
sars-cov-2_pangenome_k32.r_0.6.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.6	local	13	2	runsapprox	4.03	0.10	3.93	99%	282284	0	0	4.04266
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.7	local	13	2	default	0.07	0.00	0.07	100%	1616	0	0	0.093054
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.7	local	13	2	ones	2.20	0.03	2.16	99%	38192	0	0	2.20888
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.7	local	13	2	runs	365.41	0.17	364.56	99%	406328	13464	0	365.414947
sars-cov-2_pangenome_k32.r_0.7.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.7	local	13	2	runsapprox	5.11	0.18	4.92	99%	290488	0	0	5.114615
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.8	local	13	2	default	0.07	0.00	0.06	98%	1616	0	0	0.089911
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.8	local	13	2	ones	2.26	0.02	2.23	99%	38192	0	0	2.274069
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.8	local	13	2	runs	180.42	0.16	179.92	99%	405380	13168	0	180.4299
sars-cov-2_pangenome_k32.r_0.8.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.8	local	13	2	runsapprox	6.76	0.30	6.45	99%	312592	0	0	6.768469
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	0.9	local	13	2	default	0.07	0.00	0.06	98%	1616	0	0	0.088386
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	0.9	local	13	2	ones	2.59	0.02	2.56	99%	38200	0	0	2.593334
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	0.9	local	13	2	runs	69.64	0.15	69.38	99%	397796	12744	0	69.648698
sars-cov-2_pangenome_k32.r_0.9.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	0.9	local	13	2	runsapprox	7.33	0.31	7.00	99%	335904	0	0	7.33861
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_2.M_default	sars-cov-2_pangenome_k32	1.0	local	13	2	default	0.05	0.00	0.05	98%	1616	0	0	0.073492
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_2.M_ones	sars-cov-2_pangenome_k32	1.0	local	13	2	ones	2.22	0.03	2.18	99%	72488	0	0	2.233912
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_2.M_runs	sars-cov-2_pangenome_k32	1.0	local	13	2	runs	16.90	0.15	16.71	99%	491928	12288	0	16.912705
sars-cov-2_pangenome_k32.r_1.0.S_local.k_13.d_2.M_runsapprox	sars-cov-2_pangenome_k32	1.0	local	13	2	runsapprox	6.39	0.40	5.98	99%	456200	0	0	6.400262
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_3.M_default	sars-cov-2_pangenome_k32	0.000000001	local	13	3	default	0.00	0.00	0.00	100%	1332	0	0	0.008013
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_3.M_ones	sars-cov-2_pangenome_k32	0.000000001	local	13	3	ones	0.00	0.00	0.00	66%	4056	0	0	0.005847
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_3.M_runs	sars-cov-2_pangenome_k32	0.000000001	local	13	3	runs	0.00	0.00	0.00	66%	4232	0	0	0.008645
sars-cov-2_pangenome_k32.r_0.000000001.S_local.k_13.d_3.M_runsapprox	sars-cov-2_pangenome_k32	0.000000001	local	13	3	runsapprox	0.00	0.00	0.00	50%	4232	0	0	0.00732
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_3.M_default	sars-cov-2_pangenome_k32	0.0001	local	13	3	default	0.00	0.00	0.00	66%	1336	0	0	0.007952
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_3.M_ones	sars-cov-2_pangenome_k32	0.0001	local	13	3	ones	0.00	0.00	0.00	75%	4064	0	0	0.007924
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_3.M_runs	sars-cov-2_pangenome_k32	0.0001	local	13	3	runs	0.00	0.00	0.00	66%	4288	0	0	0.010254
sars-cov-2_pangenome_k32.r_0.0001.S_local.k_13.d_3.M_runsapprox	sars-cov-2_pangenome_k32	0.0001	local	13	3	runsapprox	0.00	0.00	0.00	80%	4288	0	0	0.008791
